Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,120.5,120.5,76.0,76.0,1.1,1.1,4.2,4.2,17.3,17.3,1.4,1.4,100.0,100.0,30.5786496515,30.5786496515,23.5573717272,23.5573717272
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,1.2,1.2,0.3,0.3,4.5,4.5,31.2,31.2,32.6,32.6,31.7,31.7,0.0,0.0,100.0,100.0,0.1083681255,0.1083681255,0.1264294798,0.1264294798
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,1.4,1.4,2.0,2.0,55.6,55.6,0.0,0.0,44.4,44.4,0.0,0.0,0.0,0.0,100.0,100.0,0.0903067713,0.0903067713,0.0903067713,0.0903067713
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,77.1,77.1,32.0,32.0,93.3,93.3,0.1,0.1,1.4,1.4,5.1,5.1,0.0,0.0,100.0,100.0,7.2606644099,7.2606644099,10.0059902564,10.0059902564
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,77.9,77.9,161.5,161.5,74.9,74.9,1.8,1.8,2.5,2.5,20.8,20.8,0.0,0.0,100.0,100.0,4.5695226261,4.5695226261,6.2853512802,6.2853512802
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,21.7,21.7,6.8,6.8,36.2,36.2,1.3,1.3,49.4,49.4,11.7,11.7,1.3,1.3,100.0,100.0,2.0409330306,2.0409330306,1.7338900083,1.7338900083
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,20.7,20.7,27.6,27.6,27.6,27.6,2.2,2.2,37.5,37.5,30.5,30.5,2.2,2.2,100.0,100.0,1.210110735,1.210110735,1.3726629233,1.3726629233
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,39.1,39.1,79.9,79.9,0.8,0.8,12.2,12.2,6.8,6.8,0.3,0.3,100.0,100.0,9.4280269203,9.4280269203,11.8663097446,11.8663097446
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,191.1,191.1,64.9,64.9,1.9,1.9,10.3,10.3,22.5,22.5,0.4,0.4,100.0,100.0,5.8699401324,5.8699401324,7.7483209748,7.7483209748
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,64.0347617574,64.0347617574,5.7310221647,5.7310221647,85.1025469734,85.1025469734,0.0,0.0,14.8974530266,14.8974530266,0.0,0.0,0.0,0.0,100.0,100.0,35.0,35.0,58.0,58.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,55.3716527903,55.3716527903,11.2786200495,11.2786200495,99.5707836409,99.5707836409,0.0,0.0,0.0,0.0,0.4292163591,0.4292163591,0.0,0.0,100.0,100.0,24.0,24.0,36.0,36.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,35.9652382426,35.9652382426,6.3790715009,6.3790715009,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,4.0,4.0,20.0,20.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,44.6283472097,44.6283472097,3.4676234811,3.4676234811,64.7255709946,64.7255709946,0.0,0.0,31.3931002475,31.3931002475,3.938407122,3.938407122,0.0,0.0,100.0,100.0,4.0,4.0,17.0,17.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,12.1100936656,12.1100936656,57.9844551643,57.9844551643,0.0,0.0,42.0155448357,42.0155448357,0.0,0.0,0.0,0.0,100.0,100.0,39.0,39.0,78.0,78.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,14.7462435306,14.7462435306,73.7572063456,73.7572063456,0.0,0.0,23.0025807268,23.0025807268,3.2402129275,3.2402129275,0.0,0.0,100.0,100.0,27.0,27.0,53.0,53.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,40.3544291448,40.3544291448,3.4403304089,3.4403304089,78.6828635438,78.6828635438,0.0,0.0,21.3171364562,21.3171364562,0.0,0.0,0.0,0.0,100.0,100.0,59.0,59.0,82.0,82.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,35.3237446342,35.3237446342,5.7386309789,5.7386309789,96.6761605948,96.6761605948,0.0,0.0,3.1022501115,3.1022501115,0.2215892937,0.2215892937,0.0,0.0,100.0,100.0,41.0,41.0,54.0,54.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,59.6455708552,59.6455708552,16.6227854276,16.6227854276,2.0181904337,2.0181904337,0.0,0.0,97.9818095663,97.9818095663,0.0,0.0,0.0,0.0,100.0,100.0,37.0,37.0,58.0,58.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,64.6762553658,64.6762553658,33.6802522927,33.6802522927,39.0732176454,39.0732176454,0.0,0.0,57.0796068403,57.0796068403,3.8471755143,3.8471755143,0.0,0.0,100.0,100.0,31.0,31.0,53.0,53.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,20.0631158365,20.0631158365,36.6333905326,36.6333905326,0.0,0.0,63.3666094674,63.3666094674,0.0,0.0,0.0,0.0,100.0,100.0,95.0,95.0,140.0,140.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,39.3558148206,39.3558148206,55.5169469143,55.5169469143,0.0,0.0,41.2449727883,41.2449727883,3.2380802974,3.2380802974,0.0,0.0,100.0,100.0,72.0,72.0,107.0,107.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,27.6530802058,27.6530802058,2.2877063572,2.2877063572,73.0852906807,73.0852906807,0.0,0.0,26.9147093193,26.9147093193,0.0,0.0,0.0,0.0,100.0,100.0,24.0,24.0,24.0,24.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,24.8981882426,24.8981882426,3.2896121546,3.2896121546,93.532116435,93.532116435,0.0,0.0,6.467883565,6.467883565,0.0,0.0,0.0,0.0,100.0,100.0,17.0,17.0,18.0,18.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,72.3469197942,72.3469197942,21.5576566192,21.5576566192,2.7255401842,2.7255401842,0.0,0.0,97.2744598158,97.2744598158,0.0,0.0,0.0,0.0,100.0,100.0,33.0,33.0,38.0,38.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,75.1018117574,75.1018117574,48.1660446273,48.1660446273,34.4761106735,34.4761106735,0.0,0.0,61.5718560593,61.5718560593,3.9520332671,3.9520332671,0.0,0.0,100.0,100.0,27.0,27.0,36.0,36.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,23.8453629764,23.8453629764,24.8594015169,24.8594015169,0.0,0.0,75.1405984831,75.1405984831,0.0,0.0,0.0,0.0,100.0,100.0,57.0,57.0,62.0,62.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,51.4237952865,51.4237952865,46.2574957196,46.2574957196,0.0,0.0,50.4037175547,50.4037175547,3.3387867257,3.3387867257,0.0,0.0,100.0,100.0,44.0,44.0,54.0,54.0
