Country,StateName,StateCode,Year,D6066_3,I6066_4_sum,I6066_4_avg,I6066_5_sum,I6066_5_avg,I6066_6_sum,I6066_6_avg,I6066_7_sum,I6066_7_avg,I6066_8_sum,I6066_8_avg,I6066_9_sum,I6066_9_avg,I6066_10_sum,I6066_10_avg,I6066_11_sum,I6066_11_avg,I6066_12_sum,I6066_12_avg
India,Jharkhand,20,"Financial Year (Apr - Mar), 2016",EAG+1 States,15532089.0,15532089.0,3632608.0,3632608.0,3745400.0,3745400.0,989425.0,989425.0,0.0,0.0,31354.0,31354.0,695601.0,695601.0,17323.0,17323.0,148574.0,148574.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017",EAG+1 States,16113661.0,16113661.0,4013771.0,4013771.0,6224672.0,6224672.0,1171500.0,1171500.0,0.0,0.0,22496.0,22496.0,734985.0,734985.0,0.0,0.0,147969.0,147969.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018",EAG+1 States,21836250.0,21836250.0,4239461.0,4239461.0,5463709.0,5463709.0,1111829.0,1111829.0,0.0,0.0,38975.0,38975.0,783150.0,783150.0,29966.0,29966.0,205680.0,205680.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019",EAG+1 States,22816668.0,22816668.0,4069333.0,4069333.0,3307044.0,3307044.0,1157727.0,1157727.0,0.0,0.0,0.0,0.0,0.0,0.0,34105.0,34105.0,0.0,0.0
India,Odisha,21,"Financial Year (Apr - Mar), 2015",EAG+1 States,1388.0,1388.0,1489.0,1489.0,358.0,358.0,268.0,268.0,10.0,10.0,8.0,8.0,89.0,89.0,0.0,0.0,69.0,69.0
India,Odisha,21,"Financial Year (Apr - Mar), 2016",EAG+1 States,12582116.0,12582116.0,21880292.0,21880292.0,6994382.0,6994382.0,2476690.0,2476690.0,103100.0,103100.0,98267.0,98267.0,1776786.0,1776786.0,0.0,0.0,1380857.0,1380857.0
India,Odisha,21,"Financial Year (Apr - Mar), 2017",EAG+1 States,13890281.0,13890281.0,24282275.0,24282275.0,4416887.0,4416887.0,3037524.0,3037524.0,169280.0,169280.0,109840.0,109840.0,1922092.0,1922092.0,0.0,0.0,1442909.0,1442909.0
India,Odisha,21,"Financial Year (Apr - Mar), 2018",EAG+1 States,14713856.0,14713856.0,25277579.0,25277579.0,5234515.0,5234515.0,7824771.0,7824771.0,114333.0,114333.0,114661.0,114661.0,2076723.0,2076723.0,0.0,0.0,1676651.0,1676651.0
India,Odisha,21,"Financial Year (Apr - Mar), 2019",EAG+1 States,15750593.0,15750593.0,27930179.0,27930179.0,5697792.0,5697792.0,8305554.0,8305554.0,105725.0,105725.0,126511.0,126511.0,2322440.0,2322440.0,0.0,0.0,1614438.0,1614438.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2015",EAG+1 States,743.0,743.0,1465.0,1465.0,167.0,167.0,146.0,146.0,7.0,7.0,2.0,2.0,162.0,162.0,0.0,0.0,17.0,17.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2016",EAG+1 States,9220709.0,9220709.0,17877398.0,17877398.0,2108148.0,2108148.0,1712961.0,1712961.0,19089.0,19089.0,27508.0,27508.0,1780999.0,1780999.0,0.0,0.0,175865.0,175865.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2017",EAG+1 States,12057941.0,12057941.0,21522930.0,21522930.0,2292549.0,2292549.0,1891946.0,1891946.0,11529.0,11529.0,29900.0,29900.0,2073687.0,2073687.0,0.0,0.0,198440.0,198440.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2018",EAG+1 States,12002656.0,12002656.0,19014850.0,19014850.0,2404099.0,2404099.0,1775879.0,1775879.0,11748.0,11748.0,29418.0,29418.0,2141690.0,2141690.0,0.0,0.0,193349.0,193349.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2019",EAG+1 States,14542740.0,14542740.0,24032652.0,24032652.0,2852578.0,2852578.0,2667207.0,2667207.0,13540.0,13540.0,40295.0,40295.0,2417731.0,2417731.0,0.0,0.0,146599.0,146599.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2015",EAG+1 States,3440.0,3440.0,871.0,871.0,289.0,289.0,398.0,398.0,74.0,74.0,17.0,17.0,0.0,0.0,0.0,0.0,364.0,364.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2016",EAG+1 States,37050443.0,37050443.0,11423048.0,11423048.0,3624441.0,3624441.0,3199382.0,3199382.0,377010.0,377010.0,159620.0,159620.0,0.0,0.0,0.0,0.0,3568708.0,3568708.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2017",EAG+1 States,44810635.0,44810635.0,17686387.0,17686387.0,4088536.0,4088536.0,3621223.0,3621223.0,248650.0,248650.0,194096.0,194096.0,0.0,0.0,0.0,0.0,3837960.0,3837960.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2018",EAG+1 States,43835480.0,43835480.0,20157931.0,20157931.0,1722960.0,1722960.0,4163511.0,4163511.0,2607419.0,2607419.0,226979.0,226979.0,0.0,0.0,0.0,0.0,4670049.0,4670049.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2019",EAG+1 States,60343651.0,60343651.0,19196464.0,19196464.0,2712170.0,2712170.0,4609052.0,4609052.0,3630959.0,3630959.0,245389.0,245389.0,0.0,0.0,0.0,0.0,5066662.0,5066662.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),3034.0,3034.0,1213.0,1213.0,522.0,522.0,1466.0,1466.0,35.0,35.0,108.0,108.0,253.0,253.0,324.0,324.0,170.0,170.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),32826254.0,32826254.0,12306523.0,12306523.0,6328431.0,6328431.0,14764759.0,14764759.0,251269.0,251269.0,899834.0,899834.0,1830620.0,1830620.0,5446724.0,5446724.0,2340885.0,2340885.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),38251137.0,38251137.0,10817492.0,10817492.0,6937883.0,6937883.0,14850039.0,14850039.0,167818.0,167818.0,2013519.0,2013519.0,2710944.0,2710944.0,6495081.0,6495081.0,2911477.0,2911477.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),44198416.0,44198416.0,13132241.0,13132241.0,7732755.0,7732755.0,16564661.0,16564661.0,73519.0,73519.0,1513553.0,1513553.0,3330100.0,3330100.0,10547680.0,10547680.0,2744561.0,2744561.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),38761054.0,38761054.0,11806439.0,11806439.0,8418689.0,8418689.0,18493113.0,18493113.0,68302.0,68302.0,1587742.0,1587742.0,3768834.0,3768834.0,15695539.0,15695539.0,4234497.0,4234497.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),3418.0,3418.0,558.0,558.0,813.0,813.0,4567.0,4567.0,7.0,7.0,17.0,17.0,472.0,472.0,65.0,65.0,92.0,92.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),36271242.0,36271242.0,5603558.0,5603558.0,9138832.0,9138832.0,49337851.0,49337851.0,36123.0,36123.0,138044.0,138044.0,4938487.0,4938487.0,673622.0,673622.0,1100317.0,1100317.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),43399175.0,43399175.0,6445365.0,6445365.0,9419183.0,9419183.0,53957887.0,53957887.0,299660.0,299660.0,128609.0,128609.0,5004558.0,5004558.0,1710945.0,1710945.0,1380347.0,1380347.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),48928218.0,48928218.0,8670985.0,8670985.0,10791274.0,10791274.0,52102997.0,52102997.0,142463.0,142463.0,162852.0,162852.0,5384898.0,5384898.0,1536102.0,1536102.0,2340409.0,2340409.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),46457427.0,46457427.0,11728905.0,11728905.0,13211502.0,13211502.0,64151913.0,64151913.0,158528.0,158528.0,130950.0,130950.0,6707607.0,6707607.0,2175527.0,2175527.0,2198946.0,2198946.0
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),2007.0,2007.0,888.0,888.0,373.0,373.0,343.0,343.0,243.0,243.0,0.0,0.0,175.0,175.0,48.0,48.0,1131.0,1131.0
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),29512718.0,29512718.0,9568798.0,9568798.0,4676291.0,4676291.0,4459904.0,4459904.0,2661320.0,2661320.0,0.0,0.0,2163170.0,2163170.0,863804.0,863804.0,10471315.0,10471315.0
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),25855013.0,25855013.0,8586905.0,8586905.0,5099904.0,5099904.0,4306682.0,4306682.0,2661869.0,2661869.0,0.0,0.0,2258592.0,2258592.0,1284854.0,1284854.0,13831358.0,13831358.0
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),30207517.0,30207517.0,8540210.0,8540210.0,7935735.0,7935735.0,4140865.0,4140865.0,3058760.0,3058760.0,0.0,0.0,2345259.0,2345259.0,1501097.0,1501097.0,16271616.0,16271616.0
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),33320052.0,33320052.0,8412239.0,8412239.0,5918455.0,5918455.0,4286051.0,4286051.0,1853606.0,1853606.0,0.0,0.0,2467540.0,2467540.0,2263639.0,2263639.0,16862122.0,16862122.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),1433.0,1433.0,1204.0,1204.0,1160.0,1160.0,455.0,455.0,941.0,941.0,14.0,14.0,0.0,0.0,64.0,64.0,559.0,559.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),15666910.0,15666910.0,14799016.0,14799016.0,13157981.0,13157981.0,3985867.0,3985867.0,14933941.0,14933941.0,115750.0,115750.0,0.0,0.0,776031.0,776031.0,5393310.0,5393310.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),18473012.0,18473012.0,20433185.0,20433185.0,14420939.0,14420939.0,3427501.0,3427501.0,18109364.0,18109364.0,121026.0,121026.0,0.0,0.0,1311350.0,1311350.0,4873018.0,4873018.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),18866254.0,18866254.0,21381769.0,21381769.0,19122399.0,19122399.0,3401651.0,3401651.0,24281464.0,24281464.0,132624.0,132624.0,0.0,0.0,1766598.0,1766598.0,5819570.0,5819570.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),19043407.0,19043407.0,20705324.0,20705324.0,21299218.0,21299218.0,4323011.0,4323011.0,18070365.0,18070365.0,160593.0,160593.0,0.0,0.0,1988374.0,1988374.0,6014592.0,6014592.0
India,Goa,30,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),289.0,289.0,103.0,103.0,88.0,88.0,50.0,50.0,31.0,31.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0
India,Goa,30,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),3471770.0,3471770.0,1028505.0,1028505.0,967164.0,967164.0,368072.0,368072.0,736357.0,736357.0,0.0,0.0,103838.0,103838.0,0.0,0.0,22338.0,22338.0
India,Goa,30,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),4616274.0,4616274.0,1575767.0,1575767.0,1008382.0,1008382.0,639634.0,639634.0,1226743.0,1226743.0,0.0,0.0,120471.0,120471.0,0.0,0.0,33898.0,33898.0
India,Goa,30,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),4688759.0,4688759.0,1982221.0,1982221.0,1370058.0,1370058.0,487223.0,487223.0,867907.0,867907.0,0.0,0.0,108722.0,108722.0,0.0,0.0,29007.0,29007.0
India,Goa,30,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),5067431.0,5067431.0,2452005.0,2452005.0,1563501.0,1563501.0,803682.0,803682.0,934203.0,934203.0,0.0,0.0,125645.0,125645.0,0.0,0.0,27125.0,27125.0
India,Kerala,32,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),1700.0,1700.0,706.0,706.0,980.0,980.0,728.0,728.0,221.0,221.0,0.0,0.0,372.0,372.0,0.0,0.0,64.0,64.0
India,Kerala,32,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),20763575.0,20763575.0,8372351.0,8372351.0,12322253.0,12322253.0,9889631.0,9889631.0,3407704.0,3407704.0,0.0,0.0,4390738.0,4390738.0,0.0,0.0,729467.0,729467.0
India,Kerala,32,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),23964333.0,23964333.0,9967210.0,9967210.0,12660119.0,12660119.0,9748828.0,9748828.0,2725965.0,2725965.0,0.0,0.0,4909299.0,4909299.0,0.0,0.0,842206.0,842206.0
India,Kerala,32,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),24125195.0,24125195.0,10115870.0,10115870.0,15966299.0,15966299.0,10986819.0,10986819.0,4115915.0,4115915.0,0.0,0.0,4851653.0,4851653.0,0.0,0.0,823807.0,823807.0
India,Kerala,32,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),24125670.0,24125670.0,10080331.0,10080331.0,14720777.0,14720777.0,17868865.0,17868865.0,3070894.0,3070894.0,0.0,0.0,4728509.0,4728509.0,0.0,0.0,793106.0,793106.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),2708.0,2708.0,923.0,923.0,863.0,863.0,489.0,489.0,1250.0,1250.0,75.0,75.0,347.0,347.0,1179.0,1179.0,510.0,510.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),31828082.0,31828082.0,9486183.0,9486183.0,9689160.0,9689160.0,4982816.0,4982816.0,11555554.0,11555554.0,753024.0,753024.0,3735387.0,3735387.0,8919434.0,8919434.0,5458936.0,5458936.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),36054129.0,36054129.0,10405610.0,10405610.0,11669384.0,11669384.0,5430703.0,5430703.0,19209929.0,19209929.0,753137.0,753137.0,4135544.0,4135544.0,11733785.0,11733785.0,4970327.0,4970327.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),43810453.0,43810453.0,12266473.0,12266473.0,14461707.0,14461707.0,6053778.0,6053778.0,15888667.0,15888667.0,802997.0,802997.0,4664280.0,4664280.0,20002316.0,20002316.0,6936117.0,6936117.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),43881323.0,43881323.0,13801215.0,13801215.0,16000357.0,16000357.0,6247199.0,6247199.0,13471183.0,13471183.0,824278.0,824278.0,4819781.0,4819781.0,17828823.0,17828823.0,6334170.0,6334170.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2015",Union Territories,282.0,282.0,41.0,41.0,108.0,108.0,25.0,25.0,25.0,25.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2016",Union Territories,2781914.0,2781914.0,429936.0,429936.0,981813.0,981813.0,275629.0,275629.0,351213.0,351213.0,0.0,0.0,50342.0,50342.0,0.0,0.0,33000.0,33000.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2017",Union Territories,2936069.0,2936069.0,463264.0,463264.0,863806.0,863806.0,304487.0,304487.0,383441.0,383441.0,0.0,0.0,55563.0,55563.0,0.0,0.0,35901.0,35901.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2018",Union Territories,3249662.0,3249662.0,503393.0,503393.0,1023605.0,1023605.0,318666.0,318666.0,574296.0,574296.0,0.0,0.0,56915.0,56915.0,0.0,0.0,68155.0,68155.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2019",Union Territories,3571977.0,3571977.0,530982.0,530982.0,1053010.0,1053010.0,336624.0,336624.0,1697454.0,1697454.0,0.0,0.0,60957.0,60957.0,0.0,0.0,68669.0,68669.0
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2015",Union Territories,,,,,,,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2016",Union Territories,,,,,,,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2017",Union Territories,,,,,,,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2018",Union Territories,,,,,,,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2019",Union Territories,,,,,,,,,,,,,,,,,,
India,Telangana,36,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),2066.0,2066.0,495.0,495.0,242.0,242.0,261.0,261.0,120.0,120.0,0.0,0.0,85.0,85.0,45.0,45.0,445.0,445.0
India,Telangana,36,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),26192202.0,26192202.0,5087573.0,5087573.0,2733549.0,2733549.0,2901662.0,2901662.0,17696.0,17696.0,0.0,0.0,91910.0,91910.0,545467.0,545467.0,11826579.0,11826579.0
India,Telangana,36,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),22568912.0,22568912.0,5126335.0,5126335.0,2741772.0,2741772.0,2999512.0,2999512.0,3267691.0,3267691.0,0.0,0.0,936090.0,936090.0,1976360.0,1976360.0,10690999.0,10690999.0
India,Telangana,36,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),25921115.0,25921115.0,5941215.0,5941215.0,4454237.0,4454237.0,3914995.0,3914995.0,744980.0,744980.0,0.0,0.0,1019551.0,1019551.0,2457639.0,2457639.0,9299983.0,9299983.0
India,Telangana,36,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),25844112.0,25844112.0,5070395.0,5070395.0,4297441.0,4297441.0,5954078.0,5954078.0,780122.0,780122.0,0.0,0.0,1029321.0,1029321.0,4462653.0,4462653.0,14380661.0,14380661.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2015",Major (Non EAG States),6.9119122245,6.9119122245,20.1014156149,20.1014156149,12.1177195328,12.1177195328,1.6404854963,1.6404854963,0.0,0.0,0.0,0.0,0.3718433792,0.3718433792,0.0,0.0,0.9405450179,0.9405450179
India,Ladakh,37,"Financial Year (Apr - Mar), 2016",Major (Non EAG States),172269.3942976997,172269.3942976997,100828.8757096496,100828.8757096496,122141.1008597135,122141.1008597135,14543.8663430567,14543.8663430567,0.0,0.0,0.0,0.0,3988.5014506389,3988.5014506389,0.0,0.0,1384.4822663364,1384.4822663364
India,Ladakh,37,"Financial Year (Apr - Mar), 2017",Major (Non EAG States),186031.6677308885,186031.6677308885,115883.2173928819,115883.2173928819,129029.6306976113,129029.6306976113,16047.5353489859,16047.5353489859,0.0,0.0,0.0,0.0,4293.7629917946,4293.7629917946,0.0,0.0,1240.2289083598,1240.2289083598
India,Ladakh,37,"Financial Year (Apr - Mar), 2018",Major (Non EAG States),183251.3510385812,183251.3510385812,117105.444707062,117105.444707062,100579.6750261882,100579.6750261882,7894.5849099425,7894.5849099425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2019",Major (Non EAG States),150204.0550659841,150204.0550659841,137140.497215389,137140.497215389,103796.2077485376,103796.2077485376,13731.0385893388,13731.0385893388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2015",Union Territories,,,,,,,,,,,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2016",Union Territories,,,,,,,,,,,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2017",Union Territories,,,,,,,,,,,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2018",Union Territories,,,,,,,,,,,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2019",Union Territories,,,,,,,,,,,,,,,,,,
