Country,StateName,StateCode,Year,D1221_3,I1221_4_sum,I1221_4_avg,I1221_5_sum,I1221_5_avg,I1221_6_sum,I1221_6_avg,I1221_7_sum,I1221_7_avg,I1221_8_sum,I1221_8_avg,I1221_9_sum,I1221_9_avg,I1221_10_sum,I1221_10_avg,I1221_11_sum,I1221_11_avg,I1221_12_sum,I1221_12_avg,I1221_13_sum,I1221_13_avg
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",Private,11624.0,11624.0,74.0,74.0,807.0,807.0,7.0,7.0,117.0,117.0,14.0,14.0,,,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",Public,61338.0,61338.0,89.0,89.0,11602.0,11602.0,19.0,19.0,2558.0,2558.0,22.0,22.0,,,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",Private,12182.0,12182.0,68.9,68.9,958.0,958.0,7.9,7.9,165.0,165.0,17.2,17.2,,,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",Public,71409.0,71409.0,91.2,91.2,13718.0,13718.0,19.2,19.2,3231.0,3231.0,23.6,23.6,,,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2024",Private,12735.0,12735.0,68.7,68.7,1209.0,1209.0,9.5,9.5,323.0,323.0,26.7,26.7,,,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2024",Public,74782.0,74782.0,91.3,91.3,15279.0,15279.0,20.4,20.4,4157.0,4157.0,27.2,27.2,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,,,,,6.0,6.0,3.0,3.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,288.0,288.0,340.0,340.0,1657.0,1657.0,1588.0,1588.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",Private,1.0,1.0,50.0,50.0,,,0.0,0.0,,,,,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",Public,1231.0,1231.0,97.0,97.0,201.0,201.0,16.0,16.0,198.0,198.0,99.0,99.0,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",Private,,,,,,,,,,,,,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",Public,1375.0,1375.0,98.0,98.0,213.0,213.0,15.0,15.0,208.0,208.0,98.0,98.0,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",Private,2.0,2.0,100.0,100.0,1.0,1.0,50.0,50.0,1.0,1.0,100.0,100.0,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",Public,1480.0,1480.0,97.0,97.0,224.0,224.0,15.1,15.1,220.0,220.0,98.2,98.2,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2024",Private,1.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2024",Public,1511.0,1511.0,94.0,94.0,200.0,200.0,13.2,13.2,190.0,190.0,95.0,95.0,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,1.0,1.0,1.0,1.0,12.0,12.0,2.0,2.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,19.0,19.0,46.0,46.0,601.0,601.0,378.0,378.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",Private,,,,,,,,,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",Public,393.0,393.0,81.0,81.0,78.0,78.0,20.0,20.0,15.0,15.0,19.0,19.0,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",Private,1.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",Public,439.0,439.0,85.0,85.0,73.0,73.0,17.0,17.0,26.0,26.0,36.0,36.0,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",Private,3.0,3.0,75.0,75.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",Public,495.0,495.0,91.0,91.0,89.0,89.0,18.0,18.0,30.0,30.0,33.7,33.7,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2024",Private,4.0,4.0,30.8,30.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2024",Public,459.0,459.0,80.7,80.7,55.0,55.0,12.0,12.0,13.0,13.0,23.6,23.6,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,39.0,39.0,199.0,199.0,22148.0,22148.0,6666.0,6666.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,843.0,843.0,2771.0,2771.0,49334.0,49334.0,20362.0,20362.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",Private,19188.0,19188.0,89.0,89.0,1106.0,1106.0,6.0,6.0,439.0,439.0,40.0,40.0,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",Public,37607.0,37607.0,91.0,91.0,5999.0,5999.0,16.0,16.0,2566.0,2566.0,43.0,43.0,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",Private,15167.0,15167.0,90.0,90.0,943.0,943.0,6.0,6.0,522.0,522.0,55.0,55.0,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",Public,41637.0,41637.0,94.0,94.0,5618.0,5618.0,13.0,13.0,2549.0,2549.0,45.0,45.0,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",Private,16920.0,16920.0,90.6,90.6,754.0,754.0,4.5,4.5,428.0,428.0,56.8,56.8,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",Public,51000.0,51000.0,93.5,93.5,6533.0,6533.0,12.8,12.8,3455.0,3455.0,52.9,52.9,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2024",Private,20841.0,20841.0,90.8,90.8,766.0,766.0,3.7,3.7,450.0,450.0,58.7,58.7,,,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2024",Public,47151.0,47151.0,90.5,90.5,5252.0,5252.0,11.1,11.1,2637.0,2637.0,50.2,50.2,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,0.0656194199,0.0656194199,0.5249553588,0.5249553588,16.7985714823,16.7985714823,7.7868378225,7.7868378225
India,Ladakh,37,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,3.4122098324,3.4122098324,10.258502637,10.258502637,244.016749293,244.016749293,144.6252013558,144.6252013558
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",Private,5.0,5.0,29.0,29.0,,,0.0,0.0,,,,,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",Public,175.0,175.0,76.0,76.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",Private,17.0,17.0,71.0,71.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",Public,214.0,214.0,73.0,73.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",Private,9.0,9.0,81.8,81.8,1.0,1.0,11.1,11.1,1.0,1.0,100.0,100.0,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",Public,297.0,297.0,88.9,88.9,7.0,7.0,2.4,2.4,4.0,4.0,57.1,57.1,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2024",Private,8.0,8.0,100.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2024",Public,250.0,250.0,74.0,74.0,6.0,6.0,2.4,2.4,6.0,6.0,100.0,100.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,6.0,6.0,9.0,9.0,156.0,156.0,109.0,109.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,46.0,46.0,99.0,99.0,873.0,873.0,792.0,792.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",Private,49.0,49.0,65.0,65.0,5.0,5.0,10.0,10.0,4.0,4.0,80.0,80.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",Public,484.0,484.0,68.0,68.0,71.0,71.0,15.0,15.0,49.0,49.0,69.0,69.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",Private,40.0,40.0,80.0,80.0,1.0,1.0,3.0,3.0,1.0,1.0,100.0,100.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",Public,433.0,433.0,61.0,61.0,53.0,53.0,12.0,12.0,40.0,40.0,75.0,75.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2023",Private,57.0,57.0,75.0,75.0,2.0,2.0,3.5,3.5,2.0,2.0,100.0,100.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2023",Public,548.0,548.0,64.9,64.9,67.0,67.0,12.2,12.2,38.0,38.0,56.7,56.7,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2024",Private,43.0,43.0,55.8,55.8,8.0,8.0,18.6,18.6,3.0,3.0,37.5,37.5,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2024",Public,466.0,466.0,59.0,59.0,59.0,59.0,12.7,12.7,32.0,32.0,54.2,54.2,,,,,,,,
