Country,StateName,StateCode,DistrictName,DistrictCode,Year,I7035_4_sum,I7035_4_avg,I7035_5_sum,I7035_5_avg,I7035_6_sum,I7035_6_avg,I7035_7_sum,I7035_7_avg,I7035_8_sum,I7035_8_avg,I7035_9_sum,I7035_9_avg,I7035_10_sum,I7035_10_avg
India,Uttar Pradesh,9,Sitapur,183,"Financial Year (Apr - Mar), 2021",474.0,474.0,67.0,67.0,21.0,21.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sonbhadra,184,"Financial Year (Apr - Mar), 2016",165.0,165.0,45.0,45.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Sonbhadra,184,"Financial Year (Apr - Mar), 2017",165.0,165.0,45.0,45.0,6.0,6.0,,,,,,,1.0,1.0
India,Uttar Pradesh,9,Sonbhadra,184,"Financial Year (Apr - Mar), 2019",173.0,173.0,31.0,31.0,7.0,7.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sonbhadra,184,"Financial Year (Apr - Mar), 2020",173.0,173.0,31.0,31.0,7.0,7.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sonbhadra,184,"Financial Year (Apr - Mar), 2021",173.0,173.0,31.0,31.0,7.0,7.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sultanpur,185,"Financial Year (Apr - Mar), 2016",232.0,232.0,57.0,57.0,14.0,14.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sultanpur,185,"Financial Year (Apr - Mar), 2019",244.0,244.0,42.0,42.0,13.0,13.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sultanpur,185,"Financial Year (Apr - Mar), 2020",244.0,244.0,45.0,45.0,14.0,14.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Sultanpur,185,"Financial Year (Apr - Mar), 2021",246.0,246.0,45.0,45.0,14.0,14.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unnao,186,"Financial Year (Apr - Mar), 2016",348.0,348.0,53.0,53.0,14.0,14.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unnao,186,"Financial Year (Apr - Mar), 2017",348.0,348.0,53.0,53.0,14.0,14.0,,,,,,,2.0,2.0
India,Uttar Pradesh,9,Unnao,186,"Financial Year (Apr - Mar), 2019",357.0,357.0,54.0,54.0,7.0,7.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unnao,186,"Financial Year (Apr - Mar), 2020",357.0,357.0,48.0,48.0,13.0,13.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unnao,186,"Financial Year (Apr - Mar), 2021",361.0,361.0,48.0,48.0,17.0,17.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Varanasi,187,"Financial Year (Apr - Mar), 2016",312.0,312.0,30.0,30.0,8.0,8.0,,,,,0.0,0.0,5.0,5.0
India,Uttar Pradesh,9,Varanasi,187,"Financial Year (Apr - Mar), 2017",312.0,312.0,30.0,30.0,8.0,8.0,,,,,,,5.0,5.0
India,Uttar Pradesh,9,Varanasi,187,"Financial Year (Apr - Mar), 2019",320.0,320.0,51.0,51.0,12.0,12.0,,,,,0.0,0.0,4.0,4.0
India,Uttar Pradesh,9,Varanasi,187,"Financial Year (Apr - Mar), 2020",320.0,320.0,51.0,51.0,12.0,12.0,,,,,0.0,0.0,4.0,4.0
India,Uttar Pradesh,9,Kasganj,633,"Financial Year (Apr - Mar), 2016",170.0,170.0,36.0,36.0,5.0,5.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Kasganj,633,"Financial Year (Apr - Mar), 2017",170.0,170.0,36.0,36.0,5.0,5.0,,,,,,,1.0,1.0
India,Uttar Pradesh,9,Kasganj,633,"Financial Year (Apr - Mar), 2020",170.0,170.0,31.0,31.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Kasganj,633,"Financial Year (Apr - Mar), 2021",170.0,170.0,31.0,31.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Amethi,640,"Financial Year (Apr - Mar), 2016",271.0,271.0,43.0,43.0,13.0,13.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Amethi,640,"Financial Year (Apr - Mar), 2017",271.0,271.0,43.0,43.0,13.0,13.0,,,,,,,0.0,0.0
India,Uttar Pradesh,9,Amethi,640,"Financial Year (Apr - Mar), 2020",213.0,213.0,30.0,30.0,13.0,13.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Amethi,640,"Financial Year (Apr - Mar), 2021",213.0,213.0,33.0,33.0,13.0,13.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Sambhal,659,"Financial Year (Apr - Mar), 2016",131.0,131.0,34.0,34.0,9.0,9.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Sambhal,659,"Financial Year (Apr - Mar), 2017",131.0,131.0,34.0,34.0,9.0,9.0,,,,,,,1.0,1.0
India,Uttar Pradesh,9,Sambhal,659,"Financial Year (Apr - Mar), 2019",214.0,214.0,31.0,31.0,9.0,9.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Sambhal,659,"Financial Year (Apr - Mar), 2020",214.0,214.0,31.0,31.0,10.0,10.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Sambhal,659,"Financial Year (Apr - Mar), 2021",216.0,216.0,31.0,31.0,10.0,10.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Shamli,660,"Financial Year (Apr - Mar), 2016",130.0,130.0,31.0,31.0,5.0,5.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Shamli,660,"Financial Year (Apr - Mar), 2017",130.0,130.0,31.0,31.0,5.0,5.0,,,,,,,0.0,0.0
India,Uttar Pradesh,9,Shamli,660,"Financial Year (Apr - Mar), 2019",135.0,135.0,26.0,26.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Shamli,660,"Financial Year (Apr - Mar), 2020",135.0,135.0,26.0,26.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Shamli,660,"Financial Year (Apr - Mar), 2021",135.0,135.0,26.0,26.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Hapur,661,"Financial Year (Apr - Mar), 2016",148.0,148.0,24.0,24.0,5.0,5.0,,,,,0.0,0.0,0.0,0.0
India,Uttar Pradesh,9,Hapur,661,"Financial Year (Apr - Mar), 2017",148.0,148.0,24.0,24.0,5.0,5.0,,,,,,,0.0,0.0
India,Uttar Pradesh,9,Hapur,661,"Financial Year (Apr - Mar), 2020",176.0,176.0,26.0,26.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Hapur,661,"Financial Year (Apr - Mar), 2021",181.0,181.0,26.0,26.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Uttar Pradesh,9,Unknown Districts Of India,999999,"Financial Year (Apr - Mar), 2016",367.0,367.0,83.0,83.0,15.0,15.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unknown Districts Of India,999999,"Financial Year (Apr - Mar), 2017",1125.0,1125.0,230.0,230.0,54.0,54.0,,,,,,,8.0,8.0
India,Uttar Pradesh,9,Unknown Districts Of India,999999,"Financial Year (Apr - Mar), 2019",3135.0,3135.0,544.0,544.0,57.0,57.0,,,,,24.0,24.0,2.0,2.0
India,Uttar Pradesh,9,Unknown Districts Of India,999999,"Financial Year (Apr - Mar), 2020",367.0,367.0,81.0,81.0,9.0,9.0,,,,,0.0,0.0,2.0,2.0
India,Uttar Pradesh,9,Unknown Districts Of India,999999,"Financial Year (Apr - Mar), 2021",367.0,367.0,77.0,77.0,14.0,14.0,,,,,0.0,0.0,2.0,2.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2016",242.0,242.0,38.0,38.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2017",242.0,242.0,38.0,38.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2018",242.0,242.0,26.0,26.0,2.0,2.0,0.0,0.0,12.0,12.0,1.0,1.0,1.0,1.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2019",221.0,221.0,44.0,44.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2020",242.0,242.0,46.0,46.0,7.0,7.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Araria,188,"Financial Year (Apr - Mar), 2021",221.0,221.0,39.0,39.0,6.0,6.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2016",254.0,254.0,72.0,72.0,6.0,6.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2017",254.0,254.0,72.0,72.0,6.0,6.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2018",254.0,254.0,55.0,55.0,6.0,6.0,0.0,0.0,18.0,18.0,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2019",248.0,248.0,72.0,72.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2020",254.0,254.0,72.0,72.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Aurangabad,189,"Financial Year (Apr - Mar), 2021",248.0,248.0,68.0,68.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2016",239.0,239.0,42.0,42.0,4.0,4.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2017",239.0,239.0,42.0,42.0,4.0,4.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2018",237.0,237.0,30.0,30.0,4.0,4.0,2.0,2.0,12.0,12.0,0.0,0.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2019",251.0,251.0,42.0,42.0,3.0,3.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2020",251.0,251.0,40.0,40.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Banka,190,"Financial Year (Apr - Mar), 2021",242.0,242.0,34.0,34.0,8.0,8.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2016",292.0,292.0,40.0,40.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2017",292.0,292.0,40.0,40.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2018",288.0,288.0,27.0,27.0,2.0,2.0,4.0,4.0,17.0,17.0,4.0,4.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2019",292.0,292.0,44.0,44.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2020",292.0,292.0,44.0,44.0,7.0,7.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Begusarai,191,"Financial Year (Apr - Mar), 2021",290.0,290.0,40.0,40.0,7.0,7.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2016",362.0,362.0,70.0,70.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2017",362.0,362.0,70.0,70.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2018",354.0,354.0,49.0,49.0,4.0,4.0,8.0,8.0,29.0,29.0,2.0,2.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2019",330.0,330.0,74.0,74.0,3.0,3.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2020",362.0,362.0,77.0,77.0,10.0,10.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhagalpur,192,"Financial Year (Apr - Mar), 2021",327.0,327.0,66.0,66.0,11.0,11.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2016",298.0,298.0,41.0,41.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2017",298.0,298.0,41.0,41.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2018",298.0,298.0,31.0,31.0,4.0,4.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2019",300.0,300.0,45.0,45.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2020",303.0,303.0,45.0,45.0,10.0,10.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Bhojpur,193,"Financial Year (Apr - Mar), 2021",300.0,300.0,39.0,39.0,10.0,10.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2016",160.0,160.0,39.0,39.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2017",160.0,160.0,39.0,39.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2018",160.0,160.0,29.0,29.0,1.0,1.0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2019",149.0,149.0,39.0,39.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2020",160.0,160.0,40.0,40.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Buxar,194,"Financial Year (Apr - Mar), 2021",149.0,149.0,35.0,35.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2016",398.0,398.0,97.0,97.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2017",398.0,398.0,97.0,97.0,8.0,8.0,,,,,1.0,1.0,0.0,0.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2018",398.0,398.0,79.0,79.0,8.0,8.0,0.0,0.0,24.0,24.0,1.0,1.0,0.0,0.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2019",259.0,259.0,71.0,71.0,2.0,2.0,,,,,2.0,2.0,0.0,0.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2020",261.0,261.0,74.0,74.0,10.0,10.0,,,,,2.0,2.0,0.0,0.0
India,Bihar,10,Darbhanga,195,"Financial Year (Apr - Mar), 2021",259.0,259.0,63.0,63.0,10.0,10.0,,,,,2.0,2.0,0.0,0.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2016",261.0,261.0,64.0,64.0,9.0,9.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2017",261.0,261.0,64.0,64.0,9.0,9.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2018",260.0,260.0,52.0,52.0,9.0,9.0,1.0,1.0,20.0,20.0,2.0,2.0,1.0,1.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2019",474.0,474.0,91.0,91.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2020",473.0,473.0,86.0,86.0,18.0,18.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Gaya,196,"Financial Year (Apr - Mar), 2021",473.0,473.0,73.0,73.0,18.0,18.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2016",469.0,469.0,60.0,60.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2017",469.0,469.0,60.0,60.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2018",460.0,460.0,53.0,53.0,8.0,8.0,9.0,9.0,7.0,7.0,1.0,1.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2019",189.0,189.0,37.0,37.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2020",185.0,185.0,36.0,36.0,10.0,10.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Gopalganj,197,"Financial Year (Apr - Mar), 2021",189.0,189.0,30.0,30.0,10.0,10.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2016",185.0,185.0,36.0,36.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2017",185.0,185.0,36.0,36.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2018",179.0,179.0,28.0,28.0,6.0,6.0,6.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2019",234.0,234.0,39.0,39.0,3.0,3.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2020",279.0,279.0,34.0,34.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jamui,198,"Financial Year (Apr - Mar), 2021",277.0,277.0,36.0,36.0,7.0,7.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2016",107.0,107.0,38.0,38.0,2.0,2.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2017",107.0,107.0,38.0,38.0,2.0,2.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2018",102.0,102.0,33.0,33.0,2.0,2.0,5.0,5.0,7.0,7.0,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2019",110.0,110.0,38.0,38.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2020",107.0,107.0,40.0,40.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Jehanabad,199,"Financial Year (Apr - Mar), 2021",110.0,110.0,33.0,33.0,6.0,6.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2016",279.0,279.0,32.0,32.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2017",279.0,279.0,32.0,32.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2018",276.0,276.0,27.0,27.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2019",178.0,178.0,30.0,30.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2020",175.0,175.0,31.0,31.0,5.0,5.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Kaimur (Bhabua),200,"Financial Year (Apr - Mar), 2021",181.0,181.0,27.0,27.0,5.0,5.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2016",175.0,175.0,30.0,30.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2017",175.0,175.0,30.0,30.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2018",174.0,174.0,16.0,16.0,4.0,4.0,1.0,1.0,16.0,16.0,2.0,2.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2019",341.0,341.0,63.0,63.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2020",327.0,327.0,65.0,65.0,8.0,8.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Katihar,201,"Financial Year (Apr - Mar), 2021",340.0,340.0,57.0,57.0,7.0,7.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2016",327.0,327.0,57.0,57.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2017",327.0,327.0,57.0,57.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2018",323.0,323.0,49.0,49.0,1.0,1.0,4.0,4.0,8.0,8.0,0.0,0.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2019",187.0,187.0,32.0,32.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2020",193.0,193.0,32.0,32.0,3.0,3.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Khagaria,202,"Financial Year (Apr - Mar), 2021",187.0,187.0,26.0,26.0,4.0,4.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2016",186.0,186.0,30.0,30.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2017",186.0,186.0,30.0,30.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2018",186.0,186.0,20.0,20.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2019",155.0,155.0,19.0,19.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2020",156.0,156.0,19.0,19.0,4.0,4.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Kishanganj,203,"Financial Year (Apr - Mar), 2021",258.0,258.0,16.0,16.0,4.0,4.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2016",156.0,156.0,17.0,17.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2017",156.0,156.0,17.0,17.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2018",156.0,156.0,8.0,8.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2019",102.0,102.0,21.0,21.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2020",102.0,102.0,18.0,18.0,3.0,3.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Lakhisarai,204,"Financial Year (Apr - Mar), 2021",102.0,102.0,19.0,19.0,3.0,3.0,,,,,0.0,0.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2016",102.0,102.0,18.0,18.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2017",102.0,102.0,18.0,18.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2018",98.0,98.0,11.0,11.0,1.0,1.0,4.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2019",272.0,272.0,37.0,37.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2020",272.0,272.0,42.0,42.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhepura,205,"Financial Year (Apr - Mar), 2021",272.0,272.0,27.0,27.0,8.0,8.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2016",272.0,272.0,34.0,34.0,4.0,4.0,,,,,4.0,4.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2017",272.0,272.0,34.0,34.0,4.0,4.0,,,,,4.0,4.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2018",272.0,272.0,12.0,12.0,4.0,4.0,0.0,0.0,22.0,22.0,4.0,4.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2019",439.0,439.0,96.0,96.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2020",429.0,429.0,97.0,97.0,15.0,15.0,,,,,3.0,3.0,1.0,1.0
India,Bihar,10,Madhubani,206,"Financial Year (Apr - Mar), 2021",436.0,436.0,85.0,85.0,13.0,13.0,,,,,3.0,3.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2016",376.0,376.0,82.0,82.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2017",376.0,376.0,82.0,82.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2018",376.0,376.0,75.0,75.0,2.0,2.0,0.0,0.0,12.0,12.0,2.0,2.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2019",154.0,154.0,34.0,34.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2020",167.0,167.0,36.0,36.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Munger,207,"Financial Year (Apr - Mar), 2021",154.0,154.0,32.0,32.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0
India,Bihar,10,Muzaffarpur,208,"Financial Year (Apr - Mar), 2016",154.0,154.0,29.0,29.0,9.0,9.0,,,,,0.0,0.0,1.0,1.0
