Country,StateName,StateCode,Year,TRU,D7292_3,I7292_4_sum,I7292_4_avg,I7292_5_sum,I7292_5_avg,I7292_6_sum,I7292_6_avg,I7292_7_sum,I7292_7_avg,I7292_8_sum,I7292_8_avg,I7292_9_sum,I7292_9_avg,I7292_10_sum,I7292_10_avg,I7292_11_sum,I7292_11_avg,I7292_12_sum,I7292_12_avg,I7292_13_sum,I7292_13_avg,I7292_14_sum,I7292_14_avg
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,11.9,11.9,38.8,38.8,3.0,3.0,18.0,18.0,0.0,0.0,23.6,23.6,6.0,6.0,100.0,100.0,13.0,13.0,39.0,39.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,14.3,14.3,38.2,38.2,3.9,3.9,0.0,0.0,0.0,0.0,43.7,43.7,0.0,0.0,100.0,100.0,8.0,8.0,26.0,26.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,13.6,13.6,38.2,38.2,3.3,3.3,10.7,10.7,0.0,0.0,31.4,31.4,3.5,3.5,100.0,100.0,22.0,22.0,66.0,66.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.0,0.0,13.5,13.5,39.2,39.2,2.0,2.0,14.7,14.7,0.0,0.0,27.4,27.4,4.0,4.0,100.0,100.0,19.0,19.0,55.0,55.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,16.1,16.1,39.5,39.5,3.0,3.0,0.0,0.0,0.0,0.0,41.0,41.0,0.5,0.5,100.0,100.0,11.0,11.0,36.0,36.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.0,0.0,15.0,15.0,39.1,39.1,2.3,2.3,9.2,9.2,0.0,0.0,32.3,32.3,2.7,2.7,100.0,100.0,31.0,31.0,92.0,92.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.0,0.0,16.7,16.7,40.0,40.0,0.0,0.0,8.0,8.0,0.0,0.0,35.3,35.3,0.0,0.0,100.0,100.0,6.0,6.0,16.0,16.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.0,0.0,22.0,22.0,43.7,43.7,0.0,0.0,0.0,0.0,0.0,0.0,32.3,32.3,2.0,2.0,100.0,100.0,3.0,3.0,10.0,10.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.0,0.0,18.3,18.3,41.1,41.1,0.0,0.0,5.6,5.6,0.0,0.0,34.4,34.4,0.6,0.6,100.0,100.0,9.0,9.0,26.0,26.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,35.4,35.4,6.5,6.5,0.0,0.0,9.2,9.2,0.0,0.0,46.0,46.0,2.9,2.9,100.0,100.0,13.0,13.0,26.0,26.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,29.7,29.7,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,42.7,42.7,26.7,26.7,100.0,100.0,17.0,17.0,28.0,28.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,32.2,32.2,2.9,2.9,0.0,0.0,4.6,4.6,0.0,0.0,44.2,44.2,16.1,16.1,100.0,100.0,30.0,30.0,54.0,54.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.0,0.0,34.1,34.1,10.6,10.6,1.1,1.1,8.0,8.0,0.0,0.0,42.3,42.3,3.8,3.8,100.0,100.0,15.0,15.0,40.0,40.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,25.1,25.1,5.0,5.0,0.0,0.0,0.8,0.8,0.0,0.0,41.5,41.5,27.6,27.6,100.0,100.0,21.0,21.0,50.0,50.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.0,0.0,29.0,29.0,7.4,7.4,0.5,0.5,3.9,3.9,0.0,0.0,41.9,41.9,17.4,17.4,100.0,100.0,36.0,36.0,90.0,90.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.0,0.0,26.1,26.1,37.1,37.1,8.4,8.4,0.0,0.0,0.0,0.0,18.7,18.7,9.7,9.7,100.0,100.0,2.0,2.0,14.0,14.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.0,0.0,4.9,4.9,27.1,27.1,0.0,0.0,0.0,0.0,0.0,0.0,36.3,36.3,31.7,31.7,100.0,100.0,4.0,4.0,22.0,22.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.0,0.0,12.4,12.4,30.7,30.7,3.0,3.0,0.0,0.0,0.0,0.0,30.0,30.0,23.9,23.9,100.0,100.0,6.0,6.0,36.0,36.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,18.7,18.7,7.6,7.6,0.6,0.6,8.2,8.2,0.0,0.0,30.4,30.4,34.5,34.5,100.0,100.0,12.0,12.0,50.0,50.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,6.7,6.7,8.5,8.5,0.3,0.3,26.6,26.6,0.0,0.0,31.4,31.4,26.5,26.5,100.0,100.0,12.0,12.0,53.0,53.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,12.7,12.7,8.1,8.1,0.4,0.4,17.5,17.5,0.0,0.0,30.9,30.9,30.5,30.5,100.0,100.0,23.0,23.0,103.0,103.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.0,0.0,9.2,9.2,18.0,18.0,1.4,1.4,6.7,6.7,0.0,0.0,37.3,37.3,27.5,27.5,100.0,100.0,25.0,25.0,91.0,91.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,6.5,6.5,28.3,28.3,2.0,2.0,16.2,16.2,0.0,0.0,22.4,22.4,24.6,24.6,100.0,100.0,30.0,30.0,101.0,101.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.0,0.0,7.7,7.7,23.6,23.6,1.7,1.7,11.9,11.9,0.0,0.0,29.2,29.2,25.9,25.9,100.0,100.0,55.0,55.0,192.0,192.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.0,0.0,0.9,0.9,27.1,27.1,2.1,2.1,5.3,5.3,0.0,0.0,43.3,43.3,21.3,21.3,100.0,100.0,13.0,13.0,41.0,41.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.1,0.1,6.4,6.4,40.9,40.9,3.1,3.1,9.6,9.6,0.0,0.0,16.7,16.7,23.4,23.4,100.0,100.0,19.0,19.0,48.0,48.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.0,0.0,4.1,4.1,35.0,35.0,2.6,2.6,7.8,7.8,0.0,0.0,27.9,27.9,22.5,22.5,100.0,100.0,32.0,32.0,89.0,89.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.1,0.1,3.7,3.7,17.8,17.8,0.0,0.0,2.6,2.6,0.0,0.0,38.6,38.6,37.3,37.3,100.0,100.0,28.0,28.0,42.0,42.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.1,0.1,18.1,18.1,13.9,13.9,0.8,0.8,9.9,9.9,0.0,0.0,49.5,49.5,7.7,7.7,100.0,100.0,31.0,31.0,52.0,52.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.1,0.1,11.3,11.3,15.8,15.8,0.4,0.4,6.4,6.4,0.0,0.0,44.4,44.4,21.7,21.7,100.0,100.0,59.0,59.0,94.0,94.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.1,0.1,4.6,4.6,16.0,16.0,0.9,0.9,11.5,11.5,0.0,0.0,45.8,45.8,21.3,21.3,100.0,100.0,55.0,55.0,115.0,115.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.1,0.1,12.3,12.3,10.0,10.0,3.4,3.4,19.4,19.4,0.0,0.0,44.4,44.4,10.5,10.5,100.0,100.0,61.0,61.0,141.0,141.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.1,0.1,8.7,8.7,12.8,12.8,2.2,2.2,15.6,15.6,0.0,0.0,45.1,45.1,15.6,15.6,100.0,100.0,116.0,116.0,256.0,256.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.1,0.1,5.5,5.5,14.1,14.1,1.8,1.8,20.5,20.5,0.0,0.0,53.0,53.0,5.1,5.1,100.0,100.0,27.0,27.0,73.0,73.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.1,0.1,6.3,6.3,5.9,5.9,6.0,6.0,29.3,29.3,0.0,0.0,39.1,39.1,13.4,13.4,100.0,100.0,30.0,30.0,89.0,89.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.1,0.1,5.9,5.9,9.8,9.8,4.0,4.0,25.1,25.1,0.0,0.0,45.8,45.8,9.4,9.4,100.0,100.0,57.0,57.0,162.0,162.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,0.0,0.0,0.0,0.0,15.4,15.4,15.9,15.9,0.0,0.0,46.2,46.2,22.5,22.5,100.0,100.0,8.0,8.0,18.0,18.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,0.0,0.0,0.0,0.0,20.7,20.7,23.7,23.7,0.0,0.0,37.9,37.9,17.7,17.7,100.0,100.0,6.0,6.0,18.0,18.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,0.0,0.0,0.0,0.0,17.7,17.7,19.3,19.3,0.0,0.0,42.6,42.6,20.4,20.4,100.0,100.0,13.0,13.0,36.0,36.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.0,0.0,1.3,1.3,3.1,3.1,7.3,7.3,12.7,12.7,0.0,0.0,48.4,48.4,27.3,27.3,100.0,100.0,25.0,25.0,90.0,90.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,6.9,6.9,6.0,6.0,5.5,5.5,23.1,23.1,0.0,0.0,39.1,39.1,19.4,19.4,100.0,100.0,25.0,25.0,96.0,96.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.0,0.0,4.1,4.1,4.6,4.6,6.4,6.4,17.9,17.9,0.0,0.0,43.7,43.7,23.3,23.3,100.0,100.0,50.0,50.0,186.0,186.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.1,0.1,1.9,1.9,4.6,4.6,3.6,3.6,11.1,11.1,0.0,0.0,49.4,49.4,29.5,29.5,100.0,100.0,17.0,17.0,72.0,72.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.1,0.1,9.1,9.1,7.9,7.9,0.7,0.7,22.9,22.9,0.0,0.0,39.5,39.5,19.9,19.9,100.0,100.0,19.0,19.0,78.0,78.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.1,0.1,5.7,5.7,6.4,6.4,2.0,2.0,17.4,17.4,0.0,0.0,44.1,44.1,24.4,24.4,100.0,100.0,37.0,37.0,150.0,150.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.1,0.1,55.5,55.5,2.9,2.9,2.4,2.4,5.5,5.5,0.0,0.0,33.6,33.6,0.0,0.0,100.0,100.0,34.0,34.0,24.0,24.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,24.4,24.4,16.2,16.2,19.7,19.7,9.3,9.3,0.0,0.0,17.3,17.3,13.0,13.0,100.0,100.0,24.0,24.0,17.0,17.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.1,0.1,42.4,42.4,8.6,8.6,9.7,9.7,7.1,7.1,0.0,0.0,26.8,26.8,5.5,5.5,100.0,100.0,57.0,57.0,41.0,41.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.1,0.1,48.5,48.5,14.9,14.9,2.7,2.7,5.2,5.2,0.0,0.0,28.7,28.7,0.0,0.0,100.0,100.0,56.0,56.0,53.0,53.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,18.7,18.7,34.8,34.8,14.8,14.8,9.4,9.4,0.0,0.0,14.9,14.9,7.5,7.5,100.0,100.0,41.0,41.0,39.0,39.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.1,0.1,35.5,35.5,23.6,23.6,8.0,8.0,7.0,7.0,0.0,0.0,22.7,22.7,3.3,3.3,100.0,100.0,97.0,97.0,92.0,92.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.1,0.1,37.6,37.6,33.4,33.4,3.1,3.1,4.8,4.8,0.0,0.0,21.1,21.1,0.0,0.0,100.0,100.0,23.0,23.0,29.0,29.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.1,0.1,11.0,11.0,59.7,59.7,8.1,8.1,9.5,9.5,0.0,0.0,11.7,11.7,0.0,0.0,100.0,100.0,18.0,18.0,22.0,22.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.1,0.1,25.5,25.5,45.4,45.4,5.4,5.4,7.0,7.0,0.0,0.0,16.8,16.8,0.0,0.0,100.0,100.0,40.0,40.0,51.0,51.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,4.7,4.7,1.7,1.7,3.0,3.0,0.0,0.0,0.0,0.0,86.9,86.9,3.7,3.7,100.0,100.0,19.0,19.0,24.0,24.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,0.0,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,25.2,25.2,100.0,100.0,9.0,9.0,15.0,15.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,3.2,3.2,5.1,5.1,2.1,2.1,0.0,0.0,0.0,0.0,79.0,79.0,10.6,10.6,100.0,100.0,29.0,29.0,39.0,39.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.1,0.1,8.3,8.3,6.8,6.8,3.0,3.0,2.3,2.3,0.0,0.0,60.9,60.9,18.7,18.7,100.0,100.0,45.0,45.0,85.0,85.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.0,0.0,2.0,2.0,11.8,11.8,0.0,0.0,3.5,3.5,0.3,0.3,52.4,52.4,30.0,30.0,100.0,100.0,28.0,28.0,60.0,60.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.0,0.0,5.9,5.9,8.7,8.7,1.9,1.9,2.8,2.8,0.1,0.1,57.6,57.6,23.0,23.0,100.0,100.0,73.0,73.0,145.0,145.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.1,0.1,11.0,11.0,10.7,10.7,3.0,3.0,4.1,4.1,0.0,0.0,40.8,40.8,30.3,30.3,100.0,100.0,25.0,25.0,61.0,61.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.1,0.1,3.0,3.0,11.5,11.5,0.0,0.0,5.3,5.3,0.4,0.4,47.4,47.4,32.3,32.3,100.0,100.0,19.0,19.0,45.0,45.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.1,0.1,7.6,7.6,11.1,11.1,1.8,1.8,4.6,4.6,0.2,0.2,43.6,43.6,31.2,31.2,100.0,100.0,44.0,44.0,106.0,106.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.6,0.6,12.4,12.4,26.8,26.8,13.6,13.6,4.3,4.3,12.8,12.8,24.6,24.6,5.5,5.5,100.0,100.0,281.0,281.0,124.0,124.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.5,0.5,27.0,27.0,23.7,23.7,6.6,6.6,7.2,7.2,7.5,7.5,22.8,22.8,5.0,5.0,100.0,100.0,273.0,273.0,115.0,115.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.5,0.5,19.6,19.6,25.3,25.3,10.2,10.2,5.7,5.7,10.2,10.2,23.7,23.7,5.3,5.3,100.0,100.0,554.0,554.0,239.0,239.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Female,0.5,0.5,12.5,12.5,24.2,24.2,13.8,13.8,4.4,4.4,8.2,8.2,28.0,28.0,8.9,8.9,100.0,100.0,432.0,432.0,231.0,231.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Male,0.5,0.5,21.7,21.7,22.6,22.6,5.2,5.2,6.5,6.5,5.2,5.2,34.3,34.3,4.9,4.9,100.0,100.0,434.0,434.0,245.0,245.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Person,0.5,0.5,17.1,17.1,23.4,23.4,9.5,9.5,5.5,5.5,6.7,6.7,31.1,31.1,6.9,6.9,100.0,100.0,865.0,865.0,476.0,476.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,0.5,0.5,12.8,12.8,19.3,19.3,14.0,14.0,4.7,4.7,0.0,0.0,34.3,34.3,14.9,14.9,100.0,100.0,151.0,151.0,107.0,107.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.4,0.4,12.6,12.6,20.6,20.6,2.7,2.7,5.3,5.3,1.2,1.2,53.7,53.7,4.7,4.7,100.0,100.0,160.0,160.0,130.0,130.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,0.5,0.5,12.6,12.6,20.0,20.0,8.2,8.2,5.0,5.0,0.6,0.6,44.1,44.1,9.8,9.8,100.0,100.0,311.0,311.0,237.0,237.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,4.8,4.8,10.0,10.0,31.0,31.0,3.8,3.8,19.7,19.7,0.0,0.0,29.1,29.1,6.5,6.5,100.0,100.0,2470.0,2470.0,297.0,297.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,5.9,5.9,21.5,21.5,32.0,32.0,2.2,2.2,13.2,13.2,0.9,0.9,26.5,26.5,5.0,5.0,100.0,100.0,3877.0,3877.0,328.0,328.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,5.4,5.4,16.6,16.6,31.6,31.6,2.9,2.9,15.9,15.9,0.5,0.5,27.6,27.6,5.7,5.7,100.0,100.0,6347.0,6347.0,625.0,625.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,5.4,5.4,8.6,8.6,33.5,33.5,3.6,3.6,19.6,19.6,0.1,0.1,27.7,27.7,7.1,7.1,100.0,100.0,4808.0,4808.0,725.0,725.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,6.0,6.0,17.6,17.6,32.9,32.9,1.9,1.9,14.3,14.3,0.6,0.6,25.1,25.1,8.5,8.5,100.0,100.0,6308.0,6308.0,797.0,797.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,5.7,5.7,13.6,13.6,33.2,33.2,2.7,2.7,16.7,16.7,0.3,0.3,26.3,26.3,7.9,7.9,100.0,100.0,11116.0,11116.0,1522.0,1522.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,6.3,6.3,7.1,7.1,36.4,36.4,3.3,3.3,19.5,19.5,0.2,0.2,26.1,26.1,7.9,7.9,100.0,100.0,2338.0,2338.0,428.0,428.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,6.2,6.2,11.8,11.8,34.3,34.3,1.4,1.4,15.9,15.9,0.0,0.0,23.1,23.1,13.7,13.7,100.0,100.0,2431.0,2431.0,469.0,469.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,6.2,6.2,9.5,9.5,35.3,35.3,2.3,2.3,17.6,17.6,0.1,0.1,24.5,24.5,10.9,10.9,100.0,100.0,4769.0,4769.0,897.0,897.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,1.4,1.4,13.7,13.7,53.3,53.3,4.5,4.5,5.4,5.4,0.6,0.6,20.5,20.5,2.6,2.6,100.0,100.0,706.0,706.0,225.0,225.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,1.2,1.2,18.2,18.2,41.7,41.7,5.0,5.0,2.0,2.0,0.6,0.6,32.6,32.6,2.1,2.1,100.0,100.0,758.0,758.0,226.0,226.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,1.3,1.3,15.9,15.9,47.6,47.6,4.7,4.7,3.8,3.8,0.6,0.6,26.4,26.4,2.4,2.4,100.0,100.0,1464.0,1464.0,451.0,451.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.4,1.4,14.0,14.0,42.4,42.4,10.1,10.1,5.7,5.7,1.5,1.5,23.6,23.6,3.2,3.2,100.0,100.0,1267.0,1267.0,449.0,449.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.3,1.3,17.0,17.0,41.8,41.8,5.7,5.7,4.9,4.9,0.3,0.3,28.4,28.4,4.3,4.3,100.0,100.0,1257.0,1257.0,420.0,420.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.3,1.3,15.4,15.4,42.1,42.1,8.0,8.0,5.3,5.3,0.9,0.9,26.0,26.0,3.8,3.8,100.0,100.0,2523.0,2523.0,869.0,869.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.5,1.5,14.5,14.5,27.2,27.2,18.1,18.1,6.0,6.0,2.8,2.8,28.0,28.0,4.1,4.1,100.0,100.0,561.0,561.0,224.0,224.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,1.3,1.3,15.2,15.2,42.0,42.0,6.7,6.7,9.0,9.0,0.0,0.0,22.6,22.6,7.4,7.4,100.0,100.0,499.0,499.0,194.0,194.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.4,1.4,14.8,14.8,34.4,34.4,12.6,12.6,7.5,7.5,1.4,1.4,25.4,25.4,5.7,5.7,100.0,100.0,1059.0,1059.0,418.0,418.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,2.4,2.4,17.5,17.5,31.2,31.2,3.3,3.3,18.1,18.1,0.0,0.0,26.5,26.5,3.4,3.4,100.0,100.0,1342.0,1342.0,232.0,232.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,2.1,2.1,26.1,26.1,20.7,20.7,2.6,2.6,20.5,20.5,0.9,0.9,21.4,21.4,10.2,10.2,100.0,100.0,1385.0,1385.0,257.0,257.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,2.2,2.2,21.8,21.8,26.0,26.0,2.9,2.9,19.3,19.3,0.4,0.4,23.9,23.9,6.8,6.8,100.0,100.0,2727.0,2727.0,489.0,489.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.9,1.9,17.6,17.6,31.8,31.8,2.4,2.4,17.7,17.7,0.0,0.0,25.7,25.7,4.9,4.9,100.0,100.0,1772.0,1772.0,365.0,365.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.7,1.7,23.2,23.2,24.6,24.6,3.8,3.8,19.4,19.4,0.6,0.6,21.4,21.4,8.9,8.9,100.0,100.0,1812.0,1812.0,421.0,421.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.8,1.8,20.4,20.4,28.2,28.2,3.1,3.1,18.5,18.5,0.3,0.3,23.5,23.5,6.9,6.9,100.0,100.0,3584.0,3584.0,786.0,786.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.2,1.2,17.8,17.8,33.5,33.5,0.0,0.0,16.4,16.4,0.0,0.0,23.5,23.5,9.0,9.0,100.0,100.0,430.0,430.0,133.0,133.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,1.1,1.1,14.7,14.7,35.9,35.9,7.1,7.1,16.1,16.1,0.0,0.0,21.3,21.3,5.0,5.0,100.0,100.0,427.0,427.0,164.0,164.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.2,1.2,16.3,16.3,34.7,34.7,3.5,3.5,16.3,16.3,0.0,0.0,22.4,22.4,7.0,7.0,100.0,100.0,857.0,857.0,297.0,297.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,1.1,1.1,28.1,28.1,24.1,24.1,6.9,6.9,4.9,4.9,0.2,0.2,30.6,30.6,5.2,5.2,100.0,100.0,573.0,573.0,147.0,147.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,1.5,1.5,33.4,33.4,23.0,23.0,4.1,4.1,7.1,7.1,2.3,2.3,18.5,18.5,12.3,12.3,100.0,100.0,905.0,905.0,250.0,250.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,1.3,1.3,31.3,31.3,23.5,23.5,5.2,5.2,6.2,6.2,1.5,1.5,23.3,23.3,9.5,9.5,100.0,100.0,1478.0,1478.0,397.0,397.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.2,1.2,19.3,19.3,23.4,23.4,10.2,10.2,12.6,12.6,4.6,4.6,25.8,25.8,4.1,4.1,100.0,100.0,1042.0,1042.0,302.0,302.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.3,1.3,28.0,28.0,24.1,24.1,3.7,3.7,9.4,9.4,1.7,1.7,22.6,22.6,11.0,11.0,100.0,100.0,1225.0,1225.0,438.0,438.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.2,1.2,23.9,23.9,23.8,23.8,6.7,6.7,10.9,10.9,3.1,3.1,24.1,24.1,7.8,7.8,100.0,100.0,2267.0,2267.0,740.0,740.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.4,1.4,8.9,8.9,22.5,22.5,14.1,14.1,21.7,21.7,9.9,9.9,20.2,20.2,2.8,2.8,100.0,100.0,469.0,469.0,155.0,155.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.9,0.9,13.2,13.2,27.0,27.0,2.5,2.5,15.8,15.8,0.0,0.0,33.9,33.9,7.5,7.5,100.0,100.0,319.0,319.0,188.0,188.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.1,1.1,10.6,10.6,24.3,24.3,9.5,9.5,19.3,19.3,6.0,6.0,25.6,25.6,4.6,4.6,100.0,100.0,789.0,789.0,343.0,343.0
