Country,StateName,StateCode,DistrictName,DistrictCode,Year,D1139_4,I1139_5_sum,I1139_5_avg,I1139_6_sum,I1139_6_avg,I1139_7_sum,I1139_7_avg,I1139_8_sum,I1139_8_avg,I1139_9_sum,I1139_9_avg,I1139_10_sum,I1139_10_avg
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2021",Public,6300.0,6300.0,6300.0,6300.0,4520.0,4520.0,72.0,72.0,3765.0,3765.0,20.0,20.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2022",Private,4000.0,4000.0,4000.0,4000.0,2375.0,2375.0,59.0,59.0,2530.0,2530.0,-6.0,-6.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2022",Public,6000.0,6000.0,6000.0,6000.0,5613.0,5613.0,94.0,94.0,4520.0,4520.0,24.0,24.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2023",Private,4000.0,4000.0,4000.0,4000.0,2928.0,2928.0,73.0,73.0,2375.0,2375.0,23.0,23.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2023",Public,6000.0,6000.0,6000.0,6000.0,5144.0,5144.0,86.0,86.0,5613.0,5613.0,-8.0,-8.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2024",Private,3800.0,3800.0,2216.0,2216.0,2392.0,2392.0,108.0,108.0,1813.0,1813.0,32.0,32.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2024",Public,5000.0,5000.0,2916.0,2916.0,3039.0,3039.0,104.0,104.0,3372.0,3372.0,-10.0,-10.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2025",Private,5090.0,5090.0,2120.0,2120.0,1880.0,1880.0,89.0,89.0,1796.0,1796.0,5.0,5.0
India,Haryana,6,Faridabad,60,"Calendar Year (Jan - Dec), 2025",Public,4819.0,4819.0,2007.0,2007.0,1894.0,1894.0,94.0,94.0,2340.0,2340.0,-19.0,-19.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2017",Private,499.0,499.0,499.0,499.0,29.0,29.0,6.0,6.0,0.0,0.0,0.0,0.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2017",Public,1261.0,1261.0,1261.0,1261.0,1178.0,1178.0,93.0,93.0,0.0,0.0,0.0,0.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2018",Private,748.0,748.0,748.0,748.0,312.0,312.0,42.0,42.0,29.0,29.0,976.0,976.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2018",Public,1286.0,1286.0,1286.0,1286.0,1525.0,1525.0,119.0,119.0,1178.0,1178.0,29.0,29.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2019",Private,1110.0,1110.0,1110.0,1110.0,687.0,687.0,62.0,62.0,312.0,312.0,120.0,120.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2019",Public,1740.0,1740.0,1740.0,1740.0,1503.0,1503.0,86.0,86.0,1525.0,1525.0,-1.0,-1.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2020",Private,950.0,950.0,950.0,950.0,832.0,832.0,88.0,88.0,687.0,687.0,21.0,21.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2020",Public,1680.0,1680.0,1680.0,1680.0,1101.0,1101.0,66.0,66.0,1503.0,1503.0,-27.0,-27.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2021",Private,950.0,950.0,950.0,950.0,870.0,870.0,92.0,92.0,832.0,832.0,5.0,5.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2021",Public,1700.0,1700.0,1700.0,1700.0,1224.0,1224.0,72.0,72.0,1101.0,1101.0,11.0,11.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2022",Private,1000.0,1000.0,1000.0,1000.0,848.0,848.0,85.0,85.0,870.0,870.0,-3.0,-3.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2022",Public,1700.0,1700.0,1700.0,1700.0,1415.0,1415.0,83.0,83.0,1224.0,1224.0,16.0,16.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2023",Private,900.0,900.0,900.0,900.0,778.0,778.0,86.0,86.0,848.0,848.0,-8.0,-8.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2023",Public,1800.0,1800.0,1800.0,1800.0,1273.0,1273.0,71.0,71.0,1415.0,1415.0,-10.0,-10.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2024",Private,900.0,900.0,525.0,525.0,588.0,588.0,112.0,112.0,469.0,469.0,25.0,25.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2024",Public,2400.0,2400.0,1400.0,1400.0,892.0,892.0,64.0,64.0,798.0,798.0,12.0,12.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2025",Private,962.0,962.0,400.0,400.0,240.0,240.0,60.0,60.0,469.0,469.0,-49.0,-49.0
India,Haryana,6,Fatehabad,61,"Calendar Year (Jan - Dec), 2025",Public,1495.0,1495.0,622.0,622.0,532.0,532.0,86.0,86.0,666.0,666.0,-20.0,-20.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2017",Private,3793.0,3793.0,3793.0,3793.0,607.0,607.0,16.0,16.0,0.0,0.0,0.0,0.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2017",Public,2504.0,2504.0,2504.0,2504.0,1794.0,1794.0,72.0,72.0,0.0,0.0,0.0,0.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2018",Private,5689.0,5689.0,5689.0,5689.0,1542.0,1542.0,27.0,27.0,607.0,607.0,154.0,154.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2018",Public,2554.0,2554.0,2554.0,2554.0,2937.0,2937.0,115.0,115.0,1794.0,1794.0,64.0,64.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2019",Private,3080.0,3080.0,3080.0,3080.0,3848.0,3848.0,125.0,125.0,1542.0,1542.0,150.0,150.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2019",Public,3840.0,3840.0,3840.0,3840.0,3219.0,3219.0,84.0,84.0,2937.0,2937.0,10.0,10.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2020",Private,3690.0,3690.0,3690.0,3690.0,3238.0,3238.0,88.0,88.0,3848.0,3848.0,-16.0,-16.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2020",Public,6520.0,6520.0,6520.0,6520.0,2462.0,2462.0,38.0,38.0,3219.0,3219.0,-24.0,-24.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2021",Private,4850.0,4850.0,4850.0,4850.0,3509.0,3509.0,72.0,72.0,3238.0,3238.0,8.0,8.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2021",Public,4600.0,4600.0,4600.0,4600.0,2730.0,2730.0,59.0,59.0,2462.0,2462.0,11.0,11.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2022",Private,4850.0,4850.0,4850.0,4850.0,3315.0,3315.0,68.0,68.0,3509.0,3509.0,-6.0,-6.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2022",Public,4600.0,4600.0,4600.0,4600.0,3450.0,3450.0,75.0,75.0,2730.0,2730.0,26.0,26.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2023",Private,5000.0,5000.0,5000.0,5000.0,4542.0,4542.0,91.0,91.0,3315.0,3315.0,37.0,37.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2023",Public,5000.0,5000.0,5000.0,5000.0,3068.0,3068.0,61.0,61.0,3450.0,3450.0,-11.0,-11.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2024",Private,5000.0,5000.0,2916.0,2916.0,3563.0,3563.0,122.0,122.0,2537.0,2537.0,40.0,40.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2024",Public,3800.0,3800.0,2216.0,2216.0,2330.0,2330.0,105.0,105.0,1958.0,1958.0,19.0,19.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2025",Private,6741.0,6741.0,2808.0,2808.0,2219.0,2219.0,79.0,79.0,2413.0,2413.0,-8.0,-8.0
India,Haryana,6,Gurugram,62,"Calendar Year (Jan - Dec), 2025",Public,3064.0,3064.0,1276.0,1276.0,1366.0,1366.0,107.0,107.0,1683.0,1683.0,-19.0,-19.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2017",Private,972.0,972.0,972.0,972.0,131.0,131.0,13.0,13.0,0.0,0.0,0.0,0.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2017",Public,2396.0,2396.0,2396.0,2396.0,2095.0,2095.0,87.0,87.0,0.0,0.0,0.0,0.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2018",Private,1458.0,1458.0,1458.0,1458.0,1888.0,1888.0,129.0,129.0,131.0,131.0,1341.0,1341.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2018",Public,2443.0,2443.0,2443.0,2443.0,3021.0,3021.0,124.0,124.0,2095.0,2095.0,44.0,44.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2019",Private,3200.0,3200.0,3200.0,3200.0,3406.0,3406.0,106.0,106.0,1888.0,1888.0,80.0,80.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2019",Public,3000.0,3000.0,3000.0,3000.0,3491.0,3491.0,116.0,116.0,3021.0,3021.0,16.0,16.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2020",Private,3190.0,3190.0,3190.0,3190.0,2960.0,2960.0,93.0,93.0,3406.0,3406.0,-13.0,-13.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2020",Public,5620.0,5620.0,5620.0,5620.0,2753.0,2753.0,49.0,49.0,3491.0,3491.0,-21.0,-21.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2021",Private,3750.0,3750.0,3750.0,3750.0,2713.0,2713.0,72.0,72.0,2960.0,2960.0,-8.0,-8.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2021",Public,4900.0,4900.0,4900.0,4900.0,2766.0,2766.0,56.0,56.0,2753.0,2753.0,0.0,0.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2022",Private,4000.0,4000.0,4000.0,4000.0,3883.0,3883.0,97.0,97.0,2713.0,2713.0,43.0,43.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2022",Public,4500.0,4500.0,4500.0,4500.0,2424.0,2424.0,54.0,54.0,2766.0,2766.0,-12.0,-12.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2023",Private,5000.0,5000.0,5000.0,5000.0,3621.0,3621.0,72.0,72.0,3883.0,3883.0,-7.0,-7.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2023",Public,4000.0,4000.0,4000.0,4000.0,3045.0,3045.0,76.0,76.0,2424.0,2424.0,26.0,26.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2024",Private,3600.0,3600.0,2100.0,2100.0,1666.0,1666.0,79.0,79.0,2426.0,2426.0,-31.0,-31.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2024",Public,3800.0,3800.0,2216.0,2216.0,2267.0,2267.0,102.0,102.0,1632.0,1632.0,39.0,39.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2025",Private,3199.0,3199.0,1332.0,1332.0,930.0,930.0,70.0,70.0,1330.0,1330.0,-30.0,-30.0
India,Haryana,6,Hisar,63,"Calendar Year (Jan - Dec), 2025",Public,3441.0,3441.0,1433.0,1433.0,1295.0,1295.0,90.0,90.0,1643.0,1643.0,-21.0,-21.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2017",Private,273.0,273.0,273.0,273.0,15.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2017",Public,1568.0,1568.0,1568.0,1568.0,1608.0,1608.0,103.0,103.0,0.0,0.0,0.0,0.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2018",Private,410.0,410.0,410.0,410.0,202.0,202.0,49.0,49.0,15.0,15.0,1247.0,1247.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2018",Public,1599.0,1599.0,1599.0,1599.0,1741.0,1741.0,109.0,109.0,1608.0,1608.0,8.0,8.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2019",Private,1000.0,1000.0,1000.0,1000.0,568.0,568.0,57.0,57.0,202.0,202.0,181.0,181.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2019",Public,1940.0,1940.0,1940.0,1940.0,1555.0,1555.0,80.0,80.0,1741.0,1741.0,-11.0,-11.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2020",Private,930.0,930.0,930.0,930.0,588.0,588.0,63.0,63.0,568.0,568.0,4.0,4.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2020",Public,1640.0,1640.0,1640.0,1640.0,1385.0,1385.0,84.0,84.0,1555.0,1555.0,-11.0,-11.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2021",Private,850.0,850.0,850.0,850.0,596.0,596.0,70.0,70.0,588.0,588.0,1.0,1.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2021",Public,1750.0,1750.0,1750.0,1750.0,1382.0,1382.0,79.0,79.0,1385.0,1385.0,0.0,0.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2022",Private,800.0,800.0,800.0,800.0,713.0,713.0,89.0,89.0,596.0,596.0,20.0,20.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2022",Public,1750.0,1750.0,1750.0,1750.0,1381.0,1381.0,79.0,79.0,1382.0,1382.0,0.0,0.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2023",Private,700.0,700.0,700.0,700.0,677.0,677.0,97.0,97.0,713.0,713.0,-5.0,-5.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2023",Public,2000.0,2000.0,2000.0,2000.0,1293.0,1293.0,65.0,65.0,1381.0,1381.0,-6.0,-6.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2024",Private,600.0,600.0,350.0,350.0,420.0,420.0,120.0,120.0,459.0,459.0,-8.0,-8.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2024",Public,2300.0,2300.0,1341.0,1341.0,827.0,827.0,62.0,62.0,790.0,790.0,5.0,5.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2025",Private,796.0,796.0,331.0,331.0,278.0,278.0,84.0,84.0,337.0,337.0,-18.0,-18.0
India,Haryana,6,Jhajjar,64,"Calendar Year (Jan - Dec), 2025",Public,1253.0,1253.0,522.0,522.0,554.0,554.0,106.0,106.0,602.0,602.0,-8.0,-8.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2017",Private,861.0,861.0,861.0,861.0,73.0,73.0,8.0,8.0,0.0,0.0,0.0,0.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2017",Public,1942.0,1942.0,1942.0,1942.0,1813.0,1813.0,93.0,93.0,0.0,0.0,0.0,0.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2018",Private,1292.0,1292.0,1292.0,1292.0,183.0,183.0,14.0,14.0,73.0,73.0,151.0,151.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2018",Public,1981.0,1981.0,1981.0,1981.0,2232.0,2232.0,113.0,113.0,1813.0,1813.0,23.0,23.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2019",Private,800.0,800.0,800.0,800.0,414.0,414.0,52.0,52.0,183.0,183.0,126.0,126.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2019",Public,2440.0,2440.0,2440.0,2440.0,1964.0,1964.0,80.0,80.0,2232.0,2232.0,-12.0,-12.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2020",Private,1090.0,1090.0,1090.0,1090.0,402.0,402.0,37.0,37.0,414.0,414.0,-3.0,-3.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2020",Public,1930.0,1930.0,1930.0,1930.0,1573.0,1573.0,82.0,82.0,1964.0,1964.0,-20.0,-20.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2021",Private,800.0,800.0,800.0,800.0,470.0,470.0,59.0,59.0,402.0,402.0,17.0,17.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2021",Public,2400.0,2400.0,2400.0,2400.0,1667.0,1667.0,69.0,69.0,1573.0,1573.0,6.0,6.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2022",Private,600.0,600.0,600.0,600.0,415.0,415.0,69.0,69.0,470.0,470.0,-12.0,-12.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2022",Public,2400.0,2400.0,2400.0,2400.0,2021.0,2021.0,84.0,84.0,1667.0,1667.0,21.0,21.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2023",Private,500.0,500.0,500.0,500.0,391.0,391.0,78.0,78.0,415.0,415.0,-6.0,-6.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2023",Public,2500.0,2500.0,2500.0,2500.0,1880.0,1880.0,75.0,75.0,2021.0,2021.0,-7.0,-7.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2024",Private,500.0,500.0,291.0,291.0,240.0,240.0,82.0,82.0,224.0,224.0,7.0,7.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2024",Public,2900.0,2900.0,1691.0,1691.0,1252.0,1252.0,74.0,74.0,1106.0,1106.0,13.0,13.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2025",Private,447.0,447.0,186.0,186.0,128.0,128.0,69.0,69.0,189.0,189.0,-32.0,-32.0
India,Haryana,6,Jind,65,"Calendar Year (Jan - Dec), 2025",Public,2022.0,2022.0,842.0,842.0,830.0,830.0,99.0,99.0,956.0,956.0,-13.0,-13.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2017",Private,390.0,390.0,390.0,390.0,23.0,23.0,6.0,6.0,0.0,0.0,0.0,0.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2017",Public,1504.0,1504.0,1504.0,1504.0,1115.0,1115.0,74.0,74.0,0.0,0.0,0.0,0.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2018",Private,585.0,585.0,585.0,585.0,134.0,134.0,23.0,23.0,23.0,23.0,483.0,483.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2018",Public,1535.0,1535.0,1535.0,1535.0,1691.0,1691.0,110.0,110.0,1115.0,1115.0,52.0,52.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2019",Private,1200.0,1200.0,1200.0,1200.0,702.0,702.0,58.0,58.0,134.0,134.0,424.0,424.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2019",Public,1820.0,1820.0,1820.0,1820.0,1573.0,1573.0,86.0,86.0,1691.0,1691.0,-7.0,-7.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2020",Private,1040.0,1040.0,1040.0,1040.0,595.0,595.0,57.0,57.0,702.0,702.0,-15.0,-15.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2020",Public,1840.0,1840.0,1840.0,1840.0,1268.0,1268.0,69.0,69.0,1573.0,1573.0,-19.0,-19.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2021",Private,950.0,950.0,950.0,950.0,609.0,609.0,64.0,64.0,595.0,595.0,2.0,2.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2021",Public,2050.0,2050.0,2050.0,2050.0,1289.0,1289.0,63.0,63.0,1268.0,1268.0,2.0,2.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2022",Private,800.0,800.0,800.0,800.0,563.0,563.0,70.0,70.0,609.0,609.0,-8.0,-8.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2022",Public,2050.0,2050.0,2050.0,2050.0,1482.0,1482.0,72.0,72.0,1289.0,1289.0,15.0,15.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2023",Private,600.0,600.0,600.0,600.0,556.0,556.0,93.0,93.0,563.0,563.0,-1.0,-1.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2023",Public,1900.0,1900.0,1900.0,1900.0,1490.0,1490.0,78.0,78.0,1482.0,1482.0,1.0,1.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2024",Private,600.0,600.0,350.0,350.0,361.0,361.0,103.0,103.0,358.0,358.0,1.0,1.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2024",Public,2300.0,2300.0,1341.0,1341.0,1091.0,1091.0,81.0,81.0,894.0,894.0,22.0,22.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2025",Private,636.0,636.0,265.0,265.0,180.0,180.0,68.0,68.0,285.0,285.0,-37.0,-37.0
India,Haryana,6,Kaithal,66,"Calendar Year (Jan - Dec), 2025",Public,1609.0,1609.0,670.0,670.0,620.0,620.0,93.0,93.0,830.0,830.0,-25.0,-25.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2017",Private,1270.0,1270.0,1270.0,1270.0,86.0,86.0,7.0,7.0,0.0,0.0,0.0,0.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2017",Public,2597.0,2597.0,2597.0,2597.0,2242.0,2242.0,86.0,86.0,0.0,0.0,0.0,0.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2018",Private,1906.0,1906.0,1906.0,1906.0,407.0,407.0,21.0,21.0,86.0,86.0,373.0,373.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2018",Public,2649.0,2649.0,2649.0,2649.0,2743.0,2743.0,104.0,104.0,2242.0,2242.0,22.0,22.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2019",Private,1500.0,1500.0,1500.0,1500.0,619.0,619.0,41.0,41.0,407.0,407.0,52.0,52.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2019",Public,3130.0,3130.0,3130.0,3130.0,3181.0,3181.0,102.0,102.0,2743.0,2743.0,16.0,16.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2020",Private,1680.0,1680.0,1680.0,1680.0,570.0,570.0,34.0,34.0,619.0,619.0,-8.0,-8.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2020",Public,2960.0,2960.0,2960.0,2960.0,3623.0,3623.0,122.0,122.0,3181.0,3181.0,14.0,14.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2021",Private,1000.0,1000.0,1000.0,1000.0,836.0,836.0,84.0,84.0,570.0,570.0,47.0,47.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2021",Public,3800.0,3800.0,3800.0,3800.0,3122.0,3122.0,82.0,82.0,3623.0,3623.0,-14.0,-14.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2022",Private,1200.0,1200.0,1200.0,1200.0,1121.0,1121.0,93.0,93.0,836.0,836.0,34.0,34.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2022",Public,3800.0,3800.0,3800.0,3800.0,3530.0,3530.0,93.0,93.0,3122.0,3122.0,13.0,13.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2023",Private,1300.0,1300.0,1300.0,1300.0,1177.0,1177.0,91.0,91.0,1121.0,1121.0,5.0,5.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2023",Public,4000.0,4000.0,4000.0,4000.0,3980.0,3980.0,100.0,100.0,3530.0,3530.0,13.0,13.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2024",Private,1300.0,1300.0,758.0,758.0,711.0,711.0,94.0,94.0,778.0,778.0,-9.0,-9.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2024",Public,4700.0,4700.0,2741.0,2741.0,2486.0,2486.0,91.0,91.0,2345.0,2345.0,6.0,6.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2025",Private,1120.0,1120.0,466.0,466.0,354.0,354.0,76.0,76.0,439.0,439.0,-19.0,-19.0
India,Haryana,6,Karnal,67,"Calendar Year (Jan - Dec), 2025",Public,4319.0,4319.0,1799.0,1799.0,1479.0,1479.0,82.0,82.0,1833.0,1833.0,-19.0,-19.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2017",Private,560.0,560.0,560.0,560.0,13.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2017",Public,1343.0,1343.0,1343.0,1343.0,1187.0,1187.0,88.0,88.0,0.0,0.0,0.0,0.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2018",Private,840.0,840.0,840.0,840.0,244.0,244.0,29.0,29.0,13.0,13.0,1777.0,1777.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2018",Public,1370.0,1370.0,1370.0,1370.0,1382.0,1382.0,101.0,101.0,1187.0,1187.0,16.0,16.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2019",Private,1250.0,1250.0,1250.0,1250.0,540.0,540.0,43.0,43.0,244.0,244.0,121.0,121.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2019",Public,1440.0,1440.0,1440.0,1440.0,1306.0,1306.0,91.0,91.0,1382.0,1382.0,-5.0,-5.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2020",Private,850.0,850.0,850.0,850.0,677.0,677.0,80.0,80.0,540.0,540.0,25.0,25.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2020",Public,1490.0,1490.0,1490.0,1490.0,985.0,985.0,66.0,66.0,1306.0,1306.0,-25.0,-25.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2021",Private,850.0,850.0,850.0,850.0,812.0,812.0,96.0,96.0,677.0,677.0,20.0,20.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2021",Public,1600.0,1600.0,1600.0,1600.0,1189.0,1189.0,74.0,74.0,985.0,985.0,21.0,21.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2022",Private,950.0,950.0,950.0,950.0,685.0,685.0,72.0,72.0,812.0,812.0,-16.0,-16.0
India,Haryana,6,Kurukshetra,68,"Calendar Year (Jan - Dec), 2022",Public,1750.0,1750.0,1750.0,1750.0,1228.0,1228.0,70.0,70.0,1189.0,1189.0,3.0,3.0
