Country,StateName,StateCode,DistrictName,DistrictCode,Year,D1139_4,I1139_5_sum,I1139_5_avg,I1139_6_sum,I1139_6_avg,I1139_7_sum,I1139_7_avg,I1139_8_sum,I1139_8_avg,I1139_9_sum,I1139_9_avg,I1139_10_sum,I1139_10_avg
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2017",Private,467.0,467.0,467.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2017",Public,1592.0,1592.0,1592.0,1592.0,1374.0,1374.0,86.0,86.0,0.0,0.0,0.0,0.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2018",Private,700.0,700.0,700.0,700.0,30.0,30.0,4.0,4.0,0.0,0.0,0.0,0.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2018",Public,1624.0,1624.0,1624.0,1624.0,1357.0,1357.0,84.0,84.0,1374.0,1374.0,-1.0,-1.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2019",Private,220.0,220.0,220.0,220.0,104.0,104.0,47.0,47.0,30.0,30.0,247.0,247.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2019",Public,1500.0,1500.0,1500.0,1500.0,1362.0,1362.0,91.0,91.0,1357.0,1357.0,0.0,0.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2020",Private,160.0,160.0,160.0,160.0,112.0,112.0,70.0,70.0,104.0,104.0,8.0,8.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2020",Public,1670.0,1670.0,1670.0,1670.0,974.0,974.0,58.0,58.0,1362.0,1362.0,-28.0,-28.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2021",Private,300.0,300.0,300.0,300.0,256.0,256.0,85.0,85.0,112.0,112.0,129.0,129.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2021",Public,1820.0,1820.0,1820.0,1820.0,793.0,793.0,44.0,44.0,974.0,974.0,-19.0,-19.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2022",Private,290.0,290.0,290.0,290.0,378.0,378.0,130.0,130.0,256.0,256.0,48.0,48.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2022",Public,1780.0,1780.0,1780.0,1780.0,1076.0,1076.0,60.0,60.0,793.0,793.0,36.0,36.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2023",Private,210.0,210.0,210.0,210.0,232.0,232.0,110.0,110.0,378.0,378.0,-39.0,-39.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2023",Public,1010.0,1010.0,1010.0,1010.0,652.0,652.0,65.0,65.0,1076.0,1076.0,-39.0,-39.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2024",Private,250.0,250.0,145.0,145.0,114.0,114.0,79.0,79.0,141.0,141.0,-19.0,-19.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2024",Public,700.0,700.0,408.0,408.0,448.0,448.0,110.0,110.0,402.0,402.0,11.0,11.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2025",Private,270.0,270.0,112.0,112.0,63.0,63.0,56.0,56.0,87.0,87.0,-28.0,-28.0
India,Assam,18,Sivasagar,300,"Calendar Year (Jan - Dec), 2025",Public,850.0,850.0,354.0,354.0,268.0,268.0,76.0,76.0,329.0,329.0,-19.0,-19.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2017",Private,1559.0,1559.0,1559.0,1559.0,100.0,100.0,6.0,6.0,0.0,0.0,0.0,0.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2017",Public,3012.0,3012.0,3012.0,3012.0,2859.0,2859.0,95.0,95.0,0.0,0.0,0.0,0.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2018",Private,2339.0,2339.0,2339.0,2339.0,385.0,385.0,16.0,16.0,100.0,100.0,285.0,285.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2018",Public,3073.0,3073.0,3073.0,3073.0,2656.0,2656.0,86.0,86.0,2859.0,2859.0,-7.0,-7.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2019",Private,460.0,460.0,460.0,460.0,672.0,672.0,146.0,146.0,385.0,385.0,75.0,75.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2019",Public,3150.0,3150.0,3150.0,3150.0,2773.0,2773.0,88.0,88.0,2656.0,2656.0,4.0,4.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2020",Private,790.0,790.0,790.0,790.0,388.0,388.0,49.0,49.0,672.0,672.0,-42.0,-42.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2020",Public,3480.0,3480.0,3480.0,3480.0,2105.0,2105.0,60.0,60.0,2773.0,2773.0,-24.0,-24.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2021",Private,630.0,630.0,630.0,630.0,545.0,545.0,87.0,87.0,388.0,388.0,40.0,40.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2021",Public,3830.0,3830.0,3830.0,3830.0,2140.0,2140.0,56.0,56.0,2105.0,2105.0,2.0,2.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2022",Private,620.0,620.0,620.0,620.0,866.0,866.0,140.0,140.0,545.0,545.0,59.0,59.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2022",Public,3760.0,3760.0,3760.0,3760.0,2566.0,2566.0,68.0,68.0,2140.0,2140.0,20.0,20.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2023",Private,700.0,700.0,700.0,700.0,998.0,998.0,143.0,143.0,866.0,866.0,15.0,15.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2023",Public,2250.0,2250.0,2250.0,2250.0,2260.0,2260.0,100.0,100.0,2566.0,2566.0,-12.0,-12.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2024",Private,750.0,750.0,437.0,437.0,357.0,357.0,82.0,82.0,618.0,618.0,-42.0,-42.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2024",Public,2000.0,2000.0,1166.0,1166.0,1112.0,1112.0,95.0,95.0,1487.0,1487.0,-25.0,-25.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2025",Private,820.0,820.0,341.0,341.0,155.0,155.0,45.0,45.0,327.0,327.0,-53.0,-53.0
India,Assam,18,Sonitpur,301,"Calendar Year (Jan - Dec), 2025",Public,2300.0,2300.0,958.0,958.0,830.0,830.0,87.0,87.0,787.0,787.0,5.0,5.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2017",Private,3226.0,3226.0,3226.0,3226.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2017",Public,2733.0,2733.0,2733.0,2733.0,2669.0,2669.0,98.0,98.0,0.0,0.0,0.0,0.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2018",Private,4840.0,4840.0,4840.0,4840.0,523.0,523.0,11.0,11.0,12.0,12.0,4258.0,4258.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2018",Public,2788.0,2788.0,2788.0,2788.0,2308.0,2308.0,83.0,83.0,2669.0,2669.0,-14.0,-14.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2019",Private,800.0,800.0,800.0,800.0,884.0,884.0,110.0,110.0,523.0,523.0,69.0,69.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2019",Public,2650.0,2650.0,2650.0,2650.0,2348.0,2348.0,89.0,89.0,2308.0,2308.0,2.0,2.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2020",Private,1100.0,1100.0,1100.0,1100.0,860.0,860.0,78.0,78.0,884.0,884.0,-3.0,-3.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2020",Public,2790.0,2790.0,2790.0,2790.0,1778.0,1778.0,64.0,64.0,2348.0,2348.0,-24.0,-24.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2021",Private,1100.0,1100.0,1100.0,1100.0,714.0,714.0,65.0,65.0,860.0,860.0,-17.0,-17.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2021",Public,3220.0,3220.0,3220.0,3220.0,1818.0,1818.0,56.0,56.0,1778.0,1778.0,2.0,2.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2022",Private,1080.0,1080.0,1080.0,1080.0,948.0,948.0,88.0,88.0,714.0,714.0,33.0,33.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2022",Public,3150.0,3150.0,3150.0,3150.0,2389.0,2389.0,76.0,76.0,1818.0,1818.0,31.0,31.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2023",Private,1450.0,1450.0,1450.0,1450.0,1234.0,1234.0,85.0,85.0,948.0,948.0,30.0,30.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2023",Public,3140.0,3140.0,3140.0,3140.0,2242.0,2242.0,71.0,71.0,2389.0,2389.0,-6.0,-6.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2024",Private,1300.0,1300.0,758.0,758.0,626.0,626.0,83.0,83.0,761.0,761.0,-18.0,-18.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2024",Public,2400.0,2400.0,1400.0,1400.0,1356.0,1356.0,97.0,97.0,1377.0,1377.0,-2.0,-2.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2025",Private,1350.0,1350.0,562.0,562.0,332.0,332.0,59.0,59.0,483.0,483.0,-31.0,-31.0
India,Assam,18,Tinsukia,302,"Calendar Year (Jan - Dec), 2025",Public,2760.0,2760.0,1150.0,1150.0,975.0,975.0,85.0,85.0,984.0,984.0,-1.0,-1.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2017",Private,128.0,128.0,128.0,128.0,14.0,14.0,11.0,11.0,0.0,0.0,0.0,0.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2017",Public,639.0,639.0,639.0,639.0,509.0,509.0,80.0,80.0,0.0,0.0,0.0,0.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2018",Private,192.0,192.0,192.0,192.0,44.0,44.0,23.0,23.0,14.0,14.0,214.0,214.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2018",Public,652.0,652.0,652.0,652.0,560.0,560.0,86.0,86.0,509.0,509.0,10.0,10.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2019",Private,90.0,90.0,90.0,90.0,60.0,60.0,67.0,67.0,44.0,44.0,36.0,36.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2019",Public,610.0,610.0,610.0,610.0,591.0,591.0,97.0,97.0,560.0,560.0,6.0,6.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2020",Private,40.0,40.0,40.0,40.0,44.0,44.0,110.0,110.0,60.0,60.0,-27.0,-27.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2020",Public,760.0,760.0,760.0,760.0,469.0,469.0,62.0,62.0,591.0,591.0,-21.0,-21.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2021",Private,120.0,120.0,120.0,120.0,65.0,65.0,54.0,54.0,44.0,44.0,48.0,48.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2021",Public,740.0,740.0,740.0,740.0,502.0,502.0,68.0,68.0,469.0,469.0,7.0,7.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2022",Private,120.0,120.0,120.0,120.0,127.0,127.0,106.0,106.0,65.0,65.0,95.0,95.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2022",Public,730.0,730.0,730.0,730.0,675.0,675.0,92.0,92.0,502.0,502.0,34.0,34.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2023",Private,50.0,50.0,50.0,50.0,113.0,113.0,226.0,226.0,127.0,127.0,-11.0,-11.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2023",Public,830.0,830.0,830.0,830.0,681.0,681.0,82.0,82.0,675.0,675.0,1.0,1.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2024",Private,60.0,60.0,35.0,35.0,81.0,81.0,231.0,231.0,71.0,71.0,14.0,14.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2024",Public,790.0,790.0,460.0,460.0,348.0,348.0,76.0,76.0,403.0,403.0,-14.0,-14.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2025",Private,150.0,150.0,62.0,62.0,56.0,56.0,90.0,90.0,66.0,66.0,-15.0,-15.0
India,Assam,18,Chirang,612,"Calendar Year (Jan - Dec), 2025",Public,850.0,850.0,354.0,354.0,172.0,172.0,49.0,49.0,271.0,271.0,-37.0,-37.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2017",Private,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2017",Public,1081.0,1081.0,1081.0,1081.0,903.0,903.0,84.0,84.0,0.0,0.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2018",Private,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2018",Public,1102.0,1102.0,1102.0,1102.0,1000.0,1000.0,91.0,91.0,903.0,903.0,11.0,11.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2019",Private,30.0,30.0,30.0,30.0,10.0,10.0,33.0,33.0,0.0,0.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2019",Public,1100.0,1100.0,1100.0,1100.0,951.0,951.0,86.0,86.0,1000.0,1000.0,-5.0,-5.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2020",Private,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2020",Public,1090.0,1090.0,1090.0,1090.0,714.0,714.0,66.0,66.0,951.0,951.0,-25.0,-25.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2021",Private,40.0,40.0,40.0,40.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2021",Public,1340.0,1340.0,1340.0,1340.0,863.0,863.0,64.0,64.0,714.0,714.0,21.0,21.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2022",Private,40.0,40.0,40.0,40.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2022",Public,1310.0,1310.0,1310.0,1310.0,1095.0,1095.0,84.0,84.0,863.0,863.0,27.0,27.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2023",Private,20.0,20.0,20.0,20.0,13.0,13.0,65.0,65.0,1.0,1.0,1200.0,1200.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2023",Public,1270.0,1270.0,1270.0,1270.0,1061.0,1061.0,84.0,84.0,1095.0,1095.0,-3.0,-3.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2024",Private,20.0,20.0,11.0,11.0,1.0,1.0,9.0,9.0,13.0,13.0,-92.0,-92.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2024",Public,1130.0,1130.0,659.0,659.0,644.0,644.0,98.0,98.0,613.0,613.0,5.0,5.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2025",Private,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
India,Assam,18,Baksa,616,"Calendar Year (Jan - Dec), 2025",Public,1300.0,1300.0,541.0,541.0,388.0,388.0,72.0,72.0,484.0,484.0,-20.0,-20.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2017",Private,338.0,338.0,338.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2017",Public,1221.0,1221.0,1221.0,1221.0,1165.0,1165.0,95.0,95.0,0.0,0.0,0.0,0.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2018",Private,507.0,507.0,507.0,507.0,51.0,51.0,10.0,10.0,0.0,0.0,0.0,0.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2018",Public,1245.0,1245.0,1245.0,1245.0,1153.0,1153.0,93.0,93.0,1165.0,1165.0,-1.0,-1.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2019",Private,110.0,110.0,110.0,110.0,73.0,73.0,66.0,66.0,51.0,51.0,43.0,43.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2019",Public,1270.0,1270.0,1270.0,1270.0,1024.0,1024.0,81.0,81.0,1153.0,1153.0,-11.0,-11.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2020",Private,90.0,90.0,90.0,90.0,33.0,33.0,37.0,37.0,73.0,73.0,-55.0,-55.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2020",Public,1250.0,1250.0,1250.0,1250.0,941.0,941.0,75.0,75.0,1024.0,1024.0,-8.0,-8.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2021",Private,150.0,150.0,150.0,150.0,59.0,59.0,39.0,39.0,33.0,33.0,79.0,79.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2021",Public,1550.0,1550.0,1550.0,1550.0,860.0,860.0,55.0,55.0,941.0,941.0,-9.0,-9.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2022",Private,150.0,150.0,150.0,150.0,89.0,89.0,59.0,59.0,59.0,59.0,51.0,51.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2022",Public,1520.0,1520.0,1520.0,1520.0,1005.0,1005.0,66.0,66.0,860.0,860.0,17.0,17.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2023",Private,110.0,110.0,110.0,110.0,84.0,84.0,76.0,76.0,89.0,89.0,-6.0,-6.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2023",Public,1450.0,1450.0,1450.0,1450.0,1062.0,1062.0,73.0,73.0,1005.0,1005.0,6.0,6.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2024",Private,100.0,100.0,58.0,58.0,57.0,57.0,98.0,98.0,46.0,46.0,24.0,24.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2024",Public,1140.0,1140.0,665.0,665.0,572.0,572.0,86.0,86.0,620.0,620.0,-8.0,-8.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2025",Private,100.0,100.0,41.0,41.0,30.0,30.0,73.0,73.0,38.0,38.0,-21.0,-21.0
India,Assam,18,Udalguri,617,"Calendar Year (Jan - Dec), 2025",Public,1300.0,1300.0,541.0,541.0,400.0,400.0,74.0,74.0,422.0,422.0,-5.0,-5.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2017",Private,1463.0,1463.0,1463.0,1463.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2017",Public,1594.0,1594.0,1594.0,1594.0,1051.0,1051.0,66.0,66.0,0.0,0.0,0.0,0.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2018",Private,2195.0,2195.0,2195.0,2195.0,426.0,426.0,19.0,19.0,8.0,8.0,5225.0,5225.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2018",Public,1626.0,1626.0,1626.0,1626.0,2131.0,2131.0,131.0,131.0,1051.0,1051.0,103.0,103.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2019",Private,950.0,950.0,950.0,950.0,1527.0,1527.0,161.0,161.0,426.0,426.0,258.0,258.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2019",Public,2510.0,2510.0,2510.0,2510.0,3222.0,3222.0,128.0,128.0,2131.0,2131.0,51.0,51.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2020",Private,1450.0,1450.0,1450.0,1450.0,1304.0,1304.0,90.0,90.0,1527.0,1527.0,-15.0,-15.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2020",Public,4150.0,4150.0,4150.0,4150.0,1758.0,1758.0,42.0,42.0,3222.0,3222.0,-45.0,-45.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2021",Private,1320.0,1320.0,1320.0,1320.0,1605.0,1605.0,122.0,122.0,1304.0,1304.0,23.0,23.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2021",Public,3050.0,3050.0,3050.0,3050.0,2139.0,2139.0,70.0,70.0,1758.0,1758.0,22.0,22.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2022",Private,1300.0,1300.0,1300.0,1300.0,1665.0,1665.0,128.0,128.0,1605.0,1605.0,4.0,4.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2022",Public,3000.0,3000.0,3000.0,3000.0,2473.0,2473.0,82.0,82.0,2139.0,2139.0,16.0,16.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2023",Private,2220.0,2220.0,2220.0,2220.0,1799.0,1799.0,81.0,81.0,1665.0,1665.0,8.0,8.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2023",Public,3130.0,3130.0,3130.0,3130.0,2569.0,2569.0,82.0,82.0,2473.0,2473.0,4.0,4.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2024",Private,1950.0,1950.0,1137.0,1137.0,847.0,847.0,74.0,74.0,993.0,993.0,-15.0,-15.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2024",Public,2550.0,2550.0,1487.0,1487.0,1515.0,1515.0,102.0,102.0,1516.0,1516.0,0.0,0.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2025",Private,1950.0,1950.0,812.0,812.0,383.0,383.0,47.0,47.0,696.0,696.0,-45.0,-45.0
India,Assam,18,Kamrup Metro,618,"Calendar Year (Jan - Dec), 2025",Public,2900.0,2900.0,1208.0,1208.0,727.0,727.0,60.0,60.0,1129.0,1129.0,-36.0,-36.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2023",Private,350.0,350.0,350.0,350.0,159.0,159.0,45.0,45.0,0.0,0.0,0.0,0.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2023",Public,1350.0,1350.0,1350.0,1350.0,443.0,443.0,33.0,33.0,0.0,0.0,0.0,0.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2024",Private,400.0,400.0,233.0,233.0,159.0,159.0,68.0,68.0,7.0,7.0,2171.0,2171.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2024",Public,970.0,970.0,565.0,565.0,467.0,467.0,83.0,83.0,171.0,171.0,173.0,173.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2025",Private,350.0,350.0,145.0,145.0,36.0,36.0,25.0,25.0,140.0,140.0,-74.0,-74.0
India,Assam,18,Biswanath,705,"Calendar Year (Jan - Dec), 2025",Public,1120.0,1120.0,466.0,466.0,368.0,368.0,79.0,79.0,309.0,309.0,19.0,19.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2023",Private,70.0,70.0,70.0,70.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2023",Public,340.0,340.0,340.0,340.0,130.0,130.0,38.0,38.0,0.0,0.0,0.0,0.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2024",Private,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2024",Public,220.0,220.0,128.0,128.0,64.0,64.0,50.0,50.0,75.0,75.0,-15.0,-15.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2025",Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
India,Assam,18,Majuli,706,"Calendar Year (Jan - Dec), 2025",Public,220.0,220.0,91.0,91.0,72.0,72.0,79.0,79.0,45.0,45.0,60.0,60.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2022",Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2022",Public,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2023",Private,60.0,60.0,60.0,60.0,10.0,10.0,17.0,17.0,0.0,0.0,0.0,0.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2023",Public,530.0,530.0,530.0,530.0,193.0,193.0,36.0,36.0,1.0,1.0,19200.0,19200.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2024",Private,20.0,20.0,11.0,11.0,22.0,22.0,200.0,200.0,0.0,0.0,0.0,0.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2024",Public,280.0,280.0,163.0,163.0,141.0,141.0,87.0,87.0,86.0,86.0,64.0,64.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2025",Private,50.0,50.0,20.0,20.0,106.0,106.0,530.0,530.0,16.0,16.0,562.0,562.0
India,Assam,18,South Salmara Mancachar,707,"Calendar Year (Jan - Dec), 2025",Public,320.0,320.0,133.0,133.0,67.0,67.0,50.0,50.0,94.0,94.0,-29.0,-29.0
India,Assam,18,Charaideo,708,"Calendar Year (Jan - Dec), 2022",Private,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Charaideo,708,"Calendar Year (Jan - Dec), 2022",Public,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Assam,18,Charaideo,708,"Calendar Year (Jan - Dec), 2023",Private,90.0,90.0,90.0,90.0,228.0,228.0,253.0,253.0,3.0,3.0,7500.0,7500.0
India,Assam,18,Charaideo,708,"Calendar Year (Jan - Dec), 2023",Public,630.0,630.0,630.0,630.0,527.0,527.0,84.0,84.0,3.0,3.0,17467.0,17467.0
India,Assam,18,Charaideo,708,"Calendar Year (Jan - Dec), 2024",Private,300.0,300.0,175.0,175.0,93.0,93.0,53.0,53.0,130.0,130.0,-28.0,-28.0
