Country,StateName,StateCode,Year,I7035_4_sum,I7035_4_avg,I7035_5_sum,I7035_5_avg,I7035_6_sum,I7035_6_avg,I7035_7_sum,I7035_7_avg,I7035_8_sum,I7035_8_avg,I7035_9_sum,I7035_9_avg,I7035_10_sum,I7035_10_avg
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018",3517.0,152.91304347826087,204.0,8.869565217391305,173.0,7.521739130434782,202.0,8.782608695652174,134.0,5.826086956521739,13.0,0.5652173913043478,22.0,0.9565217391304348
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019",3848.0,160.33333333333334,351.0,14.625,177.0,7.375,0.0,,0.0,,13.0,0.5416666666666666,23.0,0.9583333333333334
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020",3848.0,160.33333333333334,350.0,14.583333333333334,176.0,7.333333333333333,0.0,,0.0,,13.0,0.5416666666666666,22.0,0.9166666666666666
India,Jharkhand,20,"Financial Year (Apr - Mar), 2021",3848.0,160.33333333333334,361.0,15.041666666666666,178.0,7.416666666666667,0.0,,0.0,,13.0,0.5416666666666666,21.0,0.875
India,Karnataka,29,"Financial Year (Apr - Mar), 2016",9381.0,312.7,2359.0,78.63333333333334,206.0,6.866666666666666,0.0,,0.0,,146.0,4.866666666666666,32.0,1.0666666666666667
India,Karnataka,29,"Financial Year (Apr - Mar), 2017",9443.0,314.76666666666665,2359.0,78.63333333333334,206.0,6.866666666666666,0.0,,0.0,,146.0,4.866666666666666,15.0,0.5
India,Karnataka,29,"Financial Year (Apr - Mar), 2018",9438.0,314.6,2359.0,78.63333333333334,207.0,6.9,571.0,19.033333333333335,203.0,6.766666666666667,146.0,4.866666666666666,15.0,0.5
India,Karnataka,29,"Financial Year (Apr - Mar), 2019",9169.0,316.17241379310343,2466.0,85.03448275862068,206.0,7.103448275862069,0.0,,0.0,,145.0,5.0,25.0,0.8620689655172413
India,Karnataka,29,"Financial Year (Apr - Mar), 2020",9186.0,316.7586206896552,2469.0,85.13793103448276,209.0,7.206896551724138,0.0,,0.0,,147.0,5.068965517241379,22.0,0.7586206896551724
India,Karnataka,29,"Financial Year (Apr - Mar), 2021",9018.0,310.9655172413793,2459.0,84.79310344827586,209.0,7.206896551724138,0.0,,0.0,,145.0,5.0,16.0,0.5517241379310345
India,Kerala,32,"Financial Year (Apr - Mar), 2016",5380.0,384.2857142857143,849.0,60.642857142857146,232.0,16.571428571428573,0.0,,0.0,,81.0,5.785714285714286,18.0,1.2857142857142858
India,Kerala,32,"Financial Year (Apr - Mar), 2017",5380.0,384.2857142857143,849.0,60.642857142857146,227.0,16.214285714285715,0.0,,0.0,,81.0,5.785714285714286,18.0,1.2857142857142858
India,Kerala,32,"Financial Year (Apr - Mar), 2018",5014.0,385.6923076923077,712.0,54.76923076923077,213.0,16.384615384615383,0.0,0.0,156.0,12.0,78.0,6.0,16.0,1.2307692307692308
India,Kerala,32,"Financial Year (Apr - Mar), 2019",5410.0,386.42857142857144,932.0,66.57142857142857,227.0,16.214285714285715,0.0,,0.0,,86.0,6.142857142857143,48.0,3.4285714285714284
India,Kerala,32,"Financial Year (Apr - Mar), 2020",5414.0,386.7142857142857,924.0,66.0,229.0,16.357142857142858,0.0,,0.0,,87.0,6.214285714285714,47.0,3.357142857142857
India,Kerala,32,"Financial Year (Apr - Mar), 2021",5412.0,386.57142857142856,944.0,67.42857142857143,230.0,16.428571428571427,0.0,,0.0,,87.0,6.214285714285714,48.0,3.4285714285714284
India,Ladakh,37,"Financial Year (Apr - Mar), 2016",262.0,131.0,32.0,16.0,7.0,3.5,0.0,,0.0,,0.0,0.0,2.0,1.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2017",262.0,131.0,32.0,16.0,7.0,3.5,0.0,,0.0,,0.0,,2.0,1.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2018",262.0,131.0,32.0,16.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2020",289.0,144.5,32.0,16.0,7.0,3.5,0.0,,0.0,,0.0,0.0,2.0,1.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2021",288.0,144.0,33.0,16.5,7.0,3.5,0.0,,0.0,,0.0,0.0,2.0,1.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2016",14.0,14.0,4.0,4.0,3.0,3.0,0.0,,0.0,,2.0,2.0,1.0,1.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017",14.0,14.0,4.0,4.0,3.0,3.0,0.0,,0.0,,2.0,2.0,1.0,1.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2018",14.0,14.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2020",7.0,7.0,4.0,4.0,3.0,3.0,0.0,,0.0,,2.0,2.0,1.0,1.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2021",9.0,9.0,4.0,4.0,3.0,3.0,0.0,,0.0,,2.0,2.0,1.0,1.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2016",9192.0,180.23529411764707,1171.0,22.96078431372549,309.0,6.0588235294117645,0.0,,0.0,,66.0,1.2941176470588236,51.0,1.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2017",11192.0,219.45098039215685,1171.0,22.96078431372549,309.0,6.0588235294117645,0.0,,0.0,,66.0,1.2941176470588236,51.0,1.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2018",9917.0,198.34,1101.0,22.02,321.0,6.42,0.0,0.0,185.0,3.7,82.0,1.64,50.0,1.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2019",10048.0,200.96,1425.0,28.5,324.0,6.48,0.0,,0.0,,81.0,1.62,50.0,1.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2020",10091.0,197.86274509803923,1502.0,29.45098039215686,316.0,6.196078431372549,0.0,,0.0,,92.0,1.803921568627451,50.0,0.9803921568627451
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2021",10186.0,199.72549019607843,1555.0,30.49019607843137,352.0,6.901960784313726,0.0,,0.0,,119.0,2.3333333333333335,51.0,1.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2016",10581.0,311.20588235294116,1814.0,53.35294117647059,361.0,10.617647058823529,0.0,,0.0,,86.0,2.5294117647058822,23.0,0.6764705882352942
India,Maharashtra,27,"Financial Year (Apr - Mar), 2017",10638.0,312.88235294117646,1823.0,53.61764705882353,361.0,10.617647058823529,0.0,,0.0,,89.0,2.6176470588235294,23.0,0.6764705882352942
India,Maharashtra,27,"Financial Year (Apr - Mar), 2018",9294.0,273.3529411764706,1823.0,53.61764705882353,387.0,11.382352941176471,846.0,25.636363636363637,479.0,14.088235294117647,87.0,2.5588235294117645,23.0,0.6764705882352942
India,Maharashtra,27,"Financial Year (Apr - Mar), 2019",10438.0,307.0,2631.0,77.38235294117646,412.0,12.117647058823529,0.0,,0.0,,97.0,2.8529411764705883,47.0,1.3823529411764706
India,Maharashtra,27,"Financial Year (Apr - Mar), 2020",10334.0,295.25714285714287,2423.0,69.22857142857143,392.0,11.2,0.0,,0.0,,89.0,2.5428571428571427,23.0,0.6571428571428571
India,Maharashtra,27,"Financial Year (Apr - Mar), 2021",10334.0,295.25714285714287,2472.0,70.62857142857143,388.0,11.085714285714285,0.0,,0.0,,90.0,2.5714285714285716,23.0,0.6571428571428571
India,Manipur,14,"Financial Year (Apr - Mar), 2016",421.0,46.77777777777778,85.0,9.444444444444445,17.0,1.8888888888888888,0.0,,0.0,,1.0,0.1111111111111111,7.0,0.7777777777777778
India,Manipur,14,"Financial Year (Apr - Mar), 2017",429.0,47.666666666666664,91.0,10.11111111111111,23.0,2.5555555555555554,0.0,,0.0,,1.0,0.1111111111111111,8.0,0.8888888888888888
India,Manipur,14,"Financial Year (Apr - Mar), 2018",429.0,26.8125,94.0,5.875,23.0,1.4375,61.0,3.8125,5.0,0.3125,1.0,0.0625,9.0,0.5625
India,Manipur,14,"Financial Year (Apr - Mar), 2019",418.0,46.44444444444444,93.0,10.333333333333334,17.0,1.8888888888888888,0.0,,0.0,,1.0,0.1111111111111111,7.0,0.7777777777777778
India,Manipur,14,"Financial Year (Apr - Mar), 2020",416.0,26.0,95.0,5.9375,17.0,1.0625,0.0,,0.0,,1.0,0.0625,7.0,0.4375
India,Manipur,14,"Financial Year (Apr - Mar), 2021",416.0,26.0,95.0,5.9375,17.0,1.0625,0.0,,0.0,,1.0,0.0625,7.0,0.4375
India,Meghalaya,17,"Financial Year (Apr - Mar), 2016",436.0,39.63636363636363,109.0,9.909090909090908,27.0,2.4545454545454546,0.0,,0.0,,1.0,0.09090909090909091,12.0,1.0909090909090908
India,Meghalaya,17,"Financial Year (Apr - Mar), 2017",443.0,40.27272727272727,108.0,9.818181818181818,28.0,2.5454545454545454,0.0,,0.0,,1.0,0.09090909090909091,12.0,1.0909090909090908
India,Meghalaya,17,"Financial Year (Apr - Mar), 2018",445.0,40.45454545454545,110.0,10.0,28.0,2.5454545454545454,32.0,2.909090909090909,8.0,0.7272727272727273,0.0,0.0,11.0,1.0
India,Meghalaya,17,"Financial Year (Apr - Mar), 2019",443.0,40.27272727272727,143.0,13.0,28.0,2.5454545454545454,0.0,,0.0,,0.0,0.0,11.0,1.0
India,Meghalaya,17,"Financial Year (Apr - Mar), 2020",401.0,40.1,134.0,13.4,27.0,2.7,0.0,,0.0,,0.0,0.0,11.0,1.1
India,Meghalaya,17,"Financial Year (Apr - Mar), 2021",409.0,40.9,136.0,13.6,27.0,2.7,0.0,,0.0,,2.0,0.2,11.0,1.1
India,Mizoram,15,"Financial Year (Apr - Mar), 2016",370.0,46.25,57.0,7.125,9.0,1.125,0.0,,0.0,,2.0,0.25,9.0,1.125
India,Mizoram,15,"Financial Year (Apr - Mar), 2017",370.0,46.25,57.0,7.125,9.0,1.125,0.0,,0.0,,2.0,0.25,9.0,1.125
India,Mizoram,15,"Financial Year (Apr - Mar), 2018",370.0,46.25,65.0,8.125,9.0,1.125,0.0,0.0,4.0,0.5,2.0,0.25,9.0,1.125
India,Mizoram,15,"Financial Year (Apr - Mar), 2019",370.0,46.25,65.0,8.125,9.0,1.125,0.0,,0.0,,2.0,0.25,9.0,1.125
India,Mizoram,15,"Financial Year (Apr - Mar), 2020",377.0,34.27272727272727,68.0,6.181818181818182,9.0,0.8181818181818182,0.0,,0.0,,2.0,0.18181818181818182,12.0,1.0909090909090908
India,Mizoram,15,"Financial Year (Apr - Mar), 2021",373.0,33.90909090909091,66.0,6.0,9.0,0.8181818181818182,0.0,,0.0,,2.0,0.18181818181818182,12.0,1.0909090909090908
India,Nagaland,13,"Financial Year (Apr - Mar), 2016",396.0,36.0,126.0,11.454545454545455,21.0,1.9090909090909092,0.0,,0.0,,0.0,0.0,11.0,1.0
India,Nagaland,13,"Financial Year (Apr - Mar), 2017",396.0,36.0,126.0,11.454545454545455,21.0,1.9090909090909092,0.0,,0.0,,0.0,0.0,11.0,1.0
India,Nagaland,13,"Financial Year (Apr - Mar), 2018",346.0,34.6,111.0,11.1,18.0,1.8,52.0,5.2,5.0,0.5,0.0,0.0,10.0,1.0
India,Nagaland,13,"Financial Year (Apr - Mar), 2019",6103.0,3051.5,1314.0,657.0,259.0,129.5,0.0,,0.0,,74.0,37.0,30.0,15.0
India,Nagaland,13,"Financial Year (Apr - Mar), 2020",445.0,40.45454545454545,138.0,12.545454545454545,21.0,1.9090909090909092,0.0,,0.0,,0.0,0.0,11.0,1.0
