Country,StateName,StateCode,Year,I1278_3_sum,I1278_3_avg,I1278_4_sum,I1278_4_avg,I1278_5_sum,I1278_5_avg,I1278_6_sum,I1278_6_avg,I1278_7_sum,I1278_7_avg,I1278_8_sum,I1278_8_avg,I1278_9_sum,I1278_9_avg,I1278_10_sum,I1278_10_avg,I1278_11_sum,I1278_11_avg,I1278_12_sum,I1278_12_avg,I1278_13_sum,I1278_13_avg,I1278_14_sum,I1278_14_avg,I1278_15_sum,I1278_15_avg,I1278_16_sum,I1278_16_avg,I1278_17_sum,I1278_17_avg,I1278_18_sum,I1278_18_avg
India,Mizoram,15,"Calendar Year (Jan - Dec), 2020",1988.0,1988.0,676.0,676.0,1773.0,1773.0,50.0,50.0,31.0,31.0,5.0,5.0,27.0,27.0,52.0,52.0,69.0,69.0,89.0,89.0,2.5,2.5,1.6,1.6,0.3,0.3,1.4,1.4,2.6,2.6,981.0,981.0
India,Mizoram,15,"Calendar Year (Jan - Dec), 2021",1670.0,1670.0,584.0,584.0,1477.0,1477.0,72.0,72.0,33.0,33.0,16.0,16.0,7.0,7.0,9.0,9.0,35.0,35.0,88.4,88.4,4.3,4.3,2.0,2.0,1.0,1.0,0.4,0.4,0.5,0.5,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2022",1993.0,1993.0,721.0,721.0,1744.0,1744.0,85.0,85.0,38.0,38.0,9.0,9.0,21.0,21.0,12.0,12.0,36.2,36.2,87.5,87.5,4.3,4.3,1.9,1.9,0.5,0.5,1.1,1.1,0.6,0.6,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2018",2702.0,2702.0,1435.0,1435.0,2359.0,2359.0,127.0,127.0,63.0,63.0,17.0,17.0,15.0,15.0,121.0,121.0,79.0,79.0,87.0,87.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1814.0,1814.0
India,Tripura,16,"Calendar Year (Jan - Dec), 2019",2936.0,2936.0,1402.0,1402.0,2423.0,2423.0,173.0,173.0,85.0,85.0,18.0,18.0,62.0,62.0,175.0,175.0,71.0,71.0,83.0,83.0,5.9,5.9,2.9,2.9,0.6,0.6,2.1,2.1,6.0,6.0,1976.0,1976.0
India,Tripura,16,"Calendar Year (Jan - Dec), 2020",2137.0,2137.0,1043.0,1043.0,1739.0,1739.0,159.0,159.0,50.0,50.0,9.0,9.0,60.0,60.0,42.0,42.0,74.0,74.0,81.0,81.0,7.4,7.4,2.3,2.3,0.4,0.4,2.8,2.8,2.0,2.0,1412.0,1412.0
India,Tripura,16,"Calendar Year (Jan - Dec), 2021",2729.0,2729.0,1156.0,1156.0,2328.0,2328.0,167.0,167.0,58.0,58.0,11.0,11.0,52.0,52.0,23.0,23.0,42.4,42.4,85.3,85.3,6.1,6.1,2.1,2.1,0.4,0.4,1.9,1.9,0.8,0.8,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2022",3266.0,3266.0,1332.0,1332.0,2836.0,2836.0,182.0,182.0,79.0,79.0,13.0,13.0,35.0,35.0,2.0,2.0,40.8,40.8,86.8,86.8,5.6,5.6,2.4,2.4,0.4,0.4,1.1,1.1,0.1,0.1,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2018",4459.0,4459.0,1329.0,1329.0,3379.0,3379.0,145.0,145.0,120.0,120.0,37.0,37.0,56.0,56.0,722.0,722.0,61.0,61.0,76.0,76.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,16.0,16.0,2193.0,2193.0
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2019",4963.0,4963.0,1508.0,1508.0,3955.0,3955.0,186.0,186.0,156.0,156.0,33.0,33.0,75.0,75.0,558.0,558.0,58.0,58.0,80.0,80.0,3.7,3.7,3.1,3.1,0.7,0.7,1.5,1.5,11.2,11.2,2587.0,2587.0
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2020",3864.0,3864.0,1206.0,1206.0,3109.0,3109.0,185.0,185.0,148.0,148.0,27.0,27.0,89.0,89.0,83.0,83.0,58.0,58.0,80.0,80.0,4.8,4.8,3.8,3.8,0.7,0.7,2.3,2.3,2.1,2.1,2090.0,2090.0
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2021",3916.0,3916.0,1314.0,1314.0,3322.0,3322.0,180.0,180.0,83.0,83.0,21.0,21.0,108.0,108.0,6.0,6.0,33.6,33.6,84.8,84.8,4.6,4.6,2.1,2.1,0.5,0.5,2.8,2.8,0.2,0.2,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2022",4639.0,4639.0,1740.0,1740.0,3858.0,3858.0,197.0,197.0,139.0,139.0,22.0,22.0,84.0,84.0,63.0,63.0,37.5,37.5,83.2,83.2,4.2,4.2,3.0,3.0,0.5,0.5,1.8,1.8,1.4,1.4,,
India,Assam,18,"Calendar Year (Jan - Dec), 2018",41676.0,41676.0,12825.0,12825.0,34603.0,34603.0,1562.0,1562.0,1510.0,1510.0,227.0,227.0,191.0,191.0,3583.0,3583.0,68.0,68.0,83.0,83.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,9.0,9.0,18989.0,18989.0
India,Assam,18,"Calendar Year (Jan - Dec), 2019",47779.0,47779.0,14117.0,14117.0,39876.0,39876.0,1840.0,1840.0,1210.0,1210.0,191.0,191.0,448.0,448.0,4214.0,4214.0,64.0,64.0,83.0,83.0,3.9,3.9,2.5,2.5,0.4,0.4,0.9,0.9,8.8,8.8,22212.0,22212.0
India,Assam,18,"Calendar Year (Jan - Dec), 2020",34540.0,34540.0,9386.0,9386.0,28896.0,28896.0,1422.0,1422.0,634.0,634.0,125.0,125.0,450.0,450.0,1372.0,1372.0,58.0,58.0,84.0,84.0,4.1,4.1,1.8,1.8,0.4,0.4,1.3,1.3,4.0,4.0,16225.0,16225.0
India,Assam,18,"Calendar Year (Jan - Dec), 2021",37553.0,37553.0,9468.0,9468.0,33091.0,33091.0,1649.0,1649.0,732.0,732.0,202.0,202.0,322.0,322.0,105.0,105.0,25.2,25.2,88.1,88.1,4.4,4.4,1.9,1.9,0.5,0.5,0.9,0.9,0.3,0.3,,
India,Assam,18,"Calendar Year (Jan - Dec), 2022",47404.0,47404.0,12165.0,12165.0,42018.0,42018.0,1750.0,1750.0,681.0,681.0,213.0,213.0,463.0,463.0,212.0,212.0,25.7,25.7,88.6,88.6,3.7,3.7,1.4,1.4,0.4,0.4,1.0,1.0,0.4,0.4,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018",101033.0,101033.0,45509.0,45509.0,84561.0,84561.0,4571.0,4571.0,3022.0,3022.0,737.0,737.0,1010.0,1010.0,7132.0,7132.0,72.0,72.0,84.0,84.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,63294.0,63294.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019",108497.0,108497.0,46625.0,46625.0,88348.0,88348.0,5417.0,5417.0,2937.0,2937.0,632.0,632.0,1301.0,1301.0,9862.0,9862.0,67.0,67.0,81.0,81.0,5.0,5.0,2.7,2.7,0.6,0.6,1.2,1.2,9.1,9.1,69323.0,69323.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020",77477.0,77477.0,35563.0,35563.0,65165.0,65165.0,4320.0,4320.0,1556.0,1556.0,467.0,467.0,1222.0,1222.0,1421.0,1421.0,71.0,71.0,84.0,84.0,5.6,5.6,2.0,2.0,0.6,0.6,1.6,1.6,1.8,1.8,49961.0,49961.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",89277.0,89277.0,42191.0,42191.0,74432.0,74432.0,4963.0,4963.0,1710.0,1710.0,644.0,644.0,1337.0,1337.0,1320.0,1320.0,47.3,47.3,83.4,83.4,5.6,5.6,1.9,1.9,0.7,0.7,1.5,1.5,1.5,1.5,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",92921.0,92921.0,44420.0,44420.0,79661.0,79661.0,4642.0,4642.0,1895.0,1895.0,579.0,579.0,1823.0,1823.0,391.0,391.0,47.8,47.8,85.7,85.7,5.0,5.0,2.0,2.0,0.6,0.6,2.0,2.0,0.4,0.4,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018",48669.0,48669.0,16076.0,16076.0,40573.0,40573.0,1163.0,1163.0,1262.0,1262.0,223.0,223.0,181.0,181.0,5267.0,5267.0,73.0,73.0,83.0,83.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,11.0,21938.0,21938.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019",56524.0,56524.0,15246.0,15246.0,43450.0,43450.0,1314.0,1314.0,1596.0,1596.0,281.0,281.0,270.0,270.0,9613.0,9613.0,58.0,58.0,77.0,77.0,2.3,2.3,2.8,2.8,0.5,0.5,0.5,0.5,17.0,17.0,26301.0,26301.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020",45660.0,45660.0,10097.0,10097.0,38041.0,38041.0,1568.0,1568.0,2378.0,2378.0,169.0,169.0,309.0,309.0,1405.0,1405.0,54.0,54.0,83.0,83.0,3.4,3.4,5.2,5.2,0.4,0.4,0.7,0.7,3.1,3.1,18601.0,18601.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",52793.0,52793.0,13046.0,13046.0,45672.0,45672.0,1826.0,1826.0,2513.0,2513.0,235.0,235.0,320.0,320.0,684.0,684.0,24.7,24.7,86.5,86.5,3.5,3.5,4.8,4.8,0.4,0.4,0.6,0.6,1.3,1.3,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",58996.0,58996.0,17833.0,17833.0,52627.0,52627.0,1560.0,1560.0,1281.0,1281.0,275.0,275.0,270.0,270.0,477.0,477.0,30.2,30.2,89.2,89.2,2.6,2.6,2.2,2.2,0.5,0.5,0.5,0.5,0.8,0.8,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2018",48307.0,48307.0,21252.0,21252.0,42703.0,42703.0,2522.0,2522.0,1484.0,1484.0,184.0,184.0,251.0,251.0,1163.0,1163.0,78.0,78.0,88.0,88.0,5.0,5.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,27094.0,27094.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2019",52279.0,52279.0,22586.0,22586.0,45619.0,45619.0,2738.0,2738.0,1144.0,1144.0,180.0,180.0,429.0,429.0,2169.0,2169.0,77.0,77.0,87.0,87.0,5.2,5.2,2.2,2.2,0.3,0.3,0.8,0.8,4.1,4.1,29219.0,29219.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020",44995.0,44995.0,20307.0,20307.0,39995.0,39995.0,2506.0,2506.0,584.0,584.0,107.0,107.0,248.0,248.0,526.0,526.0,81.0,81.0,89.0,89.0,5.6,5.6,1.3,1.3,0.2,0.2,0.6,0.6,1.2,1.2,24976.0,24976.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",51788.0,51788.0,22319.0,22319.0,46473.0,46473.0,2973.0,2973.0,498.0,498.0,85.0,85.0,262.0,262.0,390.0,390.0,43.1,43.1,89.7,89.7,5.7,5.7,1.0,1.0,0.2,0.2,0.5,0.5,0.8,0.8,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",59656.0,59656.0,25592.0,25592.0,54308.0,54308.0,2646.0,2646.0,490.0,490.0,107.0,107.0,262.0,262.0,411.0,411.0,42.9,42.9,91.0,91.0,4.4,4.4,0.8,0.8,0.2,0.2,0.4,0.4,0.7,0.7,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2018",40527.0,40527.0,12250.0,12250.0,33878.0,33878.0,1403.0,1403.0,788.0,788.0,247.0,247.0,180.0,180.0,4031.0,4031.0,78.0,78.0,84.0,84.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,15790.0,15790.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2019",42845.0,42845.0,12468.0,12468.0,36165.0,36165.0,1603.0,1603.0,821.0,821.0,207.0,207.0,353.0,353.0,3696.0,3696.0,73.0,73.0,84.0,84.0,3.7,3.7,1.9,1.9,0.5,0.5,0.8,0.8,8.6,8.6,17166.0,17166.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2020",29104.0,29104.0,8434.0,8434.0,25080.0,25080.0,1380.0,1380.0,685.0,685.0,137.0,137.0,261.0,261.0,1072.0,1072.0,74.0,74.0,86.0,86.0,4.7,4.7,2.4,2.4,0.5,0.5,0.9,0.9,3.7,3.7,11358.0,11358.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",32184.0,32184.0,10609.0,10609.0,27646.0,27646.0,1846.0,1846.0,627.0,627.0,176.0,176.0,402.0,402.0,541.0,541.0,33.0,33.0,85.9,85.9,5.7,5.7,1.9,1.9,0.5,0.5,1.2,1.2,1.7,1.7,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",38788.0,38788.0,12617.0,12617.0,34256.0,34256.0,2096.0,2096.0,718.0,718.0,181.0,181.0,430.0,430.0,169.0,169.0,32.5,32.5,88.3,88.3,5.4,5.4,1.9,1.9,0.5,0.5,1.1,1.1,0.4,0.4,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2018",152846.0,152846.0,40526.0,40526.0,124165.0,124165.0,4316.0,4316.0,6086.0,6086.0,1068.0,1068.0,594.0,594.0,16617.0,16617.0,71.0,71.0,81.0,81.0,3.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,11.0,11.0,57357.0,57357.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2019",183177.0,183177.0,42677.0,42677.0,144462.0,144462.0,5485.0,5485.0,9721.0,9721.0,1117.0,1117.0,1372.0,1372.0,21020.0,21020.0,60.0,60.0,79.0,79.0,3.0,3.0,5.3,5.3,0.6,0.6,0.7,0.7,11.5,11.5,71333.0,71333.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2020",135759.0,135759.0,31912.0,31912.0,108006.0,108006.0,4795.0,4795.0,6092.0,6092.0,767.0,767.0,1431.0,1431.0,8957.0,8957.0,60.0,60.0,80.0,80.0,3.5,3.5,4.5,4.5,0.6,0.6,1.1,1.1,6.6,6.6,53234.0,53234.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",166098.0,166098.0,34817.0,34817.0,140738.0,140738.0,6643.0,6643.0,7336.0,7336.0,1103.0,1103.0,1615.0,1615.0,2975.0,2975.0,21.0,21.0,84.7,84.7,4.0,4.0,4.4,4.4,0.7,0.7,1.0,1.0,1.8,1.8,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",186709.0,186709.0,41904.0,41904.0,162931.0,162931.0,6557.0,6557.0,6399.0,6399.0,1099.0,1099.0,1671.0,1671.0,703.0,703.0,22.4,22.4,87.3,87.3,3.5,3.5,3.4,3.4,0.6,0.6,0.9,0.9,0.4,0.4,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2018",148695.0,148695.0,42366.0,42366.0,121915.0,121915.0,6436.0,6436.0,6206.0,6206.0,1251.0,1251.0,1616.0,1616.0,11271.0,11271.0,73.0,73.0,82.0,82.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,58346.0,58346.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2019",150999.0,150999.0,42165.0,42165.0,129063.0,129063.0,6870.0,6870.0,4408.0,4408.0,1266.0,1266.0,2650.0,2650.0,6742.0,6742.0,72.0,72.0,85.0,85.0,4.5,4.5,2.9,2.9,0.8,0.8,1.8,1.8,4.5,4.5,58532.0,58532.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2020",115345.0,115345.0,31626.0,31626.0,101484.0,101484.0,5472.0,5472.0,2410.0,2410.0,876.0,876.0,2074.0,2074.0,744.0,744.0,77.0,77.0,88.0,88.0,4.7,4.7,2.1,2.1,0.8,0.8,1.8,1.8,0.6,0.6,40867.0,40867.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",138070.0,138070.0,39146.0,39146.0,122521.0,122521.0,6846.0,6846.0,2453.0,2453.0,1015.0,1015.0,2258.0,2258.0,536.0,536.0,28.4,28.4,88.7,88.7,5.0,5.0,1.8,1.8,0.7,0.7,1.6,1.6,0.4,0.4,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",144685.0,144685.0,41769.0,41769.0,130391.0,130391.0,5976.0,5976.0,1944.0,1944.0,1039.0,1039.0,2292.0,2292.0,159.0,159.0,28.9,28.9,90.1,90.1,4.1,4.1,1.3,1.3,0.7,0.7,1.6,1.6,0.1,0.1,,
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2018",191294.0,191294.0,47125.0,47125.0,155573.0,155573.0,7114.0,7114.0,7543.0,7543.0,1278.0,1278.0,3099.0,3099.0,16687.0,16687.0,60.0,60.0,81.0,81.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,9.0,9.0,79039.0,79039.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2019",210754.0,210754.0,48313.0,48313.0,175859.0,175859.0,8785.0,8785.0,6802.0,6802.0,1160.0,1160.0,3451.0,3451.0,14697.0,14697.0,52.0,52.0,83.0,83.0,4.2,4.2,3.2,3.2,0.6,0.6,1.6,1.6,7.0,7.0,92202.0,92202.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2020",147420.0,147420.0,33072.0,33072.0,124317.0,124317.0,6988.0,6988.0,3088.0,3088.0,716.0,716.0,3324.0,3324.0,858.0,858.0,52.0,52.0,84.0,84.0,4.7,4.7,2.1,2.1,0.5,0.5,2.3,2.3,0.6,0.6,63467.0,63467.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2021",182554.0,182554.0,38629.0,38629.0,158528.0,158528.0,7809.0,7809.0,2814.0,2814.0,893.0,893.0,5121.0,5121.0,501.0,501.0,21.2,21.2,86.8,86.8,4.3,4.3,1.5,1.5,0.5,0.5,2.8,2.8,0.3,0.3,,
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2022",219216.0,219216.0,44957.0,44957.0,190484.0,190484.0,8559.0,8559.0,2995.0,2995.0,965.0,965.0,5513.0,5513.0,812.0,812.0,20.5,20.5,86.9,86.9,3.9,3.9,1.4,1.4,0.4,0.4,2.5,2.5,0.4,0.4,,
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2018",90680.0,90680.0,30580.0,30580.0,82351.0,82351.0,3636.0,3636.0,1998.0,1998.0,462.0,462.0,870.0,870.0,1363.0,1363.0,68.0,68.0,91.0,91.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,45051.0,45051.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2019",96469.0,96469.0,39092.0,39092.0,86891.0,86891.0,3585.0,3585.0,1432.0,1432.0,322.0,322.0,1459.0,1459.0,2780.0,2780.0,73.0,73.0,90.0,90.0,3.7,3.7,1.5,1.5,0.3,0.3,1.5,1.5,2.9,2.9,53389.0,53389.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2020",62914.0,62914.0,24379.0,24379.0,56675.0,56675.0,2490.0,2490.0,499.0,499.0,122.0,122.0,1012.0,1012.0,855.0,855.0,78.0,78.0,90.0,90.0,4.0,4.0,0.8,0.8,0.2,0.2,1.6,1.6,1.4,1.4,31349.0,31349.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",85200.0,85200.0,34923.0,34923.0,79321.0,79321.0,2223.0,2223.0,186.0,186.0,189.0,189.0,1586.0,1586.0,100.0,100.0,41.0,41.0,93.1,93.1,2.6,2.6,0.2,0.2,0.2,0.2,1.9,1.9,0.1,0.1,,
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",90840.0,90840.0,36984.0,36984.0,86004.0,86004.0,1484.0,1484.0,64.0,64.0,179.0,179.0,1514.0,1514.0,33.0,33.0,40.7,40.7,94.7,94.7,1.6,1.6,0.1,0.1,0.2,0.2,1.7,1.7,0.0,0.0,,
India,Karnataka,29,"Calendar Year (Jan - Dec), 2018",78918.0,78918.0,29990.0,29990.0,62976.0,62976.0,4868.0,4868.0,3670.0,3670.0,628.0,628.0,729.0,729.0,6047.0,6047.0,66.0,66.0,80.0,80.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,8.0,8.0,45422.0,45422.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2019",87168.0,87168.0,31021.0,31021.0,69780.0,69780.0,5605.0,5605.0,2955.0,2955.0,657.0,657.0,1495.0,1495.0,6676.0,6676.0,62.0,62.0,80.0,80.0,6.4,6.4,3.4,3.4,0.8,0.8,1.7,1.7,7.7,7.7,49809.0,49809.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2020",62534.0,62534.0,23508.0,23508.0,50756.0,50756.0,4490.0,4490.0,1555.0,1555.0,368.0,368.0,1518.0,1518.0,873.0,873.0,66.0,66.0,81.0,81.0,7.2,7.2,2.5,2.5,0.6,0.6,2.4,2.4,1.4,1.4,35409.0,35409.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",69405.0,69405.0,28522.0,28522.0,57287.0,57287.0,5236.0,5236.0,1758.0,1758.0,413.0,413.0,1548.0,1548.0,329.0,329.0,41.1,41.1,82.5,82.5,7.5,7.5,2.5,2.5,0.6,0.6,2.2,2.2,0.5,0.5,,
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",76687.0,76687.0,33245.0,33245.0,64845.0,64845.0,5115.0,5115.0,1603.0,1603.0,353.0,353.0,1883.0,1883.0,120.0,120.0,43.4,43.4,84.6,84.6,6.7,6.7,2.1,2.1,0.5,0.5,2.5,2.5,0.2,0.2,,
India,Goa,30,"Calendar Year (Jan - Dec), 2018",2240.0,2240.0,536.0,536.0,1570.0,1570.0,71.0,71.0,70.0,70.0,20.0,20.0,22.0,22.0,487.0,487.0,48.0,48.0,70.0,70.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,22.0,22.0,1123.0,1123.0
India,Goa,30,"Calendar Year (Jan - Dec), 2019",2271.0,2271.0,550.0,550.0,1805.0,1805.0,72.0,72.0,126.0,126.0,14.0,14.0,37.0,37.0,217.0,217.0,46.0,46.0,79.0,79.0,3.2,3.2,5.5,5.5,0.6,0.6,1.6,1.6,9.6,9.6,1188.0,1188.0
India,Goa,30,"Calendar Year (Jan - Dec), 2020",1584.0,1584.0,348.0,348.0,1338.0,1338.0,89.0,89.0,48.0,48.0,8.0,8.0,26.0,26.0,8.0,8.0,41.0,41.0,84.0,84.0,5.6,5.6,3.0,3.0,0.5,0.5,1.6,1.6,0.5,0.5,844.0,844.0
India,Goa,30,"Calendar Year (Jan - Dec), 2021",1948.0,1948.0,452.0,452.0,1560.0,1560.0,175.0,175.0,61.0,61.0,15.0,15.0,43.0,43.0,2.0,2.0,23.2,23.2,80.1,80.1,9.0,9.0,3.1,3.1,0.8,0.8,2.2,2.2,0.1,0.1,,
India,Goa,30,"Calendar Year (Jan - Dec), 2022",1996.0,1996.0,491.0,491.0,1483.0,1483.0,171.0,171.0,87.0,87.0,18.0,18.0,82.0,82.0,17.0,17.0,24.6,24.6,74.3,74.3,8.6,8.6,4.4,4.4,0.9,0.9,4.1,4.1,0.9,0.9,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2018",19.0,19.0,5.0,5.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2019",22.0,22.0,7.0,7.0,14.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,58.0,58.0,64.0,64.0,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,27.3,27.3,12.0,12.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2020",17.0,17.0,9.0,9.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,113.0,113.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,8.0,8.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021",20.0,20.0,10.0,10.0,18.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,90.0,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022",21.0,21.0,15.0,15.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,71.4,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
India,Kerala,32,"Calendar Year (Jan - Dec), 2018",24572.0,24572.0,10407.0,10407.0,21676.0,21676.0,1163.0,1163.0,499.0,499.0,227.0,227.0,190.0,190.0,817.0,817.0,79.0,79.0,88.0,88.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,13121.0,13121.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2019",25267.0,25267.0,10680.0,10680.0,20948.0,20948.0,1828.0,1828.0,478.0,478.0,191.0,191.0,258.0,258.0,1564.0,1564.0,73.0,73.0,83.0,83.0,7.2,7.2,1.9,1.9,0.8,0.8,1.0,1.0,6.2,6.2,14708.0,14708.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2020",20641.0,20641.0,8114.0,8114.0,16770.0,16770.0,1668.0,1668.0,371.0,371.0,131.0,131.0,234.0,234.0,607.0,607.0,67.0,67.0,81.0,81.0,8.1,8.1,1.8,1.8,0.6,0.6,1.1,1.1,2.9,2.9,12137.0,12137.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2021",21886.0,21886.0,8484.0,8484.0,17394.0,17394.0,1779.0,1779.0,481.0,481.0,155.0,155.0,280.0,280.0,648.0,648.0,38.8,38.8,79.5,79.5,8.1,8.1,2.2,2.2,0.7,0.7,1.3,1.3,3.0,3.0,,
India,Kerala,32,"Calendar Year (Jan - Dec), 2022",23135.0,23135.0,9513.0,9513.0,18918.0,18918.0,1950.0,1950.0,606.0,606.0,131.0,131.0,337.0,337.0,84.0,84.0,41.1,41.1,81.8,81.8,8.4,8.4,2.6,2.6,0.6,0.6,1.5,1.5,0.4,0.4,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018",101101.0,101101.0,40304.0,40304.0,85282.0,85282.0,4083.0,4083.0,3435.0,3435.0,583.0,583.0,1214.0,1214.0,6504.0,6504.0,71.0,71.0,84.0,84.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,56642.0,56642.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019",109772.0,109772.0,43362.0,43362.0,91102.0,91102.0,5365.0,5365.0,3279.0,3279.0,572.0,572.0,2107.0,2107.0,7347.0,7347.0,67.0,67.0,83.0,83.0,4.9,4.9,3.0,3.0,0.5,0.5,1.9,1.9,6.7,6.7,64314.0,64314.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020",68943.0,68943.0,28686.0,28686.0,56885.0,56885.0,4050.0,4050.0,1712.0,1712.0,342.0,342.0,2036.0,2036.0,1308.0,1308.0,68.0,68.0,83.0,83.0,5.9,5.9,2.5,2.5,0.5,0.5,3.0,3.0,1.9,1.9,41948.0,41948.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021",82684.0,82684.0,34685.0,34685.0,68711.0,68711.0,4966.0,4966.0,2318.0,2318.0,464.0,464.0,1639.0,1639.0,830.0,830.0,41.9,41.9,83.1,83.1,6.0,6.0,2.8,2.8,0.6,0.6,2.0,2.0,1.0,1.0,,
