Country,StateName,StateCode,Year,TRU,D7298_3,D7298_4,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_sum,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_avg,Estimated_number_of_hospitalisation_cases_sum,Estimated_number_of_hospitalisation_cases_avg,Sample_number_of_hospitalisation_cases_sum,Sample_number_of_hospitalisation_cases_avg
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,4330.0,4330.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,24130.0,24130.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),8773.0,8773.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,19980.0,19980.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,5428.0,5428.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,31927.0,31927.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),12484.0,12484.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,17140.0,17140.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,4826.0,4826.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,28079.0,28079.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),10500.0,10500.0,10954.0,10954.0,1886.0,1886.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,13512.0,13512.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,4440.0,4440.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,24521.0,24521.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),9548.0,9548.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,19981.0,19981.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,5659.0,5659.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,32779.0,32779.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),13663.0,13663.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,17049.0,17049.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,4994.0,4994.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,28684.0,28684.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),11476.0,11476.0,12883.0,12883.0,2617.0,2617.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,1800.0,1800.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,5324.0,5324.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,25695.0,25695.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),14131.0,14131.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,20000.0,20000.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,7338.0,7338.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,35447.0,35447.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),20067.0,20067.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,15325.0,15325.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,6284.0,6284.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,30538.0,30538.0,1929.0,1929.0,731.0,731.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),17018.0,17018.0,1929.0,1929.0,731.0,731.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,14033.0,14033.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,2690.0,2690.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,62577.0,62577.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),20554.0,20554.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,10724.0,10724.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,3061.0,3061.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,62549.0,62549.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),28754.0,28754.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,11800.0,11800.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,2856.0,2856.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,62560.0,62560.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),24765.0,24765.0,3663.0,3663.0,966.0,966.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,16493.0,16493.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,2686.0,2686.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,45534.0,45534.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),20472.0,20472.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,16729.0,16729.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,3218.0,3218.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,51761.0,51761.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),25279.0,25279.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,16652.0,16652.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,2937.0,2937.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,48827.0,48827.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),22896.0,22896.0,4926.0,4926.0,1590.0,1590.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,36631.0,36631.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,2655.0,2655.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,26321.0,26321.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),20242.0,20242.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,64264.0,64264.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3721.0,3721.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,23602.0,23602.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),14790.0,14790.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,55478.0,55478.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3309.0,3309.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,25239.0,25239.0,1263.0,1263.0,624.0,624.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),17473.0,17473.0,1263.0,1263.0,624.0,624.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,34752.0,34752.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1356.0,1356.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,14301.0,14301.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),8211.0,8211.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,34622.0,34622.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,2755.0,2755.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,33948.0,33948.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),19114.0,19114.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,34643.0,34643.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,2093.0,2093.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,24471.0,24471.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),14031.0,14031.0,10222.0,10222.0,1581.0,1581.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,30936.0,30936.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,1454.0,1454.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,16649.0,16649.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),9384.0,9384.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,32846.0,32846.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,2579.0,2579.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,34136.0,34136.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),19388.0,19388.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,32414.0,32414.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,2030.0,2030.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,25813.0,25813.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),14655.0,14655.0,14891.0,14891.0,3047.0,3047.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,26444.0,26444.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,1657.0,1657.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,21740.0,21740.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),11837.0,11837.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,25242.0,25242.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,2141.0,2141.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,34513.0,34513.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),20012.0,20012.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,25741.0,25741.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,1889.0,1889.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,28603.0,28603.0,4668.0,4668.0,1466.0,1466.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),16020.0,16020.0,4668.0,4668.0,1466.0,1466.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,9088.0,9088.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1214.0,1214.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,17687.0,17687.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),9437.0,9437.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,19363.0,19363.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,1068.0,1068.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,28083.0,28083.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),18445.0,18445.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,15543.0,15543.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,1151.0,1151.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,23656.0,23656.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),14123.0,14123.0,6671.0,6671.0,1069.0,1069.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,10561.0,10561.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,1410.0,1410.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,19576.0,19576.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),12921.0,12921.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,14405.0,14405.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,2468.0,2468.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,25371.0,25371.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),17889.0,17889.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,12577.0,12577.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,1913.0,1913.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,22608.0,22608.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),15448.0,15448.0,12857.0,12857.0,2434.0,2434.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,11356.0,11356.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,1931.0,1931.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,20851.0,20851.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),16498.0,16498.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,8648.0,8648.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,4627.0,4627.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,22711.0,22711.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),17261.0,17261.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,10165.0,10165.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3459.0,3459.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,21746.0,21746.0,6186.0,6186.0,1365.0,1365.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),16876.0,16876.0,6186.0,6186.0,1365.0,1365.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,15476.0,15476.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,2886.0,2886.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,19764.0,19764.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),14829.0,14829.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,41915.0,41915.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,8450.0,8450.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,26347.0,26347.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),22807.0,22807.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,30502.0,30502.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,5421.0,5421.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,23233.0,23233.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),18898.0,18898.0,17964.0,17964.0,2434.0,2434.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,24190.0,24190.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3331.0,3331.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,24493.0,24493.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),19491.0,19491.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,47202.0,47202.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,8857.0,8857.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,32352.0,32352.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),28133.0,28133.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,37074.0,37074.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,5973.0,5973.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,28547.0,28547.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),23892.0,23892.0,32523.0,32523.0,5506.0,5506.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,30661.0,30661.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,4222.0,4222.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,29629.0,29629.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),25226.0,25226.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,51374.0,51374.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,9490.0,9490.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,39525.0,39525.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),34725.0,34725.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,42123.0,42123.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,6952.0,6952.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,34608.0,34608.0,14558.0,14558.0,3072.0,3072.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),30056.0,30056.0,14558.0,14558.0,3072.0,3072.0
