Country,StateName,StateCode,Year,I1201_3_sum,I1201_3_avg,I1201_4_sum,I1201_4_avg,I1201_5_sum,I1201_5_avg,I1201_6_sum,I1201_6_avg,I1201_7_sum,I1201_7_avg,I1201_8_sum,I1201_8_avg,I1201_9_sum,I1201_9_avg,I1201_10_sum,I1201_10_avg,I1201_11_sum,I1201_11_avg
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",303.59,303.59,376330.0,376330.0,17396.0,17396.0,93642.0,93642.0,487368.0,487368.0,1605.0,1605.0,23.0,23.0,6.0,6.0,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",301.8,301.8,568591.0,568591.0,46442.0,46442.0,30778.0,30778.0,77220.0,77220.0,645811.0,645811.0,2140.0,2140.0,71.0,71.0,5.0,5.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2018",817.41779,817.41779,,,,,,,675536.0,675536.0,826.0,826.0,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2019",830.6,830.6,543246.0,543246.0,,,,,618246.0,618246.0,744.0,744.0,,,,,75000.0,75000.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2020",843.6,843.6,446538.0,446538.0,,,,,522913.0,522913.0,620.0,620.0,,,,,76375.0,76375.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",857.0,857.0,560826.0,560826.0,16270.0,16270.0,57623.0,57623.0,634719.0,634719.0,741.0,741.0,11.0,11.0,8.0,8.0,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",870.0,870.0,1042693.0,1042693.0,60549.0,60549.0,206403.0,206403.0,1309645.0,1309645.0,1505.0,1505.0,20.0,20.0,3.0,3.0,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",883.49,883.49,1541472.0,1541472.0,190687.0,190687.0,238262.0,238262.0,428949.0,428949.0,1970421.0,1970421.0,2230.0,2230.0,49.0,49.0,5.0,5.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2018",676.73985,676.73985,,,,,,,869701.0,869701.0,1285.0,1285.0,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2019",687.2,687.2,892169.0,892169.0,,,,,977630.0,977630.0,1423.0,1423.0,,,,,85461.0,85461.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2020",697.6,697.6,738943.0,738943.0,,,,,811825.0,811825.0,1164.0,1164.0,,,,,72882.0,72882.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",708.0,708.0,803728.0,803728.0,24170.0,24170.0,61476.0,61476.0,889374.0,889374.0,1256.0,1256.0,20.0,20.0,10.0,10.0,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",713.84,713.84,1153624.0,1153624.0,14500.0,14500.0,93760.0,93760.0,1261884.0,1261884.0,1768.0,1768.0,23.0,23.0,2.0,2.0,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",724.39,724.39,1436908.0,1436908.0,68966.0,68966.0,47132.0,47132.0,116098.0,116098.0,1553006.0,1553006.0,2144.0,2144.0,32.0,32.0,2.0,2.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2018",1227.65975,1227.65975,,,,,,,1081654.0,1081654.0,881.0,881.0,,,,,,
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2019",1241.4,1241.4,924156.0,924156.0,,,,,1133935.0,1133935.0,913.0,913.0,,,,,209779.0,209779.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2020",1257.4,1257.4,728115.0,728115.0,,,,,884469.0,884469.0,703.0,703.0,,,,,156354.0,156354.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2021",1272.0,1272.0,863458.0,863458.0,152089.0,152089.0,43309.0,43309.0,1058856.0,1058856.0,832.0,832.0,22.0,22.0,2.0,2.0,,
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2022",1278.86,1278.86,1611742.0,1611742.0,216494.0,216494.0,114529.0,114529.0,1942765.0,1942765.0,1519.0,1519.0,34.0,34.0,4.0,4.0,,
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2023",1293.95,1293.95,1806565.0,1806565.0,247756.0,247756.0,79004.0,79004.0,326760.0,326760.0,2133325.0,2133325.0,1649.0,1649.0,37.0,37.0,4.0,4.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2018",518.34544,518.34544,,,,,,,451321.0,451321.0,871.0,871.0,,,,,,
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2019",521.9,521.9,52292.0,52292.0,,,,,402272.0,402272.0,771.0,771.0,,,,,349980.0,349980.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2020",525.4,525.4,385061.0,385061.0,,,,,612380.0,612380.0,1166.0,1166.0,,,,,227319.0,227319.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",529.0,529.0,270481.0,270481.0,66940.0,66940.0,413065.0,413065.0,750486.0,750486.0,1419.0,1419.0,71.0,71.0,40.0,40.0,,
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",528.95,528.95,268507.0,268507.0,85515.0,85515.0,452134.0,452134.0,806156.0,806156.0,1524.0,1524.0,69.0,69.0,12.0,12.0,,
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2023",532.49,532.49,415094.0,415094.0,90459.0,90459.0,518366.0,518366.0,608825.0,608825.0,1023919.0,1023919.0,1923.0,1923.0,130.0,130.0,14.0,14.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2018",668.68115,668.68115,,,,,,,764712.0,764712.0,1144.0,1144.0,,,,,,
India,Karnataka,29,"Calendar Year (Jan - Dec), 2019",676.9,676.9,841485.0,841485.0,,,,,987369.0,987369.0,1459.0,1459.0,,,,,145884.0,145884.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2020",685.1,685.1,319122.0,319122.0,,,,,527789.0,527789.0,770.0,770.0,,,,,208667.0,208667.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",724.0,724.0,336786.0,336786.0,43696.0,43696.0,158000.0,158000.0,538482.0,538482.0,743.0,743.0,24.0,24.0,11.0,11.0,,
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",722.51,722.51,792818.0,792818.0,1227.0,1227.0,177763.0,177763.0,971808.0,971808.0,1345.0,1345.0,36.0,36.0,10.0,10.0,,
India,Karnataka,29,"Calendar Year (Jan - Dec), 2023",740.18,740.18,1104670.0,1104670.0,251704.0,251704.0,207356.0,207356.0,459060.0,459060.0,1563730.0,1563730.0,2113.0,2113.0,77.0,77.0,10.0,10.0
India,Goa,30,"Calendar Year (Jan - Dec), 2018",15.22877,15.22877,,,,,,,17975.0,17975.0,1180.0,1180.0,,,,,,
India,Goa,30,"Calendar Year (Jan - Dec), 2019",15.4,15.4,15585.0,15585.0,,,,,18666.0,18666.0,1212.0,1212.0,,,,,3081.0,3081.0
India,Goa,30,"Calendar Year (Jan - Dec), 2020",15.4,15.4,10730.0,10730.0,,,,,12885.0,12885.0,836.0,836.0,,,,,2155.0,2155.0
India,Goa,30,"Calendar Year (Jan - Dec), 2021",16.0,16.0,58.0,58.0,7116.0,7116.0,6280.0,6280.0,13454.0,13454.0,868.0,868.0,12.0,12.0,11.0,11.0,,
India,Goa,30,"Calendar Year (Jan - Dec), 2022",15.6,15.6,0.0,0.0,8637.0,8637.0,11891.0,11891.0,20528.0,20528.0,1316.0,1316.0,,,15.0,15.0,,
India,Goa,30,"Calendar Year (Jan - Dec), 2023",15.69,15.69,0.0,0.0,11202.0,11202.0,18543.0,18543.0,29745.0,29745.0,29745.0,29745.0,1895.0,1895.0,,,21.0,21.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2018",0.65864,0.65864,,,,,,,941.0,941.0,1429.0,1429.0,,,,,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2019",0.7,0.7,660.0,660.0,,,,,805.0,805.0,1218.0,1218.0,,,,,145.0,145.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2020",0.7,0.7,778.0,778.0,,,,,1152.0,1152.0,1738.0,1738.0,,,,,374.0,374.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021",1.0,1.0,0.0,0.0,64.0,64.0,981.0,981.0,1045.0,1045.0,1572.0,1572.0,,,21.0,21.0,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022",0.67,0.67,0.0,0.0,235.0,235.0,2388.0,2388.0,2623.0,2623.0,3933.0,3933.0,,,114.0,114.0,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2023",0.67,0.67,739.0,739.0,272.0,272.0,37.0,37.0,309.0,309.0,1048.0,1048.0,1567.0,1567.0,,,52.0,52.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2018",342.08129,342.08129,,,,,,,478758.0,478758.0,1400.0,1400.0,,,,,,
India,Kerala,32,"Calendar Year (Jan - Dec), 2019",343.3,343.3,426368.0,426368.0,,,,,503342.0,503342.0,1466.0,1466.0,,,,,76974.0,76974.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2020",344.4,344.4,198776.0,198776.0,,,,,257917.0,257917.0,749.0,749.0,,,,,59141.0,59141.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2021",346.0,346.0,89664.0,89664.0,43674.0,43674.0,94758.0,94758.0,228096.0,228096.0,660.0,660.0,20.0,20.0,14.0,14.0,,
India,Kerala,32,"Calendar Year (Jan - Dec), 2022",346.78,346.78,197577.0,197577.0,79986.0,79986.0,118249.0,118249.0,395812.0,395812.0,1141.0,1141.0,38.0,38.0,14.0,14.0,,
India,Kerala,32,"Calendar Year (Jan - Dec), 2023",354.59,354.59,308902.0,308902.0,116112.0,116112.0,90271.0,90271.0,206383.0,206383.0,515285.0,515285.0,1453.0,1453.0,58.0,58.0,15.0,15.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018",793.38612,793.38612,,,,,,,994312.0,994312.0,1253.0,1253.0,,,,,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019",803.7,803.7,951155.0,951155.0,,,,,1133993.0,1133993.0,1411.0,1411.0,,,,,182838.0,182838.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020",814.0,814.0,532368.0,532368.0,,,,,644301.0,644301.0,792.0,792.0,,,,,111933.0,111933.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021",824.0,824.0,650499.0,650499.0,36156.0,36156.0,98991.0,98991.0,785646.0,785646.0,953.0,953.0,19.0,19.0,9.0,9.0,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",774.5,774.5,1531264.0,1531264.0,89535.0,89535.0,153105.0,153105.0,1773904.0,1773904.0,2290.0,2290.0,29.0,29.0,4.0,4.0,,
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",784.34,784.34,1995443.0,1995443.0,219571.0,219571.0,112613.0,112613.0,332184.0,332184.0,2327627.0,2327627.0,2968.0,2968.0,49.0,49.0,5.0,5.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018",14.40247,14.40247,,,,,,,29934.0,29934.0,2078.0,2078.0,,,,,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019",14.7,14.7,26838.0,26838.0,,,,,31827.0,31827.0,2168.0,2168.0,,,,,4989.0,4989.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2020",15.0,15.0,9370.0,9370.0,,,,,12006.0,12006.0,802.0,802.0,,,,,2636.0,2636.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",15.0,15.0,11070.0,11070.0,3826.0,3826.0,515.0,515.0,15411.0,15411.0,1011.0,1011.0,9.0,9.0,5.0,5.0,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",15.53,15.53,16732.0,16732.0,8607.0,8607.0,1112.0,1112.0,26451.0,26451.0,1703.0,1703.0,12.0,12.0,6.0,6.0,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",15.82,15.82,19345.0,19345.0,7366.0,7366.0,4191.0,4191.0,11557.0,11557.0,30902.0,30902.0,1953.0,1953.0,17.0,17.0,6.0,6.0
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2018",3.87466,3.87466,,,,,,,6163.0,6163.0,1590.0,1590.0,,,,,,
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2019",3.9,3.9,4225.0,4225.0,,,,,5822.0,5822.0,1498.0,1498.0,,,,,1597.0,1597.0
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2020",3.9,3.9,2449.0,2449.0,,,,,3682.0,3682.0,945.0,945.0,,,,,1233.0,1233.0
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",4.0,4.0,4588.0,4588.0,323.0,323.0,1113.0,1113.0,6024.0,6024.0,1542.0,1542.0,33.0,33.0,6.0,6.0,,
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",3.92,3.92,12922.0,12922.0,655.0,655.0,2498.0,2498.0,16075.0,16075.0,4103.0,4103.0,37.0,37.0,8.0,8.0,,
India,Andaman and Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",3.93,3.93,4616.0,4616.0,2987.0,2987.0,1630.0,1630.0,4617.0,4617.0,9233.0,9233.0,2350.0,2350.0,34.0,34.0,11.0,11.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2018",370.61723,370.61723,,,,,,,292774.0,292774.0,790.0,790.0,,,,,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2019",372.2,372.2,314403.0,314403.0,,,,,368374.0,368374.0,990.0,990.0,,,,,53971.0,53971.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2020",379.2,379.2,216953.0,216953.0,,,,,262714.0,262714.0,693.0,693.0,,,,,45761.0,45761.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",382.0,382.0,191017.0,191017.0,21751.0,21751.0,40953.0,40953.0,253721.0,253721.0,664.0,664.0,13.0,13.0,9.0,9.0,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",403.5,403.5,268776.0,268776.0,95872.0,95872.0,209693.0,209693.0,574341.0,574341.0,1423.0,1423.0,25.0,25.0,8.0,8.0,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",406.44,406.44,294246.0,294246.0,96569.0,96569.0,290582.0,290582.0,387151.0,387151.0,681397.0,681397.0,1676.0,1676.0,44.0,44.0,12.0,12.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2018",3.1357099391,3.1357099391,,,,,,,2767.2803008965,2767.2803008965,883.0,883.0,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2019",3.1934784328,3.1934784328,2097.481009318,2097.481009318,,,,,2757.5686267583,2757.5686267583,864.0,864.0,,,,,660.0876174403,660.0876174403
India,Ladakh,37,"Calendar Year (Jan - Dec), 2020",3.4,3.4,1786.0,1786.0,,,,,2922.0,2922.0,850.0,850.0,,,,,1136.0,1136.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",3.0,3.0,1546.0,1546.0,2277.0,2277.0,151.0,151.0,3974.0,3974.0,1137.0,1137.0,22.0,22.0,35.0,35.0,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",2.57,2.57,1860.0,1860.0,7985.0,7985.0,685.0,685.0,10530.0,10530.0,4099.0,4099.0,26.0,26.0,26.0,26.0,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",2.61,2.61,1257.0,1257.0,14734.0,14734.0,1382.0,1382.0,16116.0,16116.0,17373.0,17373.0,6649.0,6649.0,27.0,27.0,46.0,46.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2018",7.55401,7.55401,,,,,,,13135.0,13135.0,1718.0,1718.0,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2019",7.9,7.9,11071.0,11071.0,,,,,15410.0,15410.0,2017.0,2017.0,,,,,4339.0,4339.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2020",8.0,8.0,7835.0,7835.0,,,,,11635.0,11635.0,1447.0,1447.0,,,,,3800.0,3800.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2021",8.0,8.0,11502.0,11502.0,3168.0,3168.0,1198.0,1198.0,15868.0,15868.0,1915.0,1915.0,27.0,27.0,9.0,9.0,,
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2022",8.54,8.54,20989.0,20989.0,3003.0,3003.0,1148.0,1148.0,25140.0,25140.0,2945.0,2945.0,43.0,43.0,5.0,5.0,,
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Calendar Year (Jan - Dec), 2023",8.79,8.79,34271.0,34271.0,5023.0,5023.0,637.0,637.0,5660.0,5660.0,39931.0,39931.0,4540.0,4540.0,69.0,69.0,7.0,7.0
