StateCode,StateName,DistrictCode,DistrictName,Year,phc_count,chc_count,sc_count,dh_count
9,Uttar Pradesh,167,Mathura,2021,34.0,12.0,206.0,3.0
9,Uttar Pradesh,168,Mau,2016,45.0,6.0,225.0,2.0
9,Uttar Pradesh,168,Mau,2017,45.0,6.0,225.0,2.0
9,Uttar Pradesh,168,Mau,2020,43.0,6.0,225.0,2.0
9,Uttar Pradesh,168,Mau,2021,43.0,6.0,225.0,2.0
9,Uttar Pradesh,169,Meerut,2016,44.0,12.0,293.0,2.0
9,Uttar Pradesh,169,Meerut,2017,44.0,12.0,293.0,2.0
9,Uttar Pradesh,169,Meerut,2020,57.0,12.0,280.0,2.0
9,Uttar Pradesh,169,Meerut,2021,57.0,12.0,279.0,2.0
9,Uttar Pradesh,170,Mirzapur,2016,50.0,13.0,265.0,2.0
9,Uttar Pradesh,170,Mirzapur,2017,50.0,13.0,265.0,2.0
9,Uttar Pradesh,170,Mirzapur,2020,39.0,16.0,263.0,2.0
9,Uttar Pradesh,170,Mirzapur,2021,39.0,16.0,263.0,2.0
9,Uttar Pradesh,171,Moradabad,2016,37.0,6.0,286.0,2.0
9,Uttar Pradesh,171,Moradabad,2017,37.0,6.0,286.0,2.0
9,Uttar Pradesh,171,Moradabad,2019,60.0,7.0,267.0,2.0
9,Uttar Pradesh,171,Moradabad,2020,56.0,7.0,267.0,2.0
9,Uttar Pradesh,171,Moradabad,2021,56.0,7.0,259.0,2.0
9,Uttar Pradesh,172,Muzaffarnagar,2016,49.0,9.0,286.0,2.0
9,Uttar Pradesh,172,Muzaffarnagar,2017,49.0,9.0,286.0,2.0
9,Uttar Pradesh,172,Muzaffarnagar,2019,49.0,4.0,286.0,2.0
9,Uttar Pradesh,172,Muzaffarnagar,2020,47.0,7.0,286.0,2.0
9,Uttar Pradesh,172,Muzaffarnagar,2021,47.0,7.0,286.0,2.0
9,Uttar Pradesh,173,Pilibhit,2016,29.0,7.0,195.0,2.0
9,Uttar Pradesh,173,Pilibhit,2017,29.0,7.0,195.0,2.0
9,Uttar Pradesh,173,Pilibhit,2019,28.0,6.0,199.0,2.0
9,Uttar Pradesh,173,Pilibhit,2020,31.0,6.0,199.0,2.0
9,Uttar Pradesh,173,Pilibhit,2021,28.0,9.0,199.0,2.0
9,Uttar Pradesh,174,Pratapgarh,2016,66.0,29.0,360.0,2.0
9,Uttar Pradesh,174,Pratapgarh,2017,66.0,29.0,360.0,2.0
9,Uttar Pradesh,174,Pratapgarh,2019,60.0,19.0,355.0,2.0
9,Uttar Pradesh,174,Pratapgarh,2020,60.0,21.0,355.0,2.0
9,Uttar Pradesh,174,Pratapgarh,2021,60.0,21.0,355.0,2.0
9,Uttar Pradesh,175,Rae Bareli,2016,69.0,18.0,277.0,2.0
9,Uttar Pradesh,175,Rae Bareli,2017,69.0,18.0,277.0,2.0
9,Uttar Pradesh,175,Rae Bareli,2019,51.0,17.0,352.0,2.0
9,Uttar Pradesh,175,Rae Bareli,2020,51.0,19.0,352.0,2.0
9,Uttar Pradesh,175,Rae Bareli,2021,53.0,19.0,352.0,2.0
9,Uttar Pradesh,176,Rampur,2016,32.0,5.0,211.0,2.0
9,Uttar Pradesh,176,Rampur,2017,32.0,5.0,211.0,2.0
9,Uttar Pradesh,176,Rampur,2019,35.0,5.0,211.0,2.0
9,Uttar Pradesh,176,Rampur,2020,35.0,5.0,211.0,2.0
9,Uttar Pradesh,176,Rampur,2021,35.0,5.0,211.0,2.0
9,Uttar Pradesh,177,Saharanpur,2016,53.0,14.0,338.0,3.0
9,Uttar Pradesh,177,Saharanpur,2019,62.0,14.0,364.0,2.0
9,Uttar Pradesh,177,Saharanpur,2020,62.0,21.0,364.0,2.0
9,Uttar Pradesh,177,Saharanpur,2021,62.0,21.0,363.0,2.0
9,Uttar Pradesh,178,Sant Kabir Nagar,2016,26.0,6.0,182.0,1.0
9,Uttar Pradesh,178,Sant Kabir Nagar,2017,26.0,6.0,182.0,1.0
9,Uttar Pradesh,178,Sant Kabir Nagar,2019,23.0,4.0,185.0,1.0
9,Uttar Pradesh,178,Sant Kabir Nagar,2020,23.0,4.0,185.0,1.0
9,Uttar Pradesh,178,Sant Kabir Nagar,2021,23.0,4.0,183.0,1.0
9,Uttar Pradesh,179,Bhadohi,2016,21.0,6.0,155.0,2.0
9,Uttar Pradesh,179,Bhadohi,2017,21.0,6.0,155.0,2.0
9,Uttar Pradesh,179,Bhadohi,2019,17.0,6.0,161.0,2.0
9,Uttar Pradesh,179,Bhadohi,2020,17.0,6.0,161.0,2.0
9,Uttar Pradesh,179,Bhadohi,2021,17.0,6.0,161.0,2.0
9,Uttar Pradesh,180,Shahjahanpur,2016,50.0,14.0,310.0,2.0
9,Uttar Pradesh,180,Shahjahanpur,2017,50.0,14.0,310.0,2.0
9,Uttar Pradesh,180,Shahjahanpur,2019,46.0,17.0,298.0,2.0
9,Uttar Pradesh,180,Shahjahanpur,2020,47.0,17.0,298.0,2.0
9,Uttar Pradesh,180,Shahjahanpur,2021,47.0,17.0,298.0,2.0
9,Uttar Pradesh,181,Shrawasti,2016,17.0,6.0,133.0,1.0
9,Uttar Pradesh,181,Shrawasti,2017,17.0,6.0,133.0,1.0
9,Uttar Pradesh,181,Shrawasti,2019,12.0,6.0,125.0,1.0
9,Uttar Pradesh,181,Shrawasti,2020,12.0,6.0,125.0,1.0
9,Uttar Pradesh,181,Shrawasti,2021,12.0,6.0,125.0,1.0
9,Uttar Pradesh,182,Siddharth Nagar,2016,73.0,12.0,274.0,1.0
9,Uttar Pradesh,182,Siddharth Nagar,2017,73.0,12.0,274.0,1.0
9,Uttar Pradesh,182,Siddharth Nagar,2019,65.0,8.0,278.0,1.0
9,Uttar Pradesh,182,Siddharth Nagar,2020,64.0,8.0,278.0,1.0
9,Uttar Pradesh,182,Siddharth Nagar,2021,64.0,8.0,278.0,1.0
9,Uttar Pradesh,183,Sitapur,2016,87.0,20.0,448.0,2.0
9,Uttar Pradesh,183,Sitapur,2017,87.0,20.0,448.0,2.0
9,Uttar Pradesh,183,Sitapur,2019,67.0,18.0,471.0,2.0
9,Uttar Pradesh,183,Sitapur,2020,66.0,19.0,471.0,2.0
9,Uttar Pradesh,183,Sitapur,2021,67.0,21.0,474.0,2.0
9,Uttar Pradesh,184,Sonbhadra,2016,45.0,6.0,165.0,1.0
9,Uttar Pradesh,184,Sonbhadra,2017,45.0,6.0,165.0,1.0
9,Uttar Pradesh,184,Sonbhadra,2019,31.0,7.0,173.0,2.0
9,Uttar Pradesh,184,Sonbhadra,2020,31.0,7.0,173.0,2.0
9,Uttar Pradesh,184,Sonbhadra,2021,31.0,7.0,173.0,2.0
9,Uttar Pradesh,185,Sultanpur,2016,57.0,14.0,232.0,2.0
9,Uttar Pradesh,185,Sultanpur,2019,42.0,13.0,244.0,2.0
9,Uttar Pradesh,185,Sultanpur,2020,45.0,14.0,244.0,2.0
9,Uttar Pradesh,185,Sultanpur,2021,45.0,14.0,246.0,2.0
9,Uttar Pradesh,186,Unnao,2016,53.0,14.0,348.0,2.0
9,Uttar Pradesh,186,Unnao,2017,53.0,14.0,348.0,2.0
9,Uttar Pradesh,186,Unnao,2019,54.0,7.0,357.0,2.0
9,Uttar Pradesh,186,Unnao,2020,48.0,13.0,357.0,2.0
9,Uttar Pradesh,186,Unnao,2021,48.0,17.0,361.0,2.0
9,Uttar Pradesh,187,Varanasi,2016,30.0,8.0,312.0,5.0
9,Uttar Pradesh,187,Varanasi,2017,30.0,8.0,312.0,5.0
9,Uttar Pradesh,187,Varanasi,2019,51.0,12.0,320.0,4.0
9,Uttar Pradesh,187,Varanasi,2020,51.0,12.0,320.0,4.0
9,Uttar Pradesh,633,Kasganj,2016,36.0,5.0,170.0,1.0
9,Uttar Pradesh,633,Kasganj,2017,36.0,5.0,170.0,1.0
9,Uttar Pradesh,633,Kasganj,2020,31.0,7.0,170.0,1.0
9,Uttar Pradesh,633,Kasganj,2021,31.0,7.0,170.0,1.0
9,Uttar Pradesh,640,Amethi,2016,43.0,13.0,271.0,0.0
9,Uttar Pradesh,640,Amethi,2017,43.0,13.0,271.0,0.0
9,Uttar Pradesh,640,Amethi,2020,30.0,13.0,213.0,0.0
9,Uttar Pradesh,640,Amethi,2021,33.0,13.0,213.0,0.0
9,Uttar Pradesh,659,Sambhal,2016,34.0,9.0,131.0,1.0
9,Uttar Pradesh,659,Sambhal,2017,34.0,9.0,131.0,1.0
9,Uttar Pradesh,659,Sambhal,2019,31.0,9.0,214.0,1.0
9,Uttar Pradesh,659,Sambhal,2020,31.0,10.0,214.0,1.0
9,Uttar Pradesh,659,Sambhal,2021,31.0,10.0,216.0,1.0
9,Uttar Pradesh,660,Shamli,2016,31.0,5.0,130.0,0.0
9,Uttar Pradesh,660,Shamli,2017,31.0,5.0,130.0,0.0
9,Uttar Pradesh,660,Shamli,2019,26.0,7.0,135.0,0.0
9,Uttar Pradesh,660,Shamli,2020,26.0,7.0,135.0,1.0
9,Uttar Pradesh,660,Shamli,2021,26.0,7.0,135.0,1.0
9,Uttar Pradesh,661,Hapur,2016,24.0,5.0,148.0,0.0
9,Uttar Pradesh,661,Hapur,2017,24.0,5.0,148.0,0.0
9,Uttar Pradesh,661,Hapur,2020,26.0,6.0,176.0,1.0
9,Uttar Pradesh,661,Hapur,2021,26.0,6.0,181.0,1.0
9,Uttar Pradesh,999999,Unknown Districts Of India,2016,83.0,15.0,367.0,2.0
9,Uttar Pradesh,999999,Unknown Districts Of India,2017,230.0,54.0,1125.0,8.0
9,Uttar Pradesh,999999,Unknown Districts Of India,2019,544.0,57.0,3135.0,2.0
9,Uttar Pradesh,999999,Unknown Districts Of India,2020,81.0,9.0,367.0,2.0
9,Uttar Pradesh,999999,Unknown Districts Of India,2021,77.0,14.0,367.0,2.0
10,Bihar,188,Araria,2016,38.0,2.0,242.0,1.0
10,Bihar,188,Araria,2017,38.0,2.0,242.0,1.0
10,Bihar,188,Araria,2018,26.0,2.0,242.0,1.0
10,Bihar,188,Araria,2019,44.0,2.0,221.0,1.0
10,Bihar,188,Araria,2020,46.0,7.0,242.0,1.0
10,Bihar,188,Araria,2021,39.0,6.0,221.0,1.0
10,Bihar,189,Aurangabad,2016,72.0,6.0,254.0,1.0
10,Bihar,189,Aurangabad,2017,72.0,6.0,254.0,1.0
10,Bihar,189,Aurangabad,2018,55.0,6.0,254.0,1.0
10,Bihar,189,Aurangabad,2019,72.0,3.0,248.0,1.0
10,Bihar,189,Aurangabad,2020,72.0,8.0,254.0,1.0
10,Bihar,189,Aurangabad,2021,68.0,8.0,248.0,1.0
10,Bihar,190,Banka,2016,42.0,4.0,239.0,1.0
10,Bihar,190,Banka,2017,42.0,4.0,239.0,1.0
10,Bihar,190,Banka,2018,30.0,4.0,237.0,1.0
10,Bihar,190,Banka,2019,42.0,3.0,251.0,1.0
10,Bihar,190,Banka,2020,40.0,7.0,251.0,1.0
10,Bihar,190,Banka,2021,34.0,8.0,242.0,1.0
10,Bihar,191,Begusarai,2016,40.0,2.0,292.0,1.0
10,Bihar,191,Begusarai,2017,40.0,2.0,292.0,1.0
10,Bihar,191,Begusarai,2018,27.0,2.0,288.0,1.0
10,Bihar,191,Begusarai,2019,44.0,2.0,292.0,1.0
10,Bihar,191,Begusarai,2020,44.0,7.0,292.0,1.0
10,Bihar,191,Begusarai,2021,40.0,7.0,290.0,1.0
10,Bihar,192,Bhagalpur,2016,70.0,4.0,362.0,1.0
10,Bihar,192,Bhagalpur,2017,70.0,4.0,362.0,1.0
10,Bihar,192,Bhagalpur,2018,49.0,4.0,354.0,1.0
10,Bihar,192,Bhagalpur,2019,74.0,3.0,330.0,1.0
10,Bihar,192,Bhagalpur,2020,77.0,10.0,362.0,1.0
10,Bihar,192,Bhagalpur,2021,66.0,11.0,327.0,1.0
10,Bihar,193,Bhojpur,2016,41.0,4.0,298.0,1.0
10,Bihar,193,Bhojpur,2017,41.0,4.0,298.0,1.0
10,Bihar,193,Bhojpur,2018,31.0,4.0,298.0,1.0
10,Bihar,193,Bhojpur,2019,45.0,3.0,300.0,1.0
10,Bihar,193,Bhojpur,2020,45.0,10.0,303.0,1.0
10,Bihar,193,Bhojpur,2021,39.0,10.0,300.0,1.0
10,Bihar,194,Buxar,2016,39.0,1.0,160.0,1.0
10,Bihar,194,Buxar,2017,39.0,1.0,160.0,1.0
10,Bihar,194,Buxar,2018,29.0,1.0,160.0,1.0
10,Bihar,194,Buxar,2019,39.0,0.0,149.0,1.0
10,Bihar,194,Buxar,2020,40.0,4.0,160.0,1.0
10,Bihar,194,Buxar,2021,35.0,4.0,149.0,1.0
10,Bihar,195,Darbhanga,2016,97.0,8.0,398.0,1.0
10,Bihar,195,Darbhanga,2017,97.0,8.0,398.0,0.0
10,Bihar,195,Darbhanga,2018,79.0,8.0,398.0,0.0
10,Bihar,195,Darbhanga,2019,71.0,2.0,259.0,0.0
10,Bihar,195,Darbhanga,2020,74.0,10.0,261.0,0.0
10,Bihar,195,Darbhanga,2021,63.0,10.0,259.0,0.0
10,Bihar,196,Gaya,2016,64.0,9.0,261.0,1.0
10,Bihar,196,Gaya,2017,64.0,9.0,261.0,1.0
10,Bihar,196,Gaya,2018,52.0,9.0,260.0,1.0
10,Bihar,196,Gaya,2019,91.0,1.0,474.0,1.0
10,Bihar,196,Gaya,2020,86.0,18.0,473.0,1.0
10,Bihar,196,Gaya,2021,73.0,18.0,473.0,1.0
10,Bihar,197,Gopalganj,2016,60.0,8.0,469.0,1.0
10,Bihar,197,Gopalganj,2017,60.0,8.0,469.0,1.0
10,Bihar,197,Gopalganj,2018,53.0,8.0,460.0,1.0
10,Bihar,197,Gopalganj,2019,37.0,3.0,189.0,1.0
10,Bihar,197,Gopalganj,2020,36.0,10.0,185.0,1.0
10,Bihar,197,Gopalganj,2021,30.0,10.0,189.0,1.0
10,Bihar,198,Jamui,2016,36.0,6.0,185.0,1.0
10,Bihar,198,Jamui,2017,36.0,6.0,185.0,1.0
10,Bihar,198,Jamui,2018,28.0,6.0,179.0,1.0
10,Bihar,198,Jamui,2019,39.0,3.0,234.0,1.0
10,Bihar,198,Jamui,2020,34.0,7.0,279.0,1.0
10,Bihar,198,Jamui,2021,36.0,7.0,277.0,1.0
10,Bihar,199,Jehanabad,2016,38.0,2.0,107.0,1.0
10,Bihar,199,Jehanabad,2017,38.0,2.0,107.0,1.0
10,Bihar,199,Jehanabad,2018,33.0,2.0,102.0,1.0
10,Bihar,199,Jehanabad,2019,38.0,1.0,110.0,1.0
10,Bihar,199,Jehanabad,2020,40.0,6.0,107.0,1.0
10,Bihar,199,Jehanabad,2021,33.0,6.0,110.0,1.0
10,Bihar,200,Kaimur (Bhabua),2016,32.0,4.0,279.0,1.0
10,Bihar,200,Kaimur (Bhabua),2017,32.0,4.0,279.0,1.0
10,Bihar,200,Kaimur (Bhabua),2018,27.0,4.0,276.0,1.0
10,Bihar,200,Kaimur (Bhabua),2019,30.0,2.0,178.0,1.0
10,Bihar,200,Kaimur (Bhabua),2020,31.0,5.0,175.0,1.0
10,Bihar,200,Kaimur (Bhabua),2021,27.0,5.0,181.0,1.0
10,Bihar,201,Katihar,2016,30.0,4.0,175.0,1.0
10,Bihar,201,Katihar,2017,30.0,4.0,175.0,1.0
10,Bihar,201,Katihar,2018,16.0,4.0,174.0,1.0
10,Bihar,201,Katihar,2019,63.0,1.0,341.0,1.0
10,Bihar,201,Katihar,2020,65.0,8.0,327.0,1.0
10,Bihar,201,Katihar,2021,57.0,7.0,340.0,1.0
10,Bihar,202,Khagaria,2016,57.0,1.0,327.0,1.0
10,Bihar,202,Khagaria,2017,57.0,1.0,327.0,1.0
10,Bihar,202,Khagaria,2018,49.0,1.0,323.0,1.0
10,Bihar,202,Khagaria,2019,32.0,1.0,187.0,1.0
10,Bihar,202,Khagaria,2020,32.0,3.0,193.0,1.0
10,Bihar,202,Khagaria,2021,26.0,4.0,187.0,1.0
10,Bihar,203,Kishanganj,2016,30.0,1.0,186.0,1.0
10,Bihar,203,Kishanganj,2017,30.0,1.0,186.0,1.0
10,Bihar,203,Kishanganj,2018,20.0,1.0,186.0,1.0
10,Bihar,203,Kishanganj,2019,19.0,1.0,155.0,1.0
10,Bihar,203,Kishanganj,2020,19.0,4.0,156.0,1.0
10,Bihar,203,Kishanganj,2021,16.0,4.0,258.0,1.0
10,Bihar,204,Lakhisarai,2016,17.0,1.0,156.0,1.0
10,Bihar,204,Lakhisarai,2017,17.0,1.0,156.0,1.0
10,Bihar,204,Lakhisarai,2018,8.0,1.0,156.0,1.0
10,Bihar,204,Lakhisarai,2019,21.0,1.0,102.0,1.0
10,Bihar,204,Lakhisarai,2020,18.0,3.0,102.0,1.0
10,Bihar,204,Lakhisarai,2021,19.0,3.0,102.0,1.0
10,Bihar,205,Madhepura,2016,18.0,1.0,102.0,1.0
10,Bihar,205,Madhepura,2017,18.0,1.0,102.0,1.0
10,Bihar,205,Madhepura,2018,11.0,1.0,98.0,1.0
10,Bihar,205,Madhepura,2019,37.0,0.0,272.0,1.0
10,Bihar,205,Madhepura,2020,42.0,8.0,272.0,1.0
10,Bihar,205,Madhepura,2021,27.0,8.0,272.0,1.0
10,Bihar,206,Madhubani,2016,34.0,4.0,272.0,1.0
10,Bihar,206,Madhubani,2017,34.0,4.0,272.0,1.0
10,Bihar,206,Madhubani,2018,12.0,4.0,272.0,1.0
10,Bihar,206,Madhubani,2019,96.0,1.0,439.0,1.0
10,Bihar,206,Madhubani,2020,97.0,15.0,429.0,1.0
10,Bihar,206,Madhubani,2021,85.0,13.0,436.0,1.0
10,Bihar,207,Munger,2016,82.0,2.0,376.0,1.0
10,Bihar,207,Munger,2017,82.0,2.0,376.0,1.0
10,Bihar,207,Munger,2018,75.0,2.0,376.0,1.0
10,Bihar,207,Munger,2019,34.0,0.0,154.0,1.0
10,Bihar,207,Munger,2020,36.0,3.0,167.0,1.0
10,Bihar,207,Munger,2021,32.0,3.0,154.0,1.0
10,Bihar,208,Muzaffarpur,2016,29.0,9.0,154.0,1.0
10,Bihar,208,Muzaffarpur,2017,29.0,9.0,154.0,1.0
10,Bihar,208,Muzaffarpur,2018,12.0,9.0,152.0,1.0
10,Bihar,208,Muzaffarpur,2019,103.0,1.0,500.0,1.0
10,Bihar,208,Muzaffarpur,2020,104.0,14.0,520.0,1.0
10,Bihar,208,Muzaffarpur,2021,88.0,14.0,520.0,1.0
10,Bihar,209,Nalanda,2016,99.0,3.0,499.0,1.0
10,Bihar,209,Nalanda,2017,99.0,3.0,499.0,1.0
10,Bihar,209,Nalanda,2018,78.0,3.0,494.0,1.0
10,Bihar,209,Nalanda,2019,70.0,4.0,367.0,1.0
10,Bihar,209,Nalanda,2020,69.0,9.0,370.0,1.0
10,Bihar,209,Nalanda,2021,65.0,8.0,367.0,1.0
10,Bihar,210,Nawada,2016,65.0,2.0,368.0,1.0
10,Bihar,210,Nawada,2017,65.0,2.0,368.0,1.0
10,Bihar,210,Nawada,2018,58.0,2.0,367.0,1.0
10,Bihar,210,Nawada,2019,52.0,1.0,173.0,1.0
10,Bihar,210,Nawada,2020,52.0,10.0,174.0,1.0
10,Bihar,210,Nawada,2021,45.0,8.0,173.0,1.0
10,Bihar,211,Pashchim Champaran,2016,50.0,2.0,334.0,1.0
10,Bihar,211,Pashchim Champaran,2017,50.0,2.0,334.0,1.0
10,Bihar,211,Pashchim Champaran,2018,28.0,2.0,334.0,1.0
10,Bihar,211,Pashchim Champaran,2020,56.0,11.0,554.0,0.0
10,Bihar,211,Pashchim Champaran,2021,44.0,11.0,554.0,0.0
10,Bihar,212,Patna,2016,50.0,4.0,174.0,1.0
10,Bihar,212,Patna,2017,50.0,4.0,174.0,0.0
10,Bihar,212,Patna,2018,33.0,4.0,171.0,0.0
10,Bihar,212,Patna,2019,106.0,4.0,382.0,0.0
10,Bihar,213,Purbi Champaran,2016,51.0,11.0,532.0,1.0
10,Bihar,213,Purbi Champaran,2017,51.0,11.0,532.0,1.0
10,Bihar,213,Purbi Champaran,2018,40.0,11.0,529.0,1.0
10,Bihar,213,Purbi Champaran,2020,102.0,15.0,407.0,1.0
10,Bihar,213,Purbi Champaran,2021,90.0,14.0,413.0,1.0
10,Bihar,214,Purnia,2016,117.0,2.0,234.0,1.0
10,Bihar,214,Purnia,2017,117.0,2.0,234.0,1.0
10,Bihar,214,Purnia,2018,103.0,2.0,234.0,1.0
10,Bihar,214,Purnia,2019,56.0,2.0,473.0,1.0
10,Bihar,214,Purnia,2020,64.0,5.0,312.0,1.0
10,Bihar,214,Purnia,2021,51.0,5.0,472.0,1.0
10,Bihar,215,Rohtas,2016,47.0,6.0,312.0,1.0
10,Bihar,215,Rohtas,2017,47.0,6.0,312.0,1.0
10,Bihar,215,Rohtas,2018,42.0,6.0,306.0,1.0
10,Bihar,215,Rohtas,2019,56.0,2.0,249.0,1.0
10,Bihar,215,Rohtas,2020,54.0,6.0,251.0,1.0
10,Bihar,215,Rohtas,2021,48.0,6.0,255.0,1.0
10,Bihar,216,Saharsa,2016,51.0,1.0,251.0,1.0
10,Bihar,216,Saharsa,2017,51.0,1.0,251.0,1.0
10,Bihar,216,Saharsa,2018,44.0,1.0,251.0,1.0
10,Bihar,216,Saharsa,2019,44.0,0.0,168.0,1.0
10,Bihar,216,Saharsa,2020,40.0,5.0,171.0,1.0
10,Bihar,216,Saharsa,2021,40.0,4.0,166.0,1.0
10,Bihar,217,Samastipur,2016,42.0,8.0,171.0,1.0
10,Bihar,217,Samastipur,2017,42.0,8.0,171.0,1.0
10,Bihar,217,Samastipur,2018,32.0,8.0,169.0,1.0
10,Bihar,217,Samastipur,2019,70.0,1.0,358.0,1.0
10,Bihar,217,Samastipur,2020,74.0,12.0,362.0,1.0
10,Bihar,217,Samastipur,2021,59.0,12.0,358.0,1.0
10,Bihar,218,Saran,2016,75.0,9.0,358.0,1.0
10,Bihar,218,Saran,2017,75.0,9.0,358.0,1.0
10,Bihar,218,Saran,2018,65.0,9.0,355.0,1.0
10,Bihar,218,Saran,2019,63.0,3.0,396.0,1.0
10,Bihar,218,Saran,2020,57.0,14.0,391.0,1.0
10,Bihar,218,Saran,2021,52.0,14.0,394.0,1.0
10,Bihar,219,Sheikhpura,2016,61.0,1.0,414.0,1.0
10,Bihar,219,Sheikhpura,2017,61.0,1.0,414.0,1.0
10,Bihar,219,Sheikhpura,2018,58.0,1.0,412.0,1.0
10,Bihar,219,Sheikhpura,2019,23.0,1.0,104.0,1.0
10,Bihar,219,Sheikhpura,2020,23.0,2.0,85.0,1.0
10,Bihar,219,Sheikhpura,2021,15.0,2.0,75.0,1.0
10,Bihar,220,Sheohar,2016,23.0,0.0,85.0,1.0
10,Bihar,220,Sheohar,2017,23.0,0.0,85.0,1.0
10,Bihar,220,Sheohar,2019,14.0,0.0,96.0,1.0
10,Bihar,220,Sheohar,2020,17.0,1.0,91.0,1.0
10,Bihar,220,Sheohar,2021,13.0,2.0,96.0,1.0
10,Bihar,221,Sitamarhi,2016,18.0,5.0,91.0,1.0
10,Bihar,221,Sitamarhi,2017,18.0,5.0,91.0,1.0
10,Bihar,221,Sitamarhi,2018,5.0,5.0,91.0,1.0
10,Bihar,221,Sitamarhi,2019,57.0,1.0,208.0,1.0
10,Bihar,221,Sitamarhi,2020,55.0,12.0,208.0,1.0
10,Bihar,221,Sitamarhi,2021,45.0,13.0,208.0,1.0
10,Bihar,222,Siwan,2016,55.0,9.0,208.0,1.0
10,Bihar,222,Siwan,2017,55.0,9.0,208.0,1.0
10,Bihar,222,Siwan,2018,49.0,9.0,204.0,1.0
10,Bihar,222,Siwan,2019,68.0,3.0,379.0,1.0
10,Bihar,222,Siwan,2020,68.0,14.0,380.0,1.0
10,Bihar,222,Siwan,2021,53.0,14.0,379.0,1.0
10,Bihar,223,Supaul,2016,63.0,2.0,378.0,1.0
10,Bihar,223,Supaul,2017,63.0,2.0,378.0,1.0
10,Bihar,223,Supaul,2018,55.0,2.0,375.0,1.0
10,Bihar,223,Supaul,2020,27.0,6.0,181.0,1.0
10,Bihar,223,Supaul,2021,29.0,6.0,173.0,1.0
10,Bihar,224,Vaishali,2016,34.0,2.0,181.0,1.0
10,Bihar,224,Vaishali,2017,34.0,2.0,181.0,1.0
10,Bihar,224,Vaishali,2018,23.0,2.0,178.0,1.0
10,Bihar,224,Vaishali,2020,52.0,7.0,337.0,1.0
10,Bihar,224,Vaishali,2021,49.0,5.0,336.0,1.0
10,Bihar,611,Arwal,2016,32.0,0.0,65.0,1.0
10,Bihar,611,Arwal,2017,32.0,0.0,65.0,1.0
10,Bihar,611,Arwal,2018,26.0,0.0,65.0,1.0
10,Bihar,611,Arwal,2019,33.0,0.0,63.0,1.0
10,Bihar,611,Arwal,2020,33.0,2.0,65.0,1.0
10,Bihar,611,Arwal,2021,30.0,3.0,62.0,1.0
10,Bihar,999999,Unknown Districts Of India,2019,1652.0,294.0,8252.0,26.0
11,Sikkim,225,Gangtok,2016,6.0,1.0,48.0,1.0
11,Sikkim,225,Gangtok,2017,6.0,1.0,48.0,1.0
11,Sikkim,225,Gangtok,2018,7.0,1.0,48.0,1.0
11,Sikkim,225,Gangtok,2019,7.0,1.0,54.0,1.0
11,Sikkim,225,Gangtok,2020,8.0,1.0,54.0,1.0
11,Sikkim,225,Gangtok,2021,8.0,1.0,54.0,1.0
11,Sikkim,226,Mangan,2016,5.0,0.0,19.0,1.0
11,Sikkim,226,Mangan,2017,5.0,0.0,19.0,1.0
11,Sikkim,226,Mangan,2018,5.0,0.0,19.0,1.0
11,Sikkim,226,Mangan,2020,5.0,0.0,19.0,1.0
11,Sikkim,226,Mangan,2021,5.0,0.0,19.0,1.0
11,Sikkim,227,Namchi,2016,6.0,1.0,39.0,1.0
11,Sikkim,227,Namchi,2017,6.0,1.0,39.0,1.0
11,Sikkim,227,Namchi,2018,6.0,1.0,39.0,1.0
11,Sikkim,227,Namchi,2020,6.0,1.0,39.0,1.0
11,Sikkim,227,Namchi,2021,6.0,1.0,39.0,1.0
11,Sikkim,228,Gyalshing,2016,7.0,0.0,41.0,1.0
11,Sikkim,228,Gyalshing,2017,7.0,0.0,41.0,1.0
11,Sikkim,228,Gyalshing,2018,7.0,0.0,42.0,1.0
11,Sikkim,228,Gyalshing,2020,7.0,0.0,41.0,1.0
11,Sikkim,228,Gyalshing,2021,7.0,0.0,41.0,1.0
11,Sikkim,999999,Unknown Districts Of India,2019,875.0,158.0,5105.0,15.0
12,Arunachal Pradesh,229,Changlang,2016,8.0,5.0,35.0,1.0
12,Arunachal Pradesh,229,Changlang,2017,8.0,5.0,22.0,1.0
12,Arunachal Pradesh,229,Changlang,2018,7.0,5.0,35.0,1.0
12,Arunachal Pradesh,229,Changlang,2019,5.0,5.0,18.0,1.0
12,Arunachal Pradesh,229,Changlang,2020,7.0,5.0,24.0,1.0
12,Arunachal Pradesh,229,Changlang,2021,7.0,5.0,25.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2016,1.0,0.0,10.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2017,1.0,0.0,3.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2018,1.0,1.0,10.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2019,1.0,0.0,5.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2020,1.0,0.0,5.0,1.0
12,Arunachal Pradesh,230,Dibang Valley,2021,1.0,0.0,5.0,1.0
12,Arunachal Pradesh,231,East Kameng,2016,11.0,3.0,49.0,1.0
12,Arunachal Pradesh,231,East Kameng,2017,11.0,3.0,26.0,1.0
12,Arunachal Pradesh,231,East Kameng,2018,5.0,3.0,23.0,1.0
12,Arunachal Pradesh,231,East Kameng,2019,11.0,3.0,25.0,1.0
